Database Name	operetta
Database Link	http://10.45.1.197/ODA/OdaService.asmx
Evaluation Signature	0be4885c-271b-4523-9b58-735fed2be17f
Plate Name	ATM_ATR100324
Measurement	Measurement 1
Evaluation	Evaluation1
Population	Population - full nuclei

[Data]
Row	Column	Plane	Timepoint	Field	Object No	X	Y	Bounding Box	Position X [µm]	Position Y [µm]	Compound	Concentration	Cell Type	Cell Count	full nuclei - Object No in nuclei	full nuclei - Total Spot Area	full nuclei - Relative Spot Intensity	full nuclei - Number of Spots	full nuclei - Number of Spots per Area of Nucleus	full nuclei - Intensity Nucleus Alexa 488 Mean	full nuclei -  Area [µm²]	full nuclei -  Roundness	full nuclei -  Width [µm]	full nuclei -  Length [µm]	full nuclei -  Ratio Width to Length	full nuclei - Number of Spots H2AX- per Cell 	
2	4	1	0	63	2	998	758	[980,735,1023,797]	-508.14	-390.95					3	607	0.0252384	16	0.00922722	12951.3	153.795	0.889295	9.24668	19.7997	0.467011	16	
2	4	1	0	63	3	968	341	[941,315,1017,368]	-515.23	-264.33					4	1143	0.0589877	31	0.00957677	9377.23	287.102	0.853697	14.9265	22.7044	0.657426	31	
2	4	1	0	63	4	324	536	[297,508,353,563]	-709.7	-321.71					5	725	0.0573685	24	0.0097166	5555.88	219.074	0.906047	15.452	16.9336	0.912504	24	
2	4	1	0	63	5	722	577	[697,541,748,613]	-591.88	-334.56					6	1060	0.0549191	22	0.00797679	4475.26	244.618	0.837434	14.208	21.4448	0.662539	22	
2	4	1	0	63	6	466	581	[435,555,495,607]	-668.04	-335.24					7	735	0.0564427	16	0.00628437	5374.84	225.815	0.928038	14.6506	18.8025	0.779182	16	
2	4	1	0	63	7	654	769	[622,730,686,807]	-611.36	-391.42					8	1400	0.0346396	28	0.00772201	4665.59	321.604	0.882403	16.082	25.0324	0.642448	28	
2	4	1	0	63	8	381	904	[351,871,413,938]	-693.14	-431.59					9	1174	0.0324837	26	0.00896861	5719.15	257.124	0.92613	13.5825	23.199	0.585476	26	
2	4	1	0	63	9	259	969	[225,933,290,1019]	-729.96	-452.12					10	1864	0.044378	60	0.0148112	5167.87	359.299	0.8885	17.0355	25.619	0.664953	60	
2	4	1	0	8	1	321	833	[272,814,352,854]	255.89	1203.76					1	705	0.0883101	15	0.00625521	5218.74	212.688	0.819824	11.1909	23.9441	0.467376	15	
2	4	1	0	8	2	377	33	[350,3,405,66]	274.47	1442.01					4	1061	0.0723572	47	0.0177694	4724.87	234.596	0.97405	14.9976	18.859	0.795248	47	
2	4	1	0	8	3	144	84	[112,53,175,128]	205.04	1425.62					5	1728	0.0532208	65	0.0175108	5441.7	329.232	0.964971	18.086	22.4332	0.806215	65	
2	4	1	0	8	4	345	91	[314,61,374,133]	264.69	1423.77					6	1471	0.0445559	53	0.0164188	5856.42	286.304	0.949655	15.6686	22.2745	0.703431	53	
2	4	1	0	8	5	67	104	[37,75,95,149]	181.79	1419.46					7	1363	0.0631674	57	0.0173569	5619.57	291.271	0.931295	15.7364	22.5181	0.698833	57	
2	4	1	0	8	6	947	122	[920,94,982,151]	445	1415.4					8	1172	0.0300995	36	0.013182	5228.58	242.223	0.953463	15.2556	19.2454	0.792687	36	
2	4	1	0	8	7	843	197	[820,174,867,227]	413.52	1392.55					9	689	0.0348663	21	0.0104012	7208.21	179.073	0.941719	13.3851	16.1837	0.827073	21	
2	4	1	0	8	8	211	211	[177,186,240,239]	224.45	1388.95					10	990	0.0313827	26	0.0104	5571.13	221.735	0.936891	13.5955	20.0799	0.677071	26	
2	4	1	0	8	9	624	242	[597,216,675,271]	351.23	1379.07					11	1466	0.0500417	52	0.0166881	5826.6	276.371	0.903745	14.4064	23.4595	0.614097	52	
2	4	1	0	8	10	266	285	[238,252,293,319]	241.37	1367.16					12	1271	0.0362461	46	0.0165766	5581	246.126	0.962191	14.3447	21.126	0.679006	46	
2	4	1	0	8	11	757	342	[732,317,783,371]	387.86	1349.81					13	854	0.0457774	27	0.0128205	5620.52	186.79	0.964774	13.0768	17.5938	0.74326	27	
2	4	1	0	8	12	575	411	[544,380,609,443]	334.57	1329.52					14	1292	0.0355162	48	0.0152236	4707.64	279.652	0.884101	16.2685	20.5838	0.790354	48	
2	4	1	0	8	13	594	463	[568,438,644,490]	342.34	1313.56					15	1031	0.0600793	41	0.0157511	9625.48	230.87	0.859847	11.7326	24.1083	0.48666	41	
2	4	1	0	8	14	681	519	[657,493,709,567]	365.91	1294.51					17	1295	0.0343465	32	0.0111537	8710.78	254.463	0.898442	13.0632	22.8853	0.570811	32	
2	4	1	0	8	15	574	548	[540,526,627,581]	336.14	1287.44					18	1309	0.0771185	42	0.0137345	8231.69	271.226	0.863746	11.5035	27.6086	0.416665	42	
2	4	1	0	8	16	563	627	[529,592,598,668]	330.12	1265.35					19	1482	0.0255137	53	0.0132203	7020.95	355.574	0.915242	18.3972	23.3001	0.789574	53	
2	4	1	0	8	17	767	706	[734,673,798,751]	390.43	1239.91					20	1494	0.0462038	60	0.015715	6498.39	338.634	0.93333	17.0667	24.5043	0.696478	60	
2	4	1	0	8	18	582	784	[553,758,619,812]	336.76	1218.68					21	1191	0.0303641	36	0.0131627	7774.03	242.578	0.930045	14.6506	20.3563	0.719708	36	
2	4	1	0	8	19	675	809	[641,775,710,848]	363.15	1210.56					22	1185	0.0547573	46	0.0119048	5645.85	342.714	0.905548	16.9415	24.1304	0.70208	46	
2	4	1	0	8	20	527	840	[501,814,554,873]	319.21	1201.14					23	1104	0.0402166	40	0.0165563	5830.79	214.285	0.944	14.3941	18.0909	0.795652	40	
2	4	1	0	8	21	370	853	[345,817,394,880]	273.16	1199.61					24	963	0.0470551	21	0.00929615	7503.41	200.36	0.866223	11.7929	18.8096	0.626962	21	
2	4	1	0	8	22	543	976	[507,944,576,1007]	323.36	1161.97					25	1143	0.0279918	31	0.00920701	4508.72	298.633	0.923221	17.0355	21.9112	0.777477	31	
2	4	1	0	8	23	809	1013	[776,956,847,1051]	402.77	1151.58					26	2056	0.0426521	74	0.0165289	6024.18	397.083	0.922177	18.1448	28.3066	0.641009	74	
2	4	1	0	61	1	799	589	[779,569,832,626]	79.58	-340.6					1	622	0.0467163	29	0.0160665	6895.11	160.093	0.8695	9.76907	19.5767	0.499015	29	
2	4	1	0	61	2	602	602	[567,578,629,627]	18.54	-342.35					2	640	0.0449325	19	0.00921435	4639.57	182.887	0.769388	12.3943	18.8661	0.656961	19	
2	4	1	0	61	3	893	43	[860,6,924,83]	105.44	-175.59					6	1528	0.031106	48	0.0130293	3603.31	326.749	0.88579	16.388	23.7805	0.689134	48	
2	4	1	0	61	4	697	46	[666,14,728,83]	46.93	-176.93					7	1274	0.0307066	23	0.00712736	4257.82	286.216	0.922031	16.5602	20.8088	0.795831	23	
2	4	1	0	61	5	477	63	[445,30,511,99]	-18.09	-181.54					8	1302	0.0312508	34	0.00959097	3694.08	314.42	0.909327	18.5029	20.8151	0.888917	34	
2	4	1	0	61	6	270	76	[239,45,302,109]	-79.96	-185.11					9	1215	0.0248252	37	0.0122314	7216.4	268.299	0.931722	15.5891	20.9108	0.745507	37	
2	4	1	0	61	7	980	94	[957,71,1013,119]	132.69	-190.67					10	731	0.0319334	20	0.00940734	4750.9	188.563	0.94864	13.3851	16.9964	0.787529	20	
2	4	1	0	61	8	212	119	[181,89,244,153]	-97.29	-198.18					11	1314	0.0312367	37	0.0125296	5255.38	261.913	0.947582	14.8908	21.3951	0.69599	37	
2	4	1	0	61	9	53	122	[24,95,80,153]	-144.96	-198.91					12	872	0.0253557	28	0.0114099	4908.02	217.655	0.959032	14.4064	17.518	0.822375	28	
2	4	1	0	61	10	947	165	[925,143,970,204]	121.44	-213.75					13	613	0.0639176	18	0.0079929	2900.58	199.739	0.932295	12.8855	18.7079	0.68877	18	
2	4	1	0	61	11	776	202	[741,173,810,233]	70.3	-222.92					14	1323	0.0274472	36	0.0113172	5055.73	282.136	0.914493	16.847	20.6547	0.815647	36	
2	4	1	0	61	12	675	220	[647,193,705,249]	40.64	-227.84					15	778	0.0431767	27	0.0105018	5521.44	228.032	0.93943	15.4635	17.2964	0.894029	27	
2	4	1	0	61	13	409	230	[380,203,436,260]	-38.96	-231.26					16	767	0.0533345	23	0.00947282	5688.03	215.349	0.927549	13.8924	18.4189	0.754247	23	
2	4	1	0	61	14	321	270	[288,237,356,310]	-64.67	-243.74					18	1846	0.0437351	65	0.0160652	4898.16	358.856	0.959443	19.4471	22.6985	0.856757	65	
2	4	1	0	61	15	170	276	[139,245,204,310]	-109.42	-245.04					19	1259	0.0393009	32	0.010162	3768.24	279.297	0.898754	16.4312	20.6419	0.796014	32	
2	4	1	0	61	16	589	304	[563,278,617,329]	15.17	-252.73					20	720	0.0327679	18	0.00875912	4881.65	182.266	0.916764	12.3943	17.5408	0.706597	18	
2	4	1	0	61	17	415	339	[387,312,443,377]	-36.78	-264.55					21	1365	0.0378581	46	0.0161234	5963.4	253.044	0.934932	15.2556	20.1549	0.756919	46	
2	4	1	0	61	18	642	360	[608,328,673,401]	30.24	-270.85					22	1240	0.0534611	39	0.0106122	5995.49	325.95	0.959502	17.5988	22.7161	0.77473	39	
2	4	1	0	61	19	895	357	[869,328,925,403]	106.47	-270.9					23	1440	0.0368524	38	0.0122147	2971.96	275.927	0.908194	14.2951	22.7785	0.627572	38	
2	4	1	0	61	20	1004	365	[968,334,1040,397]	138.37	-271.27					24	1571	0.0412387	52	0.0145495	5543.94	316.992	0.90368	17.9185	21.3785	0.838155	52	
2	4	1	0	61	21	825	378	[795,346,855,411]	85.01	-275.36					25	1114	0.0275771	29	0.00949574	6520.33	270.871	0.903903	16.388	19.6468	0.83413	29	
2	4	1	0	61	22	673	428	[648,403,702,454]	40.01	-289.79					26	732	0.0424376	17	0.00789596	6428.19	190.958	0.948544	14.208	16.3039	0.871451	17	
2	4	1	0	61	23	204	436	[175,405,233,478]	-99.71	-293.51					27	1389	0.0619242	54	0.0159669	4332.87	299.963	0.894948	16.7837	21.8889	0.766766	54	
2	4	1	0	61	24	46	576	[11,546,77,605]	-147.44	-333.85					29	989	0.056153	39	0.0135042	4551.91	256.148	0.965516	15.7364	19.9203	0.789968	39	
2	4	1	0	61	25	560	572	[531,546,590,616]	6.4	-333.68					30	789	0.0542042	29	0.0116	4397.67	221.735	0.850421	13.0088	21.2035	0.613519	29	
2	4	1	0	61	26	406	610	[376,584,436,638]	-39.73	-344.11					31	922	0.0581341	30	0.012053	3419.05	220.759	0.934527	14.3941	18.5819	0.77463	30	
2	4	1	0	61	27	324	608	[290,585,349,634]	-65.53	-343.57					32	518	0.0669647	16	0.00735632	4727.58	192.909	0.94716	12.6352	18.286	0.69098	16	
2	4	1	0	61	28	544	642	[511,613,573,671]	0.92	-353.56					33	961	0.0390485	28	0.0108865	4030.25	228.121	0.848678	13.5825	20.0135	0.678664	28	
2	4	1	0	61	29	491	722	[451,684,529,763]	-15.02	-377.92					34	1815	0.0340218	63	0.0130651	5063.65	427.682	0.971295	20.719	25.7313	0.805207	63	
2	4	1	0	61	30	789	763	[758,734,819,794]	74.68	-390.09					35	744	0.0513421	30	0.0111857	5463.21	237.877	0.943658	15.2672	18.3634	0.831393	30	
2	4	1	0	61	31	345	801	[318,773,372,836]	-58.22	-401.52					36	724	0.0887736	23	0.00876191	4809	232.822	0.950659	15.3714	18.8661	0.814765	23	
2	4	1	0	61	32	165	857	[136,828,196,892]	-111.23	-418.39					38	1325	0.0406976	49	0.0163551	4858.85	265.727	0.926607	16.2576	19.9069	0.816679	49	
2	4	1	0	61	33	884	910	[856,876,912,949]	102.34	-434.28					39	1195	0.0373162	47	0.0149206	5242.64	279.386	0.893766	15.8263	21.9051	0.722493	47	
2	4	1	0	61	34	738	917	[705,885,769,962]	58.44	-437.22					40	1439	0.0392145	46	0.0121564	3107.46	335.618	0.871944	17.1496	23.4443	0.731504	46	
2	4	1	0	61	35	344	986	[317,958,372,1022]	-58.22	-456.87					41	989	0.0281986	27	0.0101504	7755.04	235.926	0.970674	14.3447	20.2799	0.707335	27	
2	4	1	0	61	36	811	1005	[787,965,835,1044]	81.06	-462.03					42	1174	0.0430921	51	0.0172823	4589.21	261.736	0.841365	13.1174	23.5952	0.555936	51	
2	4	1	0	61	37	105	1020	[62,986,166,1056]	-126.66	-466.12					43	2491	0.0360345	85	0.0148084	4866.72	509.104	0.909163	19.7997	31.2763	0.633057	85	
2	4	1	0	62	1	787	455	[745,435,821,479]	-250.4	-298.51					1	1116	0.0586302	34	0.0143339	7365.51	210.382	0.835245	10.7873	23.3629	0.46173	34	
2	4	1	0	62	2	275	1038	[247,1011,307,1075]	-401.16	-472.66					2	1128	0.0700515	49	0.0193523	6683.89	224.573	0.895478	11.8679	23.2315	0.510852	49	
2	4	1	0	62	3	920	37	[882,9,962,69]	-208.63	-173.68					3	1134	0.0212446	24	0.00720288	3969.41	295.528	0.882443	14.6021	24.8885	0.586699	24	
2	4	1	0	62	4	467	111	[439,85,512,137]	-342.37	-195.61					4	1088	0.0424168	25	0.00848896	8781.01	261.204	0.923139	14.9265	22.0323	0.677481	25	
2	4	1	0	62	5	858	117	[829,87,891,150]	-227.75	-198.05					5	1098	0.0343568	20	0.00703235	4467.49	252.246	0.910416	14.6021	21.0756	0.692843	20	
2	4	1	0	62	6	840	299	[774,270,871,330]	-238.03	-251.96					7	1832	0.0312476	59	0.0135042	6515.15	387.504	0.858505	15.4978	29.6696	0.522347	59	
2	4	1	0	62	7	740	630	[688,598,778,663]	-264.96	-349.71					9	1870	0.038334	65	0.0141767	6115.81	406.662	0.907994	18.4742	27.1731	0.679869	65	
2	4	1	0	62	8	312	680	[280,649,346,713]	-389.96	-365.05					10	1464	0.0558927	45	0.0139492	5830.77	286.127	0.943714	17.0667	19.6941	0.866586	45	
2	4	1	0	62	9	870	718	[843,688,894,757]	-224.8	-377.61					11	1136	0.0421485	24	0.00918836	4492.2	231.669	0.894389	12.5648	21.5767	0.582333	24	
2	4	1	0	62	10	508	785	[479,756,535,823]	-332.51	-397.56					12	1221	0.0329549	44	0.0147601	6454.29	264.397	0.886215	15.8263	20.0091	0.790955	44	
2	4	1	0	62	11	51	822	[25,799,76,846]	-468.53	-407.37					13	827	0.035656	23	0.0120293	8242.01	169.583	0.948276	13.1039	15.6516	0.837222	23	
2	4	1	0	62	12	677	893	[646,856,709,925]	-281.73	-427.92					14	1491	0.0544746	51	0.0162835	5076.67	277.79	0.901158	14.4064	24.2422	0.594268	51	
2	4	1	0	62	13	698	998	[660,967,732,1031]	-276.15	-460.13					15	1187	0.0769054	37	0.0100325	6540.48	327.103	0.900508	17.7694	22.9221	0.775207	37	
2	4	1	0	100	1	201	842	[181,805,225,908]	1514.15	-1708.32					2	1256	0.0483547	46	0.0152318	10191.4	267.856	0.757084	11.5035	31.09	0.370008	46	
2	4	1	0	100	2	441	70	[408,39,472,101]	1584.81	-1474.59					3	1201	0.0311869	24	0.00790514	5422.24	269.275	0.906169	15.452	21.1533	0.730478	24	
2	4	1	0	100	3	386	143	[357,115,416,181]	1569.26	-1497.68					4	1054	0.034217	25	0.00823181	4115.44	269.364	0.90634	15.2207	20.8151	0.731231	25	
2	4	1	0	100	4	171	163	[140,132,203,194]	1505.52	-1501.86					5	691	0.0257514	9	0.00298507	4208.26	267.412	0.924366	16.388	19.0276	0.861274	9	
2	4	1	0	100	5	597	279	[567,242,641,314]	1632.68	-1537.64					6	1323	0.0391265	44	0.0142441	4722.03	273.976	0.844759	12.1485	26.3445	0.461142	44	
2	4	1	0	100	6	721	411	[678,377,826,445]	1677.58	-1576.38					7	2175	0.0212148	51	0.00691807	6154.26	653.852	0.771617	16.7731	43.9013	0.382065	51	
2	4	1	0	85	1	752	720	[721,680,784,770]	-582.27	-1023.95					1	1577	0.0466735	38	0.00911927	6528.41	369.588	0.880845	16.0046	27.7864	0.575989	38	
2	4	1	0	85	2	666	862	[635,833,703,895]	-607.36	-1065.46					2	1327	0.0350443	24	0.00811359	5801.16	262.357	0.866987	13.9051	22.9337	0.606319	24	
2	4	1	0	12	1	778	153	[756,125,808,192]	1686.71	1404.82					2	876	0.0280929	25	0.0112867	6546.27	196.457	0.910592	10.4193	21.8687	0.476448	25	
2	4	1	0	12	2	770	374	[740,341,814,404]	1684.24	1340.2					3	1311	0.0565007	45	0.0149254	5243.31	267.412	0.90257	13.0768	24.9455	0.524214	45	
2	4	1	0	12	3	625	36	[594,6,668,72]	1641.57	1440.42					4	1472	0.045189	40	0.0118099	4882.6	300.407	0.953337	15.0684	23.9829	0.628297	40	
2	4	1	0	12	4	612	104	[588,79,636,146]	1635.89	1419.63					5	727	0.0552175	20	0.00909918	3746.97	194.949	0.894049	11.1273	22.2426	0.500269	20	
2	4	1	0	12	5	527	116	[494,84,559,152]	1611.13	1417.74					6	1691	0.0544455	59	0.0164071	4865.87	318.944	0.937208	18.2325	20.9341	0.870948	59	
2	4	1	0	12	6	126	114	[98,85,160,143]	1492.3	1418.41					7	1024	0.0345112	43	0.0149721	4774.28	254.729	0.926887	16.1261	19.0276	0.847511	43	
2	4	1	0	12	7	152	192	[122,162,197,222]	1500.79	1394.96					8	1274	0.0522902	53	0.0152037	9327.36	309.187	0.941684	17.3961	22.5338	0.771999	53	
2	4	1	0	12	8	657	195	[631,168,688,224]	1650.16	1393.53					9	936	0.0308906	26	0.011003	6557.27	209.584	0.925711	13.0768	19.7211	0.663084	26	
2	4	1	0	12	9	485	274	[456,246,513,318]	1597.87	1368.55					10	1350	0.0345087	52	0.0159705	5045.98	288.788	0.96578	16.0931	21.9031	0.734739	52	
2	4	1	0	12	10	640	278	[594,256,667,305]	1641.75	1368.72					11	1256	0.0416194	34	0.0129524	5688.23	232.822	0.896948	11.7023	23.3077	0.502077	34	
2	4	1	0	12	11	250	326	[163,298,290,364]	1521.56	1353.54					12	1918	0.0197565	51	0.00840613	6889.59	538.107	0.790662	16.0931	38.2006	0.421278	51	
2	4	1	0	12	12	377	397	[350,354,405,426]	1565.73	1334.99					13	913	0.032691	34	0.0125973	6625.66	239.385	0.894434	13.5955	22.6516	0.600202	34	
2	4	1	0	12	13	535	385	[501,363,565,417]	1613.51	1336.28					14	916	0.0673255	36	0.0153453	4136.46	208.076	0.928225	12.2792	18.7836	0.65372	36	
2	4	1	0	12	14	463	401	[427,366,499,437]	1591.79	1333.09					15	1279	0.0234991	37	0.0104372	4835.48	314.42	0.909327	14.7952	25.209	0.586901	37	
2	4	1	0	12	15	670	405	[632,367,711,449]	1653.88	1330.91					16	1588	0.0192582	35	0.00760043	5663.8	408.436	0.897347	17.345	26.8034	0.647121	35	
2	4	1	0	12	16	1031	410	[1000,381,1071,455]	1762.61	1328.1					17	959	0.0205016	31	0.00978844	5304.29	280.894	0.732799	13.5955	22.7298	0.598137	31	
2	4	1	0	12	17	83	444	[43,416,122,473]	1478.66	1320.13					18	1291	0.0394745	38	0.010989	5539.55	306.704	0.877217	15.5321	23.9329	0.648986	38	
2	4	1	0	12	18	980	465	[954,435,1006,493]	1745.79	1313.94					19	953	0.0643352	29	0.0123773	2996.96	207.81	0.960442	13.9051	18.3489	0.757818	29	
2	4	1	0	12	19	255	528	[219,491,286,580]	1529.14	1292.95					20	1347	0.0305175	31	0.00681768	3620.98	403.292	0.912428	17.6391	27.433	0.642989	31	
2	4	1	0	12	20	181	539	[145,501,220,576]	1508.11	1292.36					21	2016	0.0418046	41	0.00939075	5054.55	387.238	0.842301	18.6081	26.1162	0.712511	41	
2	4	1	0	12	21	691	575	[662,547,747,607]	1663.58	1280.4					22	1683	0.0337672	67	0.0170918	3932.17	347.68	0.913016	15.2207	25.4	0.599239	67	
2	4	1	0	12	22	975	588	[948,563,1001,618]	1743.79	1276.56					24	476	0.0503689	16	0.00712061	6018.01	199.295	0.944399	13.0768	18.467	0.708118	16	
2	4	1	0	12	23	497	663	[463,630,532,697]	1602.14	1254.48					25	1215	0.0631852	39	0.0109336	4043.25	316.372	0.927734	18.5317	20.6504	0.897399	39	
2	4	1	0	12	24	848	678	[815,643,885,711]	1706.8	1250.84					26	1471	0.0792495	59	0.0171312	6614.92	305.462	0.956866	16.931	21.4448	0.789517	59	
2	4	1	0	12	25	747	778	[718,749,821,812]	1682.17	1219.01					27	1656	0.0532861	41	0.00926344	4202.88	392.56	0.76307	15.6686	32.2439	0.485939	41	
2	4	1	0	12	26	1018	783	[997,762,1052,805]	1758.25	1218.37					28	628	0.0591342	25	0.0134626	7027.05	164.705	0.939801	12.3943	17.2553	0.718287	25	
2	4	1	0	12	27	890	801	[859,772,925,833]	1719.77	1213.61					29	1295	0.0405729	42	0.0144132	4682.11	258.454	0.816661	15.1857	20.3432	0.746473	42	
2	4	1	0	12	28	645	817	[610,779,703,852]	1647.28	1210.12					30	1585	0.0439413	59	0.0137883	6558.21	379.522	0.672192	17.4368	30.0926	0.579439	59	
2	4	1	0	12	29	906	854	[869,824,936,877]	1722.89	1198.63					31	1058	0.0334103	30	0.0113679	5958.38	234.063	0.861413	13.0768	20.4541	0.639323	30	
2	4	1	0	12	30	654	872	[625,843,682,896]	1648.57	1192.99					32	806	0.0316872	21	0.010214	5388.32	182.355	0.84251	12.1485	17.6114	0.689809	21	
2	4	1	0	12	31	941	956	[907,898,980,993]	1733.36	1169.77					34	2048	0.0583986	79	0.0153846	9106.58	455.444	0.89135	18.4742	28.4815	0.648637	79	
2	4	1	0	12	32	437	961	[409,938,464,988]	1583.47	1165.32					35	818	0.0304284	29	0.0138623	7391.39	185.548	0.874896	12.3943	17.2141	0.720005	29	
2	4	1	0	12	33	879	1007	[853,981,909,1047]	1715.97	1150.1					36	1316	0.0406802	54	0.0187045	8119.78	256.06	0.901674	14.208	20.1395	0.705481	54	
2	4	1	0	12	34	440	1013	[411,981,469,1042]	1584.97	1150.96					37	994	0.0289901	18	0.00683371	6289.36	233.62	0.887486	14.9383	19.358	0.771688	18	
2	4	1	0	16	1	872	100	[841,72,904,129]	745.25	1099.63					2	1059	0.0325971	38	0.0141474	6118.38	238.232	0.9632	13.9051	20.2865	0.68544	38	
2	4	1	0	16	2	527	139	[491,112,566,178]	642.76	1086.64					3	1317	0.0567161	55	0.0154581	5178.77	315.573	0.769522	14.711	23.842	0.617021	55	
2	4	1	0	16	3	676	147	[641,113,711,183]	686.39	1084.75					4	1488	0.0328897	41	0.011239	3860.9	323.556	0.909401	17.8788	21.1512	0.845288	41	
2	4	1	0	16	4	207	149	[176,119,238,179]	546.79	1085.47					5	1174	0.0287349	29	0.0097479	6807.05	263.865	0.939926	16.388	19.5767	0.837116	29	
2	4	1	0	16	5	352	184	[326,144,378,216]	590.02	1075.63					6	1419	0.0465016	37	0.0124328	5817	263.953	0.940107	14.9027	21.6096	0.689633	37	
2	4	1	0	16	6	523	187	[493,165,559,210]	641.36	1073.88					7	793	0.0534563	36	0.0166282	5408.47	192.023	0.817697	12.1485	19.7997	0.613572	36	
2	4	1	0	16	7	909	273	[878,248,950,302]	756.82	1046.82					8	1355	0.0432441	46	0.0159778	4368.55	255.35	0.806434	13.5039	21.6485	0.623778	46	
2	4	1	0	16	8	305	312	[271,282,342,345]	576.44	1035.66					10	1416	0.0322324	51	0.0152193	5683.91	297.214	0.931287	16.0378	22.2426	0.721041	51	
2	4	1	0	16	9	175	328	[145,300,205,357]	537.43	1031.86					11	1071	0.0318247	27	0.0102234	5041.15	234.241	0.941503	14.7351	19.422	0.758679	27	
2	4	1	0	16	10	1036	333	[998,300,1070,364]	793.07	1030.45					12	1293	0.0332208	42	0.0132409	6949.15	281.337	0.923731	13.9434	24.2422	0.575168	42	
2	4	1	0	16	11	639	358	[612,333,677,385]	677	1022.14					13	794	0.0410531	24	0.00908059	3455.16	234.418	0.923749	13.9434	20.4628	0.681402	24	
2	4	1	0	16	12	893	396	[861,364,926,430]	750.95	1011.08					14	1179	0.0651115	46	0.0134897	5425.74	302.447	0.957012	18.0271	20.3846	0.884347	46	
2	4	1	0	16	13	568	414	[540,389,599,440]	655.08	1005.93					15	643	0.0636141	21	0.00890585	3619.23	209.14	0.950502	13.9561	17.6316	0.791539	21	
2	4	1	0	16	14	47	521	[17,492,84,551]	499.93	974.35					16	1423	0.0466849	38	0.0119272	5024.49	282.579	0.937026	16.6777	20.532	0.812277	38	
2	4	1	0	16	15	734	552	[707,526,762,583]	703.9	964.2					17	1087	0.0345187	48	0.0194332	5500.57	219.074	0.962597	14.8908	17.9605	0.829084	48	
2	4	1	0	16	16	148	585	[120,558,186,613]	530.7	955.02					18	1271	0.0347666	34	0.0119887	4752.59	251.536	0.943525	15.2556	21.044	0.724938	34	
2	4	1	0	16	17	323	633	[296,603,373,664]	584.29	940.27					19	1126	0.0589568	33	0.0100948	4842.32	289.941	0.872814	13.5955	24.3335	0.558715	33	
2	4	1	0	16	18	470	772	[441,743,499,809]	625.61	898.68					20	1227	0.0372793	27	0.00890501	6319.17	268.92	0.874362	15.4864	20.532	0.754257	27	
2	4	1	0	16	19	807	781	[773,750,850,813]	726.58	896.39					21	1530	0.0376088	54	0.0137545	6118.36	348.213	0.904381	18.1448	23.0706	0.786488	54	
2	4	1	0	16	20	404	798	[370,763,439,834]	605.59	892.05					22	1501	0.0439249	45	0.0115741	4980.87	344.842	0.92806	19.2085	22.0986	0.869218	45	
2	4	1	0	16	21	262	850	[227,813,297,891]	562.94	876.06					23	1786	0.0378213	62	0.0144894	4251.12	379.522	0.898711	19.9069	23.8494	0.834691	62	
2	4	1	0	16	22	1006	848	[979,818,1035,894]	785.11	874.55					24	1357	0.0391722	55	0.0170226	7630.06	286.57	0.866959	14.3447	22.955	0.624905	55	
2	4	1	0	16	23	127	897	[98,863,156,934]	522.72	862					25	1243	0.0324479	28	0.0088748	4027.15	279.83	0.920898	16.0268	21.1784	0.756751	28	
2	4	1	0	16	24	972	892	[942,844,1001,927]	773.7	865.3					26	1547	0.0367069	50	0.0143802	5405.45	308.389	0.839082	13.9561	25.0678	0.556732	50	
2	4	1	0	16	25	865	964	[838,935,894,992]	742.91	842.2					27	1050	0.0649396	38	0.0153288	4974.18	219.872	0.971281	14.3941	18.5914	0.774232	38	
2	4	1	0	16	26	289	994	[251,967,322,1022]	570.7	833.57					28	1295	0.0394977	13	0.00410742	4530.23	280.717	0.861473	15.4978	21.5129	0.720398	13	
2	4	1	0	16	27	480	1021	[436,990,519,1054]	627.25	825.16					29	1550	0.0312046	32	0.00815287	5582.63	348.124	0.890422	16.082	26.2787	0.611979	32	
2	4	1	0	10	1	494	147	[456,124,529,171]	954.99	1408.15					2	1204	0.0551748	41	0.015236	4824.46	238.676	0.887387	12.5082	22.2546	0.562052	41	
2	4	1	0	10	2	383	248	[353,217,414,286]	922.1	1377.53					3	1488	0.0488656	39	0.0117647	7307.13	294.021	0.947256	17.345	20.1681	0.860025	39	
2	4	1	0	10	3	464	257	[432,228,496,287]	946.24	1375.61					4	1174	0.030361	32	0.0106738	4295.37	265.905	0.938302	16.2576	19.6671	0.826637	32	
2	4	1	0	10	4	670	269	[638,231,704,303]	1008.3	1372.5					5	1337	0.0257668	32	0.00912461	4957.8	311.05	0.874902	15.452	23.7208	0.651412	32	
2	4	1	0	10	5	778	269	[751,241,811,297]	1040.42	1371.75					6	734	0.0195858	23	0.00926299	4127.97	220.227	0.927015	14.711	18.1765	0.809341	23	
2	4	1	0	10	6	316	322	[284,291,349,355]	902.55	1356.33					7	1374	0.0421226	29	0.00920927	4573.14	279.297	0.888504	16.5924	20.0135	0.829056	29	
2	4	1	0	10	7	160	356	[130,331,185,383]	855.42	1346.44					8	1010	0.0476266	20	0.00982318	6333.48	180.581	0.925357	11.4417	19.0811	0.599634	20	
2	4	1	0	10	8	86	374	[57,344,114,423]	833.72	1338.3					9	1389	0.0267562	23	0.00638003	4991.36	319.742	0.870259	16.1261	23.9478	0.673386	23	
