Database Name	operetta
Database Link	http://10.45.1.197/ODA/OdaService.asmx
Evaluation Signature	49193b09-c41e-4ed2-81fc-d5944496572c
Plate Name	4.imp.parpTG
Measurement	Measurement 1
Evaluation	Evaluation1
Population	Population - full nuclei

[Data]
Row	Column	Timepoint	Field	Object No	X	Y	Bounding Box	Position X [µm]	Position Y [µm]	Compound	Concentration	Cell Type	Cell Count	full nuclei - Object No in nuclei	full nuclei - Total Spot Area	full nuclei - Relative Spot Intensity	full nuclei - Number of Spots	full nuclei - Number of Spots per Area of Nucleus	full nuclei - areainum2n Area [µm²]	full nuclei - areainum2n Roundness	full nuclei - areaum2Spot Area [µm²]- Sum per Cell 	full nuclei - %areacoveredbyspots	
2	3	0	5	10	311	379	[295,365,325,402]	-391.09	2306.68					16	0	0	0	0	75.1735	0.944161	0	0	
2	3	0	5	11	158	434	[138,414,181,455]	-436.18	2291.77					18	113	0.00515163	4	0.00294118	120.561	0.964839	10.0172	8.30882	
2	3	0	5	12	631	492	[607,475,652,510]	-295.81	2274.22					19	0	0	0	0	108.948	0.927317	0	0	
2	3	0	5	13	723	505	[701,484,751,527]	-267.34	2270.12					20	241	0.00658218	10	0.00593824	149.283	0.947552	21.3642	14.3112	
2	3	0	5	14	972	609	[954,592,987,632]	-194.49	2238.52					22	109	0.00568396	4	0.00434311	81.6448	0.935277	9.66263	11.835	
2	3	0	5	15	323	695	[300,671,346,725]	-387.66	2213.51					23	338	0.011032	11	0.00541339	180.133	0.945196	29.963	16.6339	
2	3	0	5	16	688	703	[668,683,708,727]	-279.03	2211.37					24	0	0	0	0	121.625	0.934446	0	0	
2	3	0	5	17	997	773	[971,748,1030,800]	-185.97	2190.44					25	180	0.00457437	7	0.00311665	199.103	0.851972	15.9566	8.01425	
2	3	0	5	18	401	771	[377,763,409,797]	-366.52	2188.96					26	0	0	0	0	45.2105	0.668198	0	0	
2	3	0	5	19	582	790	[560,770,604,814]	-310.63	2185.18					27	22	0.000651549	1	0.000733676	120.827	0.914133	1.95026	1.61409	
2	3	0	5	20	965	801	[938,783,992,823]	-196.08	2181.94					28	117	0.0110215	4	0.00253165	140.064	0.842318	10.3718	7.40506	
2	3	0	5	21	632	815	[609,793,664,838]	-294.22	2177.68					30	235	0.00645571	11	0.00578035	168.697	0.805218	20.8323	12.3489	
2	3	0	5	22	344	852	[312,811,373,882]	-381.61	2168.56					31	161	0.00328933	5	0.00156152	283.851	0.876997	14.2723	5.02811	
2	3	0	5	23	505	896	[485,876,526,917]	-333.15	2153.81					32	65	0.00220249	3	0.00230947	115.154	0.913587	5.76212	5.00385	
2	3	0	5	24	90	34	[63,8,116,61]	-456.97	2410.81					33	0	0	0	0	191.834	0.904765	0	0	
2	3	0	5	25	399	54	[368,25,433,85]	-364.01	2405.34					34	524	0.0107262	18	0.00645856	247.062	0.99675	46.4516	18.8016	
2	3	0	5	26	108	153	[72,116,142,194]	-451.32	2374.91					35	513	0.00649948	17	0.00409935	367.623	0.942742	45.4764	12.3704	
2	3	0	5	27	1013	190	[977,152,1050,230]	-181.55	2363.82					36	657	0.0104269	26	0.00644202	357.783	0.968408	58.2417	16.2785	
2	3	0	5	28	847	245	[810,206,886,297]	-230.85	2346.03					37	683	0.00693049	20	0.00374462	473.469	0.899534	60.5466	12.7879	
2	3	0	5	29	592	244	[556,211,625,280]	-307.63	2347.62					38	623	0.020856	27	0.00741962	322.59	0.913036	55.2277	17.1201	
2	3	0	5	30	747	241	[721,215,775,267]	-260.5	2349.04					39	88	0.00434618	3	0.0014556	182.704	0.855384	7.80102	4.26977	
2	3	0	5	31	705	317	[673,286,742,348]	-273.01	2326.62					40	402	0.0115636	15	0.00448833	296.262	0.903854	35.6365	12.0287	
2	3	0	5	32	116	331	[88,302,152,361]	-448.03	2322.24					41	214	0.00508812	8	0.00277971	255.129	0.939603	18.9707	7.43572	
2	3	0	5	33	975	371	[950,348,1006,396]	-192.33	2310.01					43	349	0.0169739	13	0.00634456	181.64	0.956905	30.9382	17.0327	
2	3	0	5	34	893	379	[870,355,917,410]	-217.71	2307.11					44	470	0.0133515	16	0.00790905	179.335	0.870171	41.6646	23.2328	
2	3	0	5	35	588	421	[555,391,622,447]	-308.5	2296.08					45	226	0.00730772	8	0.00282386	251.14	0.881269	20.0344	7.97741	
2	3	0	5	36	504	456	[482,431,526,480]	-333.34	2285.35					46	372	0.011493	13	0.00754498	152.741	0.984521	32.9771	21.5902	
2	3	0	5	37	337	471	[312,446,361,495]	-383.46	2280.77					47	65	0.00140304	2	0.00101781	174.193	0.941305	5.76212	3.30789	
2	3	0	5	38	477	616	[453,583,502,648]	-341.22	2237.68					49	90	0.002707	3	0.001229	216.39	0.930393	7.97832	3.68701	
