Database Name	operetta
Database Link	http://10.45.1.197/ODA/OdaService.asmx
Evaluation Signature	149f8699-ef32-4688-958a-7871782cfc72
Plate Name	MDAWT24H-1
Measurement	Measurement 2
Evaluation	Evaluation1
Population	Population - Cyto Selected

[Data]
Row	Column	Timepoint	Field	Object No	X	Y	Bounding Box	Position X [µm]	Position Y [µm]	Compound	Concentration	Cell Type	Cell Count	Cyto Selected - Object No in Nuclei	Cyto Selected - nuclear_areainum2n Area [µm²]	Cyto Selected - Object No in Nuclei Selected	Cyto Selected - Cytoplasm_areaum2 Area [µm²]	Cyto Selected - Intensity Nucleus Alexa 488 Mean	Cyto Selected - Intensity Nucleus Alexa 555 Mean	Cyto Selected - Intensity Cytoplasm Alexa 488 Mean	Cyto Selected - Intensity Cytoplasm Alexa 555 Mean	Cyto Selected - Total Spot Area	Cyto Selected - Relative Spot Intensity	Cyto Selected - Number of Spots	Cyto Selected - Number of Spots per Area of Cytoplasm	Cyto Selected - Spots Area [µm²]	Cyto Selected - Formula	
5	4	0	7	20	519	1020	[503,1006,532,1065]	1278.18	995.49					22	198.38	21	262.12	7977.02	1773.97	3341.28	1715.92	17	0.00261135	1	0.00136612	6.08748	0.0648558	
5	4	0	7	21	1020	128	[989,89,1074,153]	1583.26	1540.97					25	395.328	23	580.459	7243	1737.24	3538.73	1727.11	164	0.012188	6	0.00370142	58.7263	0.282535	
5	4	0	7	22	190	364	[166,330,214,406]	1083.24	1394.31					26	184.773	24	372.411	8768.06	1896.34	4393.51	1879.63	97	0.0703039	2	0.00192308	34.7345	0.260465	
5	4	0	7	23	877	577	[854,537,898,606]	1494.15	1270.17					27	333.737	25	404.28	10168.9	1853.98	4249.6	1907.12	221	0.0300877	10	0.0088574	79.1373	0.54665	
5	4	0	7	24	815	677	[773,660,835,698]	1450.99	1207.44					28	214.494	26	333.737	5952.94	1709.86	3536.07	1832.52	193	0.0351464	7	0.00751073	69.1108	0.578299	
5	4	0	7	25	757	714	[703,680,786,739]	1417.26	1186.38					29	182.266	27	724.768	6868.64	1730.08	3725.68	1724.11	152	0.0133614	6	0.00296443	54.4292	0.209722	
5	4	0	7	26	536	772	[511,745,558,804]	1287.7	1151.03					30	171.166	28	501.68	7535.64	1914.96	4164.96	1737.46	10	0.000793282	1	0.000713776	3.58087	0.019933	
5	4	0	7	27	872	771	[826,731,900,824]	1487.74	1148.17					31	242.783	29	688.243	8720.88	1868.16	3662.62	1741.92	180	0.0189971	4	0.00208117	64.4557	0.261535	
5	4	0	7	28	918	805	[876,786,955,825]	1516.93	1132.34					32	211.988	30	622.355	9578.98	1916.63	4495.32	1799.67	209	0.0273247	7	0.00402762	74.8402	0.335821	
5	4	0	7	29	79	787	[37,759,97,884]	1008.46	1126.77					33	306.881	31	798.534	9127.35	1774.93	3668.28	1748.36	250	0.028758	10	0.00448431	89.5218	0.313074	
5	4	0	7	30	799	857	[774,829,828,883]	1447.99	1103.05					34	157.558	32	408.936	10589.8	1903.05	4311.9	1758.93	52	0.0143436	1	0.000875657	18.6205	0.127159	
5	4	0	7	31	373	935	[351,916,412,964]	1195.67	1052.49					35	288.26	33	365.965	9143.39	1869.01	5059.47	2149.85	297	0.0979776	11	0.0107632	106.352	0.811553	
5	4	0	7	32	532	953	[506,924,558,974]	1286.61	1045.16					36	218.433	34	189.786	7236.62	1754.06	3108.99	1778.28	45	0.0110325	2	0.00377358	16.1139	0.237109	
5	4	0	7	33	916	955	[881,928,938,975]	1516.35	1043.35					37	167.585	35	409.652	7208.08	1807.7	3631.4	1726.93	59	0.0121072	1	0.000874126	21.1271	0.144025	
5	4	0	7	34	692	978	[669,948,716,1012]	1384.64	1028.31					38	227.743	36	421.469	8441.86	1901.09	4372.53	1863.5	228	0.029911	7	0.00594732	81.6439	0.540966	
5	4	0	7	35	565	981	[543,959,591,1011]	1307.28	1026.23					39	212.704	37	396.044	5954.39	1709.64	3408.45	1690.97	14	0.00125975	1	0.000904159	5.01322	0.0353496	
5	4	0	7	36	922	989	[891,968,941,1005]	1517.85	1024.35					40	154.336	38	262.12	6068.17	1741.15	3874.96	1884.45	106	0.0248395	3	0.00409836	37.9572	0.404395	
5	4	0	7	37	386	1002	[372,988,401,1047]	1201.05	1008.04					41	137.864	39	239.202	7208.91	1716.36	3537.51	1728.88	70	0.0144992	4	0.00598802	25.0661	0.292639	
5	4	0	7	38	614	1034	[594,1011,636,1062]	1336.22	994.63					42	257.107	40	272.862	9804.42	1825.66	3449.26	1689.65	0	0	0	0	0	0	
5	4	0	1	1	606	160	[586,138,629,184]	40.8	872.6					1	136.073	1	418.246	10433	2350.29	4862.1	1842.46	111	0.0266335	6	0.00513699	39.7477	0.265394	
5	4	0	1	2	742	287	[727,233,758,303]	121.21	804.92					2	150.397	2	326.934	7368.99	1850	3475.96	1743.14	112	0.0585517	5	0.00547645	40.1058	0.342577	
5	4	0	1	3	975	282	[935,174,1014,379]	261.23	800.12					3	224.879	3	757.712	9304.34	1884.29	3676.56	1752.76	185	0.0267256	4	0.00189036	66.2461	0.244156	
5	4	0	1	4	168	297	[145,261,192,321]	-223.43	792.95					4	136.789	4	544.292	6912.41	1796.45	3687.4	1704.71	54	0.00480502	2	0.00131579	19.3367	0.0992114	
5	4	0	1	5	181	357	[159,332,208,381]	-212.68	755.51					5	124.972	5	382.437	7616.5	1785.58	4177.19	1777.29	156	0.0539269	4	0.00374532	55.8616	0.40791	
5	4	0	1	6	501	533	[476,514,520,554]	-25.17	649.3					6	132.492	6	348.419	8531.29	1819.93	4388.92	1862.42	187	0.0461014	8	0.00822199	66.9623	0.53671	
5	4	0	1	7	878	742	[855,717,917,778]	206.71	519.55					8	265.343	7	514.213	4700.84	1687.72	2953.1	1671.11	15	0.00130571	1	0.000696379	5.37131	0.0291708	
5	4	0	1	8	552	783	[532,768,569,815]	7.6	495.06					9	127.121	8	292.557	5862.55	1753.93	3939.72	1840.61	151	0.0499324	6	0.00734394	54.0712	0.516138	
5	4	0	1	9	528	791	[504,765,545,808]	-8.53	498.19					10	138.222	9	238.128	6269.08	1874.25	4307.7	2032.37	141	0.101664	6	0.00902256	50.4903	0.592119	
5	4	0	1	10	76	790	[61,775,94,808]	-277.75	496.37					11	34.0183	10	219.149	4109.13	1672.21	3478.97	1666.83	8	0.00159754	1	0.00163399	2.8647	0.0365048	
5	4	0	1	11	658	905	[619,890,678,927]	64.95	425.49					13	158.275	11	334.811	5197.42	1784.66	3180.78	1700.52	0	0	0	0	0	0	
5	4	0	1	12	157	1018	[130,1002,176,1056]	-229.87	352.2					14	205.9	12	371.694	8197.59	1962.95	4388.52	1817.29	135	0.0199237	6	0.00578035	52.6388	0.363202	
5	4	0	1	13	136	1031	[123,1021,147,1047]	-242.62	350.96					15	65.5299	13	97.7578	8179.46	2079.06	4272.25	1788.88	55	0.0271858	3	0.010989	15.3977	0.562615	
5	4	0	1	14	652	42	[624,10,674,80]	66.42	944.24					16	174.747	14	460.142	8603.44	1918.37	4806.61	1945.04	199	0.0652997	7	0.00544747	71.2593	0.432475	
5	4	0	1	15	1024	63	[1012,35,1041,80]	290.43	932.73					18	166.152	15	109.217	4026.33	1573.65	2408.16	1585.83	0	0	0	0	0	0	
5	4	0	1	16	455	74	[430,47,489,105]	-47.89	925.24					19	184.415	16	507.051	7266.74	1736.3	3405.62	1600.7	0	0	0	0	0	0	
5	4	0	1	17	680	100	[654,78,732,142]	93.17	904.35					20	269.64	17	789.582	7426.48	1844.41	3893.57	1740.48	199	0.032784	7	0.0031746	71.2593	0.252032	
5	4	0	1	18	32	117	[8,90,55,147]	-303.72	896.55					21	201.245	18	495.951	5759.96	1715.56	3330.69	1653.77	48	0.00559443	2	0.00144404	17.1882	0.0967838	
5	4	0	1	19	1029	141	[1007,113,1051,173]	292.34	882.54					22	302.942	19	342.689	6630.99	1720.58	3303.22	1784.41	139	0.0176449	10	0.0104493	49.7741	0.405615	
5	4	0	1	20	738	186	[714,161,781,216]	124.72	855.09					24	196.232	20	702.925	4673.64	1757.26	3109.7	1671.55	178	0.0210544	7	0.00356597	63.7395	0.253228	
5	4	0	1	21	471	324	[446,299,494,350]	-41.46	775.17					25	210.555	21	437.582	10333.1	1900.67	4601.34	1836.33	172	0.0351861	7	0.00572831	61.591	0.393069	
5	4	0	1	22	315	356	[295,335,338,379]	-133.05	754.82					26	184.415	22	326.217	6583.46	1693.25	4846.32	1909.06	148	0.0586051	5	0.00548847	52.9969	0.453685	
5	4	0	1	23	359	406	[309,384,389,430]	-112.03	724.58					27	243.141	23	629.517	5911.71	1677.57	3599.69	1717.12	219	0.033064	5	0.00284414	78.4211	0.347886	
5	4	0	1	24	445	450	[415,429,472,474]	-57.32	698.25					28	159.707	24	398.551	7116.58	1831.81	3709.71	1732.9	133	0.0195561	5	0.00449236	47.6256	0.333709	
5	4	0	1	25	177	502	[136,481,212,524]	-219.38	666.41					29	313.684	25	504.545	6957.65	1722.24	3162.09	1645.69	0	0	0	0	0	0	
5	4	0	1	26	908	519	[888,492,928,542]	220.5	659.63					30	179.402	26	297.929	6322.25	2177.09	3706.96	1846.97	149	0.0415919	6	0.00721154	53.355	0.50012	
5	4	0	1	27	872	574	[849,535,897,604]	200.09	627.17					31	277.518	27	513.139	5626.74	1862.65	3512.59	1706.39	101	0.0102956	2	0.00139567	36.1668	0.196828	
5	4	0	1	28	915	720	[870,688,953,769]	225.5	535.74					32	518.152	28	932.101	4367.21	1725.19	3229.3	1725.68	110	0.0047296	5	0.00192086	39.3896	0.118013	
5	4	0	1	29	505	736	[486,717,525,771]	-19.89	524.17					33	152.187	29	437.582	5005.22	1752.62	3204.19	1747.27	154	0.0227422	5	0.00409165	55.1454	0.351934	
5	4	0	1	30	93	809	[64,784,113,828]	-267.6	484.22					34	150.039	30	261.404	5685.69	1709.2	3669.36	1663.76	18	0.0026563	1	0.00136986	6.44557	0.068859	
5	4	0	1	31	652	815	[632,797,680,834]	68.03	481.12					35	156.842	31	232.757	5728.68	1769.48	3483.8	1727.28	102	0.0251204	6	0.00923077	30.4374	0.438226	
5	4	0	1	32	179	816	[155,787,199,861]	-217.1	475.59					36	218.075	32	561.481	5234.4	1699.04	3373.74	1651.63	41	0.0032386	3	0.00191327	14.6816	0.0730212	
5	4	0	1	33	681	843	[656,821,702,864]	84.01	464.08					37	179.044	33	293.273	5674.25	1915.1	3782.58	1746.09	28	0.00576957	2	0.002442	16.1139	0.0954741	
5	4	0	1	34	130	882	[104,840,155,932]	-246.11	439.16					38	377.782	34	697.912	5630.3	1722.9	3768.73	1750.78	144	0.0109996	5	0.00256542	51.5645	0.20633	
5	4	0	6	1	1053	57	[1031,36,1072,75]	1599.64	2227.34					2	137.505	1	196.232	4473.44	1708.42	2979.7	1687.2	0	0	0	0	0	0	
5	4	0	6	2	793	67	[758,44,814,95]	1439.72	2218.41					4	238.128	2	449.399	7359.81	1802.06	3847.55	1819.32	82	0.0118751	3	0.00239044	29.3631	0.182466	
5	4	0	6	3	1020	80	[997,59,1037,98]	1578.57	2211.9					5	142.519	3	259.255	9327.22	1999.75	4104.84	1734.36	0	0	0	0	0	0	
5	4	0	6	4	600	92	[576,71,630,114]	1330.12	2204.78					6	250.303	4	403.922	9656.59	2090.46	5167.84	1974.14	41	0.00466084	2	0.00177305	14.6816	0.101505	
5	4	0	6	5	992	112	[978,98,1006,143]	1563.07	2189.14					7	107.784	5	223.804	6014.62	1865.65	2916.88	1765.83	0	0	0	0	0	0	
5	4	0	6	6	235	185	[214,171,279,205]	1113.95	2146.97					8	166.869	6	261.046	7098.09	1734.31	3446.57	1675.59	38	0.00782576	2	0.00274348	13.6073	0.145568	
5	4	0	6	7	206	221	[170,207,237,238]	1090.8	2126.19					9	188.354	7	297.212	6890.91	1760.98	3584.61	1769.72	87	0.0151677	6	0.00722892	31.1536	0.29272	
5	4	0	6	8	851	328	[827,310,870,347]	1477.44	2063.81					10	124.972	8	296.138	15348.3	2368.28	6697.89	1924.5	134	0.0305131	2	0.00241838	47.9837	0.452492	
5	4	0	6	9	950	438	[924,415,975,470]	1539.17	1996					11	119.601	9	420.036	7020.07	1935.65	3266.97	1713.56	62	0.00777946	4	0.00341006	22.2014	0.147606	
5	4	0	6	10	904	455	[889,434,921,472]	1510.69	1987.13					12	99.9063	10	219.149	9289.23	2278.42	4666.42	1894.25	58	0.0245318	2	0.00326797	20.7691	0.26466	
5	4	0	6	11	623	648	[600,635,651,662]	1342.94	1872.15					13	79.4953	11	275.369	13109.5	2636.26	5473.62	2019.79	138	0.110389	3	0.00390117	28.647	0.501146	
5	4	0	6	12	638	669	[600,654,654,685]	1347.03	1859.59					14	104.92	12	278.234	14479.9	2627.09	5869.26	2066.85	50	0.027841	2	0.002574	38.6734	0.179705	
5	4	0	6	13	238	831	[221,815,253,853]	1109.74	1760.43					15	119.243	13	201.245	10048.6	2037.57	4461.16	1872.09	96	0.0409198	5	0.0088968	34.3764	0.477031	
5	4	0	6	14	240	880	[224,858,253,900]	1111.95	1732.94					16	126.047	14	194.441	10013.7	1993.11	4118.33	1803.83	96	0.0402656	4	0.00736648	34.3764	0.493722	
5	4	0	6	15	220	924	[196,904,250,945]	1100.62	1709.16					17	149.68	15	320.846	9329.33	1871.58	4872.29	1896.71	77	0.0598172	2	0.00223214	27.5727	0.23999	
5	4	0	6	16	968	899	[947,880,997,934]	1551.61	1717.65					18	135.357	16	507.051	5998.9	1859.67	3720.03	1801.54	163	0.0380919	7	0.0049435	58.3682	0.321466	
5	4	0	6	17	626	928	[589,906,641,944]	1340.47	1706.99					19	71.6174	17	210.555	7674.55	2024.9	4274.96	1940.04	133	0.0573359	6	0.0102041	47.6256	0.631663	
5	4	0	6	18	82	1029	[50,1017,111,1041]	1017.52	1644.92					20	115.662	18	267.133	6721.14	1815.19	3218.16	1756.6	39	0.00537542	2	0.00268097	13.9654	0.145995	
5	4	0	6	19	204	175	[167,151,243,201]	1090.42	2156.45					23	173.672	20	579.743	6872.01	1837.15	3575.94	1736.42	86	0.00799228	4	0.00247066	25.7823	0.148342	
5	4	0	6	20	173	206	[114,188,212,225]	1070	2136.65					24	303.658	21	299.361	9870.66	1827.65	3930.12	1824.03	134	0.0222997	6	0.00717703	52.9969	0.44762	
5	4	0	6	21	360	212	[290,187,453,241]	1179.86	2129.6					25	255.674	22	692.541	8319.53	1872.57	3911.29	1834.54	336	0.0592914	8	0.0041365	120.317	0.48517	
5	4	0	6	22	223	288	[196,245,263,316]	1105.02	2091.07					26	161.855	23	607.316	6835.83	1855.31	4112.95	1723.4	165	0.0186923	3	0.00176887	59.0844	0.271687	
5	4	0	6	23	184	316	[158,279,214,360]	1078.35	2070.32					27	169.733	24	781.704	6687.08	1794.05	3415.27	1682.36	110	0.010736	3	0.00137426	39.3896	0.140718	
5	4	0	6	24	576	343	[524,313,601,371]	1308.76	2057.8					28	205.184	25	596.573	9322.95	1940.35	4023.65	1784.18	177	0.0194831	7	0.00420168	63.3814	0.296695	
5	4	0	6	25	630	373	[604,347,657,402]	1346.52	2036.09					29	206.258	26	575.804	7841.03	1914.48	4361.02	1835.67	274	0.0409361	12	0.00746269	98.1159	0.475856	
5	4	0	6	26	943	499	[910,477,977,522]	1533.21	1960.44					30	324.069	27	362.026	10955.3	1975.64	4856	1966.22	81	0.00948409	5	0.0049456	29.0051	0.223741	
5	4	0	6	27	654	915	[616,898,742,936]	1370	1710.88					31	299.361	28	522.449	9786.3	2095.94	4544.38	1928.07	223	0.0316698	5	0.003427	79.8534	0.426836	
5	4	0	15	1	1026	31	[1012,4,1045,63]	1584.14	947.4					4	105.994	2	305.09	4554.5	1556.63	2618.06	1504.28	0	0	0	0	0	0	
5	4	0	15	2	29	50	[9,28,55,71]	988.17	937.77					5	109.575	3	309.745	6353.43	1557.72	3305.93	1537.42	72	0.0105164	2	0.00231214	25.7823	0.232449	
5	4	0	15	3	95	169	[49,153,146,183]	1028.18	867.51					8	128.195	5	322.278	5220.04	1703.85	2637.3	1597.97	0	0	0	0	0	0	
5	4	0	15	4	345	177	[329,146,360,213]	1174.83	859.58					9	119.243	6	327.292	8677.24	1810.9	3902.43	1710.65	128	0.0222991	3	0.00328228	45.8352	0.391088	
5	4	0	15	5	296	180	[281,166,311,208]	1146.18	858.05					10	116.736	7	224.163	7630.25	1744.26	3420.61	1683.52	14	0.00241465	1	0.00159744	5.01322	0.0624547	
5	4	0	15	6	1041	222	[1015,207,1069,238]	1592.58	834.95					11	112.797	8	322.637	11296.6	2078.88	4682.57	1797.16	0	0	0	0	0	0	
5	4	0	15	7	280	283	[260,241,302,307]	1137.08	803.91					12	161.855	9	473.033	5200.57	1672.06	2841.66	1601.07	13	0.00130965	1	0.000757002	4.65513	0.0274822	
5	4	0	15	8	246	296	[232,278,261,315]	1115.77	791.6					13	127.121	10	168.301	9212.1	1923.58	4176.74	1764.92	0	0	0	0	0	0	
5	4	0	15	9	936	334	[922,323,989,347]	1539.75	768.01					15	31.1536	12	374.559	4919.67	2114.94	2942.04	1648.25	0	0	0	0	0	0	
5	4	0	15	10	1052	344	[1045,338,1058,352]	1598.02	762.19					16	54.4292	13	0	3973.34	1754.34	NaN	NaN	0	NaN	0	NaN	0	NaN	
5	4	0	15	11	961	454	[934,435,991,473]	1543.82	696.81					17	124.614	14	430.421	6602.04	1808.16	3286.69	1711.21	133	0.0211679	4	0.00332779	47.6256	0.309	
5	4	0	15	12	815	449	[798,434,830,469]	1455.57	697.97					18	102.413	15	204.826	6878.02	1815.65	3315.2	1779.11	73	0.0171849	1	0.00174825	26.1404	0.3564	
5	4	0	15	13	395	481	[362,464,412,501]	1202.39	680.19					19	133.925	16	341.257	10576.9	2055.34	4710.69	1823.47	154	0.0361649	3	0.00314795	55.1454	0.451273	
5	4	0	15	14	249	499	[226,471,285,530]	1119.66	668.66					20	131.06	17	329.082	6516.02	1854.97	3111.54	1646.83	18	0.00220828	2	0.00217628	6.44557	0.0546976	
5	4	0	15	15	813	516	[790,499,830,533]	1454.18	659.04					21	127.837	18	224.163	5971.71	1742.9	2979.73	1717.8	0	0	0	0	0	0	
5	4	0	15	16	752	556	[731,535,777,576]	1419.47	633.93					22	121.75	19	324.069	15430.6	2342.12	6655.87	2139.02	176	0.053628	3	0.00331492	63.0233	0.543094	
5	4	0	15	17	245	591	[216,576,275,609]	1116	614.59					24	126.763	20	196.232	8188.61	1774.72	3281.19	1671.38	29	0.00622473	2	0.00364964	10.3845	0.147784	
5	4	0	15	18	585	601	[568,583,611,620]	1320.01	609.84					25	127.121	21	234.189	7513.87	1825.65	3388.56	1703.34	54	0.0116306	4	0.00611621	19.3367	0.230583	
5	4	0	15	19	601	620	[571,604,626,646]	1326	595.66					26	170.449	22	196.59	5807.31	1740.69	3424.07	1769.19	0	0	0	0	0	0	
5	4	0	15	20	417	624	[399,607,437,645]	1218.67	594.85					27	118.527	23	225.953	6364.31	1749.16	3151.79	1740.84	31	0.00506342	1	0.00158479	11.1007	0.137197	
5	4	0	15	21	824	629	[810,616,868,645]	1466.9	592.54					28	94.8931	24	247.796	7621.05	1781.45	3222.9	1692.72	0	0	0	0	0	0	
5	4	0	15	22	946	635	[924,620,974,651]	1537.51	588.49					29	133.925	25	281.098	8311.67	1889.49	3674.95	1695.36	66	0.0241839	2	0.00254777	23.6338	0.234793	
5	4	0	15	23	781	637	[761,623,803,649]	1436.51	587.63					30	107.784	26	172.598	7446.26	1797.61	3437.36	1716.99	0	0	0	0	0	0	
5	4	0	15	24	115	681	[88,665,140,697]	1036.24	562.07					32	136.431	27	259.613	6949.7	1855.82	3132.51	1665.14	8	0.00150487	1	0.00137931	2.8647	0.0308151	
5	4	0	15	25	485	695	[466,677,505,714]	1258.42	551.87					33	144.667	28	219.507	5564.82	1740.47	2938.32	1727.52	0	0	0	0	0	0	
5	4	0	15	26	554	718	[529,705,589,737]	1303.25	536.64					35	129.628	29	377.066	6252.03	1774.69	3474.8	1794.98	127	0.0311826	4	0.00379867	45.4771	0.336811	
5	4	0	15	27	65	728	[48,708,87,748]	1008.71	533.18					36	39.7477	30	332.663	7930.72	2129.29	4257.63	1703.8	21	0.00308285	1	0.00107643	7.51983	0.063127	
5	4	0	15	28	767	742	[738,721,795,770]	1427.21	523.77					37	122.108	31	302.226	6315.13	1762.96	3038.53	1664.79	0	0	0	0	0	0	
5	4	0	15	29	301	784	[283,765,318,809]	1148.51	498.47					38	121.033	32	256.032	11660.6	2003.25	5049.94	1748.13	7	0.00134239	1	0.0013986	2.50661	0.0273403	
5	4	0	15	30	959	786	[944,758,975,804]	1543.4	500.33					39	111.365	33	251.735	6146.68	1739.31	3531.51	1712.52	44	0.00955303	3	0.00426743	15.7558	0.174787	
5	4	0	15	31	953	818	[936,799,971,846]	1538.3	477.65					40	112.797	34	268.923	6144.27	1726.84	3548.05	1749.93	131	0.0206788	8	0.0106525	46.9094	0.487127	
5	4	0	15	32	606	824	[589,806,626,841]	1331.96	476.11					41	103.845	35	240.276	7974.13	1882.27	3558.88	1787.01	95	0.0239614	2	0.00298063	34.0183	0.395378	
5	4	0	15	33	192	824	[176,805,209,853]	1083.65	473.57					42	127.837	36	234.547	8124.43	1845.34	3689.77	1702.54	57	0.0117013	3	0.00458015	20.411	0.243022	
5	4	0	15	34	634	850	[623,831,648,876]	1348.3	458.71					43	115.662	37	144.309	7213.96	1867.16	3617.76	1819.75	61	0.0285142	3	0.00744417	21.8433	0.422704	
5	4	0	15	35	312	894	[290,883,330,905]	1154.47	433.94					44	104.92	38	103.487	8521.85	1891.96	4067.45	1803.73	22	0.0102488	2	0.00692042	7.87792	0.212587	
5	4	0	15	36	240	932	[223,919,256,947]	1111.76	410.37					45	102.055	39	167.227	9121.8	1909.16	4247.18	1801.78	92	0.0345759	2	0.00428266	32.944	0.550151	
5	4	0	15	37	539	31	[514,10,562,57]	1290.96	947.91					52	247.438	42	365.965	10417.5	1801.37	4077.44	1742.76	79	0.00981823	5	0.00489237	28.2889	0.215868	
5	4	0	15	38	69	46	[52,31,91,67]	1010.77	941.34					53	156.126	43	133.208	5009.94	1526.91	2670.49	1473.5	0	0	0	0	0	0	
5	4	0	15	39	315	64	[297,13,331,95]	1157.96	934.08					54	182.624	44	450.474	5800.67	1672.8	3325.95	1652.89	109	0.0118795	4	0.00317965	39.0315	0.241968	
5	4	0	15	40	374	78	[351,38,394,129]	1191.67	919.17					55	288.976	45	406.787	7652.99	1726.02	3869.42	1820.58	125	0.0195104	4	0.00352113	44.7609	0.307286	
5	4	0	15	41	407	94	[386,65,442,129]	1213.95	912.71					56	215.21	46	500.964	4188.01	1641.6	2762.85	1595.56	0	0	0	0	0	0	
5	4	0	15	42	618	106	[584,80,662,137]	1340.91	904.31					57	151.829	47	340.183	8479.6	1777.6	3724.57	1718.85	144	0.0235327	4	0.00421053	51.5645	0.423302	
5	4	0	15	43	309	141	[280,118,333,172]	1155.15	883.16					58	182.624	48	472.317	6271.7	1744.76	3270.38	1655.51	71	0.00702578	4	0.0030326	25.4242	0.150323	
5	4	0	15	44	510	164	[492,138,528,194]	1274.77	867.97					59	165.794	49	359.161	5534.38	1695.96	2946.92	1640.21	41	0.00523571	2	0.00199402	14.6816	0.114155	
5	4	0	15	45	792	172	[758,148,824,204]	1442.19	863.41					60	208.407	50	625.578	9047.56	1940.82	4405.98	1722.6	8	0.000603352	1	0.00057241	2.8647	0.0127882	
5	4	0	15	46	543	217	[510,198,579,233]	1295.88	839.45					61	156.126	51	324.785	7161.98	1698.96	3804.64	1615.23	0	0	0	0	0	0	
5	4	0	15	47	443	226	[423,201,465,252]	1234.67	833.14					62	256.032	52	270.356	9107.55	1754.58	3782.41	1686.1	0	0	0	0	0	0	
5	4	0	15	48	616	242	[584,227,708,271]	1354.56	819.24					63	271.43	53	698.628	6911.74	1658.52	3690.11	1642.32	218	0.0169541	10	0.00512558	78.063	0.31204	
5	4	0	15	49	595	266	[578,248,615,284]	1325.13	809.52					64	164.004	54	170.449	7142.45	1741.39	3565.58	1712.09	0	0	0	0	0	0	
5	4	0	15	50	71	280	[37,248,97,341]	1008.77	793.49					65	221.298	55	1067.1	3073.16	1631.16	2465.8	1572.97	0	0	0	0	0	0	
5	4	0	15	51	739	299	[701,275,777,321]	1413.34	791.65					66	310.462	56	514.929	6528.41	1648.47	3390.62	1647.05	83	0.00707997	4	0.00278164	29.7212	0.161187	
5	4	0	15	52	572	298	[541,268,599,328]	1310.99	790.72					67	398.551	57	339.467	9089.84	1731.6	3489.12	1750.93	61	0.0074169	4	0.00421941	21.8433	0.179694	
5	4	0	15	53	1040	300	[1003,281,1066,321]	1587.78	788					68	187.28	58	473.033	8030.25	1940.71	3853.3	1803.4	154	0.0403449	5	0.00378501	55.1454	0.325559	
5	4	0	15	54	459	304	[438,283,485,338]	1246.78	784.85					69	187.996	59	423.259	4473.61	1658.88	3086.08	1710.73	198	0.0320883	10	0.00846024	70.9013	0.467799	
5	4	0	15	55	905	338	[857,324,929,353]	1505.99	765.25					71	240.635	60	243.141	7295.89	1723.32	3569.6	1671.29	22	0.00557583	1	0.00147275	7.87792	0.0904824	
5	4	0	15	56	527	350	[496,324,578,375]	1287.28	758.37					72	192.651	61	571.507	4520.77	1662.02	2805.55	1624.26	118	0.0117605	5	0.00313283	42.2543	0.206472	
5	4	0	15	57	760	347	[732,325,782,370]	1421.29	759.53					73	163.288	62	372.769	8534.91	1790	4027.22	1643.32	0	0	0	0	0	0	
5	4	0	15	58	304	356	[279,321,328,407]	1151.18	751.43					74	266.775	63	722.262	4840.69	1653.71	2744.9	1622.23	55	0.00315711	4	0.00198314	19.6948	0.0761497	
5	4	0	15	59	671	352	[651,311,695,393]	1371.26	756.17					75	343.764	64	421.469	8769.41	1752.63	3502.84	1730.93	48	0.00632272	2	0.00169924	17.1882	0.113887	
5	4	0	15	60	892	373	[852,347,955,396]	1506.76	748.2					76	250.661	65	712.952	6461.17	1729	3492.52	1730.79	279	0.0323476	7	0.00351582	99.9063	0.391331	
5	4	0	15	61	401	381	[386,362,421,400]	1209.88	739.96					77	139.296	66	207.332	10285.4	1970.99	4149.37	1742.31	21	0.00513742	1	0.00172712	7.51983	0.101287	
5	4	0	15	62	106	396	[79,376,130,418]	1031.66	731.2					78	288.26	67	272.862	8762.74	1804.41	3167.81	1769.45	14	0.00189699	1	0.00131234	5.01322	0.0513079	
5	4	0	15	63	251	416	[211,391,302,453]	1121.24	715.74					79	221.656	68	708.296	7542.99	1763.59	3873.29	1716.03	158	0.0448111	5	0.00252781	56.5778	0.22307	
5	4	0	15	64	352	457	[330,430,377,484]	1178.91	695.35					80	165.436	69	389.599	9299.88	1857.97	4147.25	1656.25	0	0	0	0	0	0	
5	4	0	15	65	547	486	[523,465,584,514]	1299.58	675.6					81	372.411	70	225.237	6755.08	1743.34	3556.76	1778.18	115	0.028364	5	0.00794913	41.18	0.510574	
5	4	0	15	66	972	489	[950,472,993,528]	1552.02	673.25					82	150.397	71	320.846	6038.32	1755.7	3365.73	1720.86	90	0.0254762	5	0.00558036	32.2278	0.280508	
5	4	0	15	67	457	506	[426,484,491,534]	1241.97	664.78					83	351.642	72	412.516	10078.5	1921.34	4259.95	1767.2	5	0.000520773	1	0.000868056	1.79044	0.0121207	
5	4	0	15	68	776	542	[753,527,801,561]	1433.61	643.97					84	122.824	73	156.842	7655.34	1895.26	3734.09	1766.66	46	0.0142087	2	0.00456621	16.472	0.293288	
5	4	0	15	69	1010	555	[964,525,1058,591]	1571.1	632.79					85	326.217	74	572.939	7059.11	1740.16	3619.11	1709.89	57	0.00363286	3	0.001875	20.411	0.099487	
5	4	0	15	70	356	577	[337,559,380,602]	1183.43	623					86	166.869	75	279.666	13876.6	2090.22	4713.75	1877	87	0.0161071	3	0.00384123	31.1536	0.311085	
