Database Name	operetta
Database Link	http://10.45.1.197/ODA/OdaService.asmx
Evaluation Signature	ec26b9de-4fa4-4782-9f21-bfde738eb120
Plate Name	CD_4percent_formaldehide_070524
Measurement	Measurement 1
Evaluation	Evaluation1
Population	Population - full nuclei

[Data]
Row	Column	Timepoint	Field	Object No	X	Y	Bounding Box	Position X [µm]	Position Y [µm]	Compound	Concentration	Cell Type	Cell Count	full nuclei - Object No in nuclei	full nuclei - Total Spot Area	full nuclei - Relative Spot Intensity	full nuclei - Number of Spots	full nuclei - Number of Spots per Area of Nucleus	full nuclei - Total Spot Area (2)	full nuclei - Relative Spot Intensity (2)	full nuclei - Number of Spots (2)	full nuclei - Number of Spots per Area of Nucleus (2)	full nuclei - areainum2n Area [µm²]	full nuclei - areainum2n Roundness	full nuclei - areaum2Spot Area [µm²]- Sum per Cell 	full nuclei - areaum2RPA Area [µm²]- Sum per Cell 	full nuclei - %areacoveredbyRPAspots	full nuclei - %areacoveredbyspots	
2	3	0	23	27	195	170	[156,134,234,217]	550.21	68.64					37	259	0.00230953	18	0.00379267	0	0	0	0	167.828	0.930437	9.15874	0	0	5.45723	
2	3	0	23	28	571	182	[522,134,652,232]	623.5	67.55					38	692	0.0707686	45	0.00485542	0	0	0	0	327.734	0.927784	24.4705	0	0	7.46655	
2	3	0	23	29	344	220	[296,159,392,280]	578.55	60.99					39	110	0.0130058	8	0.000954085	0	0	0	0	296.51	0.933761	3.88981	0	0	1.31187	
2	3	0	23	30	37	212	[3,178,72,258]	520.61	60.78					40	84	0.00720084	13	0.00296465	0	0	0	0	155.062	0.978078	2.9704	0	0	1.91562	
2	3	0	23	31	869	247	[827,206,927,290]	678.43	54.89					41	118	0.00596962	10	0.00151699	0	0	0	0	233.106	0.995731	4.17271	0	0	1.79005	
2	3	0	23	32	504	272	[460,230,557,315]	609.09	50.23					42	193	0.0153791	3	0.000477555	0	0	0	0	222.144	0.99031	6.82485	0	0	3.07227	
2	3	0	23	33	184	326	[137,276,232,375]	548.31	40.23					43	988	0.0435832	69	0.00936355	0	0	0	0	260.582	0.995911	34.9376	0	0	13.4075	
2	3	0	23	34	954	348	[899,300,1002,393]	692.46	36.1					44	990	0.0183957	57	0.00821207	0	0	0	0	245.447	0.966904	35.0083	0	0	14.2631	
2	3	0	23	35	629	361	[570,313,674,406]	632.38	33.68					45	233	0.0301933	17	0.00262995	0	0	0	0	228.58	0.874849	8.23933	0	0	3.60458	
2	3	0	23	36	371	365	[325,321,420,411]	583.98	32.58					46	56	0.00340224	3	0.000440335	0	0	0	0	240.921	0.988931	1.98027	0	0	0.821958	
2	3	0	23	37	698	401	[659,367,737,436]	644.8	25.84					47	124	0.0256212	7	0.00172202	0	0	0	0	143.746	0.972341	4.38488	0	0	3.05043	
2	3	0	23	38	764	429	[724,391,805,470]	657.09	20.55					48	5	0.000208517	1	0.000207987	0	0	0	0	170.02	0.960246	0.17681	0	0	0.103993	
2	3	0	23	39	921	483	[879,441,987,535]	688.99	9.41					50	951	0.0168607	54	0.00741962	0	0	0	0	257.364	0.904134	33.6292	0	0	13.0668	
2	3	0	23	40	546	479	[469,396,594,543]	615	12.75					51	1139	0.0260606	61	0.0052159	0	0	0	0	413.558	0.802127	40.2772	0	0	9.7392	
2	3	0	23	41	140	532	[102,495,186,569]	540.53	1.59					52	1540	0.0602743	38	0.00785936	0	0	0	0	170.975	0.992247	54.4574	0	0	31.8511	
2	3	0	23	42	369	572	[294,527,414,661]	580.49	-10.14					53	394	0.00449527	39	0.00406589	0	0	0	0	339.192	0.865897	13.9326	0	0	4.10759	
2	3	0	23	43	560	584	[500,536,624,637]	619.05	-8.07					54	1747	0.015658	30	0.00340406	0	0	0	0	311.645	0.914217	61.7773	0	0	19.823	
2	3	0	23	44	745	582	[707,544,787,621]	653.98	-8.2					55	1111	0.0601907	51	0.010326	0	0	0	0	174.653	0.989379	39.2871	0	0	22.4944	
2	3	0	23	45	989	590	[949,547,1030,644]	699.2	-10.04					56	318	0.00677354	17	0.00308922	0	0	0	0	194.597	0.880066	11.2451	0	0	5.77867	
2	3	0	23	46	112	600	[79,567,147,641]	534.89	-12.07					57	436	0.0130724	13	0.00325244	0	0	0	0	141.342	0.98422	15.4178	0	0	10.9082	
2	3	0	23	47	875	617	[829,570,923,690]	678.59	-16.46					58	128	0.00676688	5	0.000588443	0	0	0	0	300.47	0.94416	4.52633	0	0	1.50641	
2	3	0	23	48	205	610	[172,577,245,644]	552.81	-13.15					59	626	0.0232723	21	0.00545455	0	0	0	0	136.143	0.99065	22.1366	0	0	16.2597	
2	3	0	23	49	696	645	[654,608,745,688]	644.67	-20.27					60	83	0.00415653	5	0.000991473	0	0	0	0	178.33	0.740563	2.93504	0	0	1.64585	
2	3	0	23	50	544	672	[504,633,583,713]	615.9	-24.93					62	311	0.0281426	26	0.00538302	0	0	0	0	170.798	0.853055	10.9976	0	0	6.43892	
2	3	0	23	51	334	701	[293,657,380,743]	576.81	-30.37					63	114	0.00770485	8	0.00140056	81	0.000469027	1	0.00017507	201.987	1.00892	4.03126	2.86432	0.0141807	1.9958	
2	3	0	23	52	584	744	[547,708,620,786]	623.13	-39					64	314	0.0252792	32	0.00701908	0	0	0	0	161.215	0.989528	11.1036	0	0	6.88748	
2	3	0	23	53	258	762	[192,707,316,852]	562.01	-43.88					65	1630	0.00654304	20	0.00173461	0	0	0	0	407.723	0.813133	57.64	0	0	14.137	
2	3	0	23	54	427	759	[390,721,472,798]	594.54	-41.34					66	1204	0.0616179	51	0.0100651	0	0	0	0	179.179	0.979568	42.5758	0	0	23.7616	
2	3	0	23	55	974	776	[928,730,1018,839]	696.37	-46.08					67	847	0.0326447	58	0.00746845	0	0	0	0	274.621	0.890904	29.9516	0	0	10.9065	
2	3	0	23	56	64	772	[25,732,105,811]	525.69	-43.53					68	809	0.047501	41	0.00865161	43	0.000350584	1	0.000211015	167.58	0.971365	28.6078	1.52056	0.00907364	17.0711	
2	3	0	23	57	690	780	[648,737,732,828]	643.36	-45.72					69	1420	0.0644126	59	0.00993601	0	0	0	0	209.979	1.01229	50.214	0	0	23.9138	
2	3	0	23	58	135	857	[75,788,182,903]	537.33	-58.31					71	127	0.00797889	5	0.000611172	0	0	0	0	289.296	0.838529	4.49097	0	0	1.55238	
2	3	0	23	59	417	875	[368,834,459,917]	591.25	-63.39					72	1238	0.0404747	69	0.0124101	0	0	0	0	196.612	0.953615	43.7781	0	0	22.2662	
2	3	0	23	60	299	877	[256,833,341,924]	569.65	-64					73	1101	0.0231308	61	0.010187	0	0	0	0	211.747	0.959748	38.9335	0	0	18.3868	
2	3	0	23	61	633	900	[583,853,682,948]	632.59	-68.07					74	2006	0.0542867	72	0.00985761	0	0	0	0	258.284	0.999044	70.9361	0	0	27.4644	
2	3	0	23	62	868	917	[790,866,919,972]	674.62	-71.91					75	201	0.00774829	19	0.00182114	0	0	0	0	368.931	0.883045	7.10775	0	0	1.92658	
2	3	0	23	63	127	936	[89,900,171,971]	537.85	-74.15					76	1549	0.0510331	33	0.00672372	0	0	0	0	173.556	0.900671	54.7756	0	0	31.5607	
2	3	0	23	64	421	968	[386,935,464,1001]	593.25	-80.59					77	315	0.00965341	23	0.00572709	0	0	0	0	142.014	0.955403	11.139	0	0	7.84363	
2	3	0	23	65	1027	971	[987,935,1065,1009]	706.45	-81.44					78	787	0.0553694	54	0.0123147	95	0.000992589	2	0.0004561	155.062	0.993526	27.8298	3.35938	0.0216648	17.9475	
2	3	0	23	66	781	991	[719,954,825,1028]	658.69	-85.09					79	429	0.0186449	15	0.00238588	0	0	0	0	222.321	0.937295	15.1703	0	0	6.8236	
2	3	0	23	67	328	1010	[287,978,371,1043]	575.55	-88.63					80	755	0.0334326	39	0.00878774	0	0	0	0	156.936	0.974615	26.6983	0	0	17.0122	
2	3	0	23	68	53	1028	[10,986,97,1069]	523.61	-91.81					81	1651	0.0656859	61	0.0106755	0	0	0	0	202.058	0.942916	58.3826	0	0	28.8939	
2	3	0	24	1	950	38	[918,15,971,69]	486.9	93.52					4	0	0	0	0	0	0	0	0	62.9796	0.813536	0	0	0	0	
2	3	0	24	2	922	91	[890,56,959,126]	482.11	84.29					5	40	0.00135059	4	0.00110773	0	0	0	0	127.692	0.894458	1.41448	0	0	1.10773	
2	3	0	24	3	839	144	[802,111,872,191]	466	73.18					6	1220	0.0725761	31	0.0078125	0	0	0	0	140.316	0.938877	43.1416	0	0	30.746	
2	3	0	24	4	668	149	[634,119,704,182]	434.71	73.01					7	69	0.00268157	11	0.00337216	0	0	0	0	115.351	0.906649	2.43997	0	0	2.11527	
2	3	0	24	5	1049	234	[1022,202,1077,277]	505.89	56.35					8	138	0.0544047	6	0.00182371	0	0	0	0	116.341	0.971493	4.87995	0	0	4.19453	
2	3	0	24	6	293	371	[269,335,327,419]	364.41	30.72					9	0	0	0	0	0	0	0	0	123.625	0.788105	0	0	0	0	
2	3	0	24	7	646	417	[613,387,677,451]	430.18	22.8					11	0	0	0	0	0	0	0	0	108.879	0.862269	0	0	0	0	
2	3	0	24	8	275	481	[237,438,341,517]	363.09	11.9					13	0	0	0	0	0	0	0	0	217.547	0.830915	0	0	0	0	
2	3	0	24	9	744	484	[724,462,785,511]	450.49	10.12					14	0	0	0	0	0	0	0	0	79.7058	0.810738	0	0	0	0	
2	3	0	24	10	53	519	[23,489,95,577]	319.93	1.72					15	246	0.0310934	14	0.00341463	0	0	0	0	144.984	0.931815	8.69904	0	0	6	
2	3	0	24	11	596	528	[558,495,634,561]	420.56	2.14					16	89	0.00124602	6	0.00155039	0	0	0	0	136.851	0.911099	3.14721	0	0	2.29974	
2	3	0	24	12	967	555	[948,536,994,574]	490.97	-3.02					17	0	0	0	0	0	0	0	0	48.163	0.913743	0	0	0	0	
2	3	0	24	13	225	570	[204,524,262,606]	351.71	-5.28					18	0	0	0	0	0	0	0	0	92.0471	0.562156	0	0	0	0	
2	3	0	24	14	169	633	[129,600,206,670]	340.63	-17.63					19	0	0	0	0	0	0	0	0	135.366	0.780544	0	0	0	0	
2	3	0	24	15	699	642	[667,611,729,677]	439.95	-19.7					20	577	0.0291803	26	0.00820189	0	0	0	0	112.097	0.974514	20.4038	0	0	18.2019	
2	3	0	24	16	636	656	[597,624,676,688]	428.35	-21.98					22	203	0.00893432	15	0.00438212	0	0	0	0	121.044	0.840249	7.17847	0	0	5.93047	
2	3	0	24	17	433	668	[379,635,468,702]	388.27	-24.21					23	201	0.00935427	14	0.00293871	0	0	0	0	168.464	0.946016	7.10775	0	0	4.21914	
2	3	0	24	18	814	852	[780,825,850,879]	461.64	-58.76					26	143	0.0124006	15	0.00484183	0	0	0	0	109.551	0.906018	5.05676	0	0	4.61588	
2	3	0	24	19	760	850	[737,826,785,875]	451.83	-58.41					27	0	0	0	0	0	0	0	0	63.015	0.796591	0	0	0	0	
2	3	0	24	20	876	889	[848,828,934,918]	475.85	-62.81					28	0	0	0	0	0	0	0	0	156.795	0.780491	0	0	0	0	
2	3	0	24	21	1003	901	[953,858,1041,944]	495.94	-67.63					29	160	0.0248452	10	0.00199084	0	0	0	0	177.623	0.904321	5.65791	0	0	3.18535	
2	3	0	24	22	222	925	[186,891,255,965]	350.05	-72.85					31	120	0.00328098	2	0.000552181	0	0	0	0	128.081	0.854659	4.24343	0	0	3.31309	
2	3	0	24	23	822	927	[792,899,855,955]	463.09	-72.82					32	0	0	0	0	0	0	0	0	93.3555	0.899893	0	0	0	0	
2	3	0	24	24	711	951	[678,921,738,989]	441.73	-78.23					33	0	0	0	0	17	0.00025292	1	0.00034188	103.434	0.897616	0	0.601153	0.00581197	0	
2	3	0	24	25	258	987	[223,953,309,1025]	358.51	-84.3					34	247	0.090495	12	0.002746	0	0	0	0	154.532	0.875027	8.7344	0	0	5.65217	
2	3	0	24	26	638	990	[606,960,680,1023]	429.44	-84.89					35	0	0	0	0	0	0	0	0	128.364	0.937033	0	0	0	0	
2	3	0	24	27	533	50	[496,12,571,90]	408.85	91.77					43	1374	0.0275897	30	0.00636402	0	0	0	0	166.696	0.993047	48.5873	0	0	29.1472	
2	3	0	24	28	619	92	[578,51,666,146]	425.24	83.17					44	111	0.00220203	11	0.00169805	0	0	0	0	229.075	0.882806	3.92518	0	0	1.71349	
2	3	0	24	29	271	114	[236,79,307,150]	359.63	80.03					45	636	0.0361141	41	0.0100787	0	0	0	0	143.852	0.999516	22.4902	0	0	15.6342	
2	3	0	24	30	975	132	[940,98,1009,170]	491.81	76.25					46	1408	0.0683594	21	0.00514454	0	0	0	0	144.347	0.95916	49.7896	0	0	34.4929	
2	3	0	24	31	411	164	[371,124,450,204]	385.91	70.41					47	702	0.0255333	41	0.00854167	0	0	0	0	169.737	1.01345	24.8241	0	0	14.625	
2	3	0	24	32	509	181	[471,144,545,219]	404.21	67.27					48	383	0.00880411	19	0.00445382	0	0	0	0	150.854	0.993887	13.5436	0	0	8.97797	
2	3	0	24	33	601	242	[561,206,640,279]	421.58	55.86					49	714	0.0211561	56	0.0123185	0	0	0	0	160.755	0.993034	25.2484	0	0	15.7061	
2	3	0	24	34	233	253	[194,214,272,295]	352.51	53.58					50	958	0.0334226	54	0.0107784	0	0	0	0	177.163	1.0023	33.8767	0	0	19.1218	
2	3	0	24	35	968	257	[925,216,1009,298]	490.58	53.24					51	36	0.00382274	2	0.000381243	0	0	0	0	185.509	0.998909	1.27303	0	0	0.686237	
2	3	0	24	36	453	250	[412,218,501,284]	394.61	54.3					52	1426	0.069798	37	0.00771637	0	0	0	0	169.561	0.958777	50.4261	0	0	29.7393	
2	3	0	24	37	822	269	[786,232,865,305]	463.86	50.82					53	996	0.0374841	44	0.00970874	0	0	0	0	160.26	0.996446	35.2205	0	0	21.9771	
2	3	0	24	38	46	281	[12,248,81,317]	317.37	48.27					54	113	0.0542883	4	0.00106952	0	0	0	0	132.254	1.00261	3.9959	0	0	3.02139	
2	3	0	24	39	178	310	[141,272,218,352]	342.18	42.5					55	1221	0.0494923	47	0.0097369	0	0	0	0	170.692	0.981506	43.1769	0	0	25.2952	
2	3	0	24	40	683	310	[647,273,719,346]	437.03	43.21					56	64	0.0361928	2	0.000475511	0	0	0	0	148.732	1.00743	2.26316	0	0	1.52164	
2	3	0	24	41	549	333	[514,289,585,369]	412.05	39.48					57	1375	0.0463993	37	0.00827185	0	0	0	0	158.174	0.999464	48.6227	0	0	30.74	
2	3	0	24	42	995	350	[958,313,1038,389]	495.92	35.45					58	25	0.000752403	5	0.00109673	0	0	0	0	161.215	0.927195	0.884048	0	0	0.548366	
2	3	0	24	43	820	356	[770,320,858,393]	461.72	34.47					59	900	0.036218	46	0.00921659	0	0	0	0	176.491	0.985514	31.8257	0	0	18.0325	
2	3	0	24	44	360	372	[316,329,404,419]	376.34	31.36					60	1644	0.0662904	46	0.00769875	0	0	0	0	211.288	0.926143	58.135	0	0	27.5146	
2	3	0	24	45	926	394	[887,352,969,434]	482.72	27.63					61	150	0.0106568	5	0.0010006	0	0	0	0	176.704	0.94001	5.30429	0	0	3.0018	
2	3	0	24	46	209	389	[174,354,246,425]	348.13	28.3					62	699	0.0270429	33	0.00805861	0	0	0	0	144.807	1.01437	24.718	0	0	17.0696	
2	3	0	24	47	753	417	[720,385,786,465]	450.22	21.59					63	75	0.00832882	3	0.00071908	0	0	0	0	147.53	0.986728	2.65215	0	0	1.7977	
2	3	0	24	48	510	420	[473,384,554,461]	405.09	22.5					64	445	0.0250291	32	0.00661157	0	0	0	0	171.152	0.850291	15.7361	0	0	9.19421	
2	3	0	24	49	570	466	[526,427,624,508]	416.71	14.18					65	1244	0.073308	31	0.00522854	0	0	0	0	209.661	0.870037	43.9903	0	0	20.9816	
2	3	0	24	50	836	471	[787,433,881,514]	465.87	12.75					66	172	0.00749552	14	0.00256739	0	0	0	0	192.829	0.914224	6.08225	0	0	3.15423	
2	3	0	24	51	173	494	[128,458,230,533]	342.53	8.4					67	1361	0.049196	49	0.00885595	0	0	0	0	195.658	0.879059	48.1276	0	0	24.5979	
2	3	0	24	52	1036	492	[987,458,1070,526]	502.25	8.89					68	17	0.000630956	3	0.000678887	0	0	0	0	156.264	0.848167	0.601153	0	0	0.384702	
2	3	0	24	53	750	546	[709,503,790,588]	449.57	-1.25					69	920	0.0443994	38	0.00733308	0	0	0	0	183.246	0.968633	32.533	0	0	17.7538	
2	3	0	24	54	301	548	[243,507,342,590]	363.81	-1.94					70	1330	0.0668275	40	0.00627156	0	0	0	0	225.538	0.85813	47.0314	0	0	20.8529	
2	3	0	24	55	888	582	[852,546,928,623]	475.96	-8.48					71	8	0.000323505	1	0.000240211	0	0	0	0	147.212	0.959717	0.282896	0	0	0.192169	
2	3	0	24	56	427	597	[386,555,469,636]	389.01	-10.55					72	626	0.015952	48	0.00948992	0	0	0	0	178.861	0.983331	22.1366	0	0	12.3764	
2	3	0	24	57	604	597	[570,561,638,644]	422.02	-11.51					73	576	0.0319784	27	0.00629224	0	0	0	0	151.738	0.861809	20.3685	0	0	13.4234	
2	3	0	24	58	333	685	[289,645,374,731]	371.21	-27.95					74	862	0.0346791	20	0.00377786	0	0	0	0	187.206	0.957716	30.482	0	0	16.2826	
2	3	0	24	59	892	701	[855,664,930,753]	476.62	-31.61					75	496	0.0303738	36	0.00702302	0	0	0	0	181.265	1.01028	17.5395	0	0	9.67616	
2	3	0	24	60	264	702	[226,664,306,741]	358.18	-30.67					76	519	0.0236645	38	0.00812487	0	0	0	0	165.388	0.91832	18.3528	0	0	11.0969	
2	3	0	24	61	652	721	[606,683,691,760]	430.4	-34.54					77	1327	0.0414354	51	0.0100334	0	0	0	0	179.745	0.971922	46.9253	0	0	26.1066	
2	3	0	24	62	542	751	[503,698,580,795]	410.45	-39.01					79	1124	0.0461763	54	0.00949701	0	0	0	0	201.068	0.978951	39.7468	0	0	19.7679	
2	3	0	24	63	98	685	[28,638,148,776]	324.77	-30.88					80	2696	0.0348343	84	0.00786664	0	0	0	0	377.595	0.782424	95.3358	0	0	25.2482	
2	3	0	24	64	224	774	[187,736,262,823]	350.72	-44.68					81	0	0	0	0	0	0	0	0	178.224	0.922831	0	0	0	0	
2	3	0	24	65	822	774	[791,743,855,813]	463.32	-45.03					82	967	0.0374866	24	0.00683956	0	0	0	0	124.085	0.99571	34.195	0	0	27.5577	
2	3	0	24	66	323	782	[287,746,362,818]	369.56	-45.58					83	1037	0.031805	53	0.01261	0	0	0	0	148.626	1.00159	36.6703	0	0	24.6729	
2	3	0	24	67	713	810	[673,769,755,852]	442.81	-50.95					84	855	0.0222308	51	0.00978511	0	0	0	0	184.306	0.944912	30.2345	0	0	16.4045	
2	3	0	24	68	495	853	[448,814,535,892]	401.13	-58.8					85	308	0.0500333	16	0.00304067	30	0.000252448	1	0.000190042	186.075	0.986352	10.8915	1.06086	0.00570125	5.85329	
2	3	0	24	69	221	855	[181,812,263,897]	350.19	-59.32					86	1069	0.0227077	47	0.00915822	0	0	0	0	181.477	0.954303	37.8019	0	0	20.8301	
2	3	0	24	70	361	884	[322,843,400,928]	376.23	-65.15					87	0	0	0	0	0	0	0	0	179.285	0.970518	0	0	0	0	
2	3	0	24	71	636	914	[596,874,681,954]	428.23	-70.57					88	174	0.0418846	12	0.00248242	23	0.000211997	1	0.000206868	170.94	0.972659	6.15298	0.813325	0.00475796	3.5995	
2	3	0	24	72	146	946	[86,905,193,996]	335.29	-77.39					89	1730	0.110986	36	0.00578035	0	0	0	0	220.234	0.866625	61.1762	0	0	27.7778	
2	3	0	24	73	468	979	[426,934,511,1026]	396.46	-82.68					90	1736	0.0735427	46	0.00784581	0	0	0	0	207.327	0.969501	61.3883	0	0	29.6094	
2	3	0	24	74	963	953	[888,913,1005,1014]	486.4	-80.21					91	929	0.0282735	48	0.00632661	0	0	0	0	268.291	0.848452	32.8512	0	0	12.2446	
2	3	0	24	75	387	1021	[350,985,431,1059]	381.65	-90.89					92	438	0.0338614	23	0.00542965	0	0	0	0	149.793	0.974318	15.4885	0	0	10.3399	
2	3	0	24	76	194	1025	[143,982,240,1065]	345.48	-90.93					93	113	0.0141241	2	0.000374742	0	0	0	0	188.727	0.868501	3.9959	0	0	2.11729	
2	3	0	24	77	524	1023	[491,988,558,1061]	407.24	-91.54					94	218	0.0143576	6	0.0017549	0	0	0	0	120.902	0.915707	7.7089	0	0	6.37613	
2	3	0	25	1	763	82	[732,50,801,113]	247.46	86.06					4	118	0.0328124	5	0.00147536	75	0.00134944	1	0.000295072	119.842	0.931949	4.17271	2.65215	0.0221304	3.48185	
2	3	0	25	2	258	86	[206,60,286,122]	150.12	84.26					5	42	0.00293736	5	0.00147973	0	0	0	0	119.488	0.941107	1.4852	0	0	1.24297	
2	3	0	25	3	851	121	[814,91,882,153]	263.09	78.45					6	143	0.00906562	10	0.00301296	0	0	0	0	117.366	0.988148	5.05676	0	0	4.30853	
2	3	0	25	4	557	101	[465,6,642,201]	206.21	81.97					7	55	0.000976435	5	0.000299258	0	0	0	0	590.827	0.623728	1.94491	0	0	0.329184	
2	3	0	25	5	341	176	[308,144,373,210]	167.72	68.16					8	121	0.00985464	7	0.00206734	0	0	0	0	119.736	0.987464	4.27879	0	0	3.57354	
2	3	0	25	6	797	177	[767,145,827,213]	253.74	67.79					9	10	0.000658401	1	0.000304785	0	0	0	0	116.023	0.981721	0.353619	0	0	0.304785	
2	3	0	25	7	255	366	[224,335,287,400]	151.78	32.48					11	89	0.0280683	4	0.00121803	0	0	0	0	116.129	1.00033	3.14721	0	0	2.71011	
2	3	0	25	8	486	305	[441,259,590,383]	199.58	40.78					12	30	0.000210897	3	0.000311494	0	0	0	0	340.571	0.662093	1.06086	0	0	0.311494	
2	3	0	25	9	662	377	[586,340,697,415]	226.02	31.08					13	14	0.000289389	1	0.0001998	0	0	0	0	176.987	0.654112	0.495067	0	0	0.27972	
2	3	0	25	10	711	465	[688,442,737,488]	237.35	13.91					14	0	0	0	0	0	0	0	0	62.3431	0.912052	0	0	0	0	
2	3	0	25	11	219	500	[188,470,249,536]	144.67	6.96					15	46	0.0107216	3	0.0009375	0	0	0	0	113.158	0.991844	1.62665	0	0	1.4375	
2	3	0	25	12	299	516	[269,472,329,555]	159.95	4.82					16	3	0.000147346	1	0.000246184	0	0	0	0	143.64	0.966738	0.106086	0	0	0.0738552	
2	3	0	25	13	958	499	[926,471,990,548]	284.14	5.53					17	73	0.00749713	3	0.000820345	0	0	0	0	129.319	0.846297	2.58142	0	0	1.99617	
2	3	0	25	14	644	515	[618,490,668,538]	224.95	4.33					18	0	0	0	0	0	0	0	0	54.3513	0.855592	0	0	0	0	
2	3	0	25	15	448	522	[391,483,481,552]	186.29	4.48					19	52	0.00269912	6	0.00158604	0	0	0	0	133.774	0.829109	1.83882	0	0	1.37457	
2	3	0	25	16	175	602	[138,567,208,633]	136.74	-11.75					20	1536	0.0746648	6	0.00199269	0	0	0	0	106.475	0.886136	54.3159	0	0	51.013	
2	3	0	25	17	630	600	[590,571,659,643]	221.69	-12.06					21	39	0.000716321	3	0.000911577	0	0	0	0	116.376	0.812779	1.37912	0	0	1.18505	
2	3	0	25	18	509	631	[479,600,542,673]	199.44	-18.21					22	1271	0.0443481	10	0.00274876	0	0	0	0	128.647	0.948687	44.945	0	0	34.9368	
2	3	0	25	19	230	691	[199,658,260,736]	146.68	-29.59					23	852	0.0370743	39	0.0100645	0	0	0	0	137.028	0.972432	30.1284	0	0	21.9871	
2	3	0	25	20	472	695	[441,656,517,727]	193.01	-29.44					24	0	0	0	0	0	0	0	0	121.256	0.571879	0	0	0	0	
2	3	0	25	21	875	714	[838,682,913,752]	268.32	-33.36					25	58	0.000760711	2	0.000489956	0	0	0	0	144.347	0.944115	2.05099	0	0	1.42087	
2	3	0	25	22	320	741	[283,708,353,781]	163.43	-38.68					26	584	0.0375689	31	0.00793854	0	0	0	0	138.088	0.93532	20.6514	0	0	14.9552	
2	3	0	25	23	422	727	[390,674,481,761]	183.79	-34.95					27	0	0	0	0	0	0	0	0	143.782	0.646864	0	0	0	0	
2	3	0	25	24	998	729	[962,648,1037,773]	291.24	-32.69					28	206	0.0274835	17	0.00235327	0	0	0	0	255.455	0.861194	7.28456	0	0	2.85161	
2	3	0	25	25	364	784	[331,748,398,830]	172.3	-46.95					30	120	0.047718	4	0.000958084	0	0	0	0	147.636	0.927073	4.24343	0	0	2.87425	
2	3	0	25	26	1003	801	[971,770,1051,831]	293.6	-49.28					31	269	0.108373	16	0.00407125	0	0	0	0	138.972	0.959069	9.51236	0	0	6.84478	
2	3	0	25	27	835	823	[800,786,876,864]	260.83	-53.53					32	721	0.0191089	37	0.0080156	0	0	0	0	163.231	0.853872	25.496	0	0	15.6196	
2	3	0	25	28	638	882	[604,838,672,921]	223.35	-63.89					33	523	0.0112999	31	0.00729927	0	0	0	0	150.182	0.991387	18.4943	0	0	12.3146	
2	3	0	25	29	453	866	[428,844,485,893]	189.01	-61.15					34	0	0	0	0	0	0	0	0	64.3587	0.848185	0	0	0	0	
2	3	0	25	30	772	835	[740,793,874,913]	254.22	-59.55					35	27	0.000450851	3	0.000428571	0	0	0	0	247.534	0.643819	0.954772	0	0	0.385714	
2	3	0	25	31	911	889	[869,859,941,919]	273.94	-65.82					36	24	0.000607589	3	0.000906344	0	0	0	0	117.048	0.86948	0.848687	0	0	0.725076	
2	3	0	25	32	725	881	[679,845,778,921]	240.64	-64.48					37	126	0.0132182	5	0.000964506	0	0	0	0	183.316	0.82573	4.4556	0	0	2.43056	
2	3	0	25	33	677	939	[648,909,731,969]	232.82	-75.26					39	0	0	0	0	0	0	0	0	124.792	0.777046	0	0	0	0	
2	3	0	25	34	932	959	[906,931,957,989]	279.1	-79.19					40	34	0.0022043	4	0.00176211	0	0	0	0	80.2716	0.868665	1.20231	0	0	1.4978	
2	3	0	25	35	272	977	[229,929,386,1028]	159.76	-81.16					41	1482	0.0258427	74	0.00741334	0	0	0	0	352.983	0.667574	52.4064	0	0	14.8467	
2	3	0	25	36	870	1006	[820,956,923,1044]	267.26	-86.21					42	92	0.00244216	13	0.00236536	0	0	0	0	194.349	0.787744	3.2533	0	0	1.67394	
2	3	0	25	37	980	1013	[953,986,1006,1047]	287.67	-89.56					44	0	0	0	0	0	0	0	0	90.279	0.888312	0	0	0	0	
2	3	0	25	38	708	1016	[673,989,735,1048]	235.87	-90.04					45	49	0.00295691	1	0.000393856	0	0	0	0	89.784	0.964555	1.73274	0	0	1.92989	
2	3	0	25	39	88	67	[51,22,167,103]	123.41	90.04					53	602	0.0348146	22	0.00325299	0	0	0	0	239.153	0.797104	21.2879	0	0	8.90138	
2	3	0	25	40	185	63	[149,28,222,96]	138.65	89.6					54	215	0.0354478	18	0.00486881	0	0	0	0	130.733	0.916356	7.60282	0	0	5.81553	
2	3	0	25	41	710	148	[679,117,742,179]	237.36	73.55					55	66	0.00146022	4	0.00131536	0	0	0	0	107.536	0.923354	2.33389	0	0	2.17034	
2	3	0	25	42	922	160	[888,125,956,200]	277.02	70.79					56	10	0.000722254	2	0.000490798	0	0	0	0	144.1	1.006	0.353619	0	0	0.245399	
2	3	0	25	43	417	170	[372,132,497,232]	184.22	66.96					57	95	0.00251338	9	0.00127986	0	0	0	0	248.665	0.750787	3.35938	0	0	1.35097	
2	3	0	25	44	224	197	[183,153,266,281]	145.88	61.68					58	1203	0.0658451	46	0.00571926	0	0	0	0	284.416	0.824879	42.5404	0	0	14.9571	
2	3	0	25	45	577	289	[528,229,624,337]	212.39	47.96					59	1088	0.0330537	46	0.00596628	0	0	0	0	272.641	0.941167	38.4738	0	0	14.1115	
2	3	0	25	46	189	297	[122,253,241,339]	137.7	45.6					60	1504	0.0504905	63	0.00812903	0	0	0	0	274.055	0.90947	53.1844	0	0	19.4065	
