Database Name	operetta																																	
Database Link	http://10.45.1.197/ODA/OdaService.asmx																																	
Evaluation Signature	18279537-4f40-4f47-8786-1e3a8a0a1055																																	
Plate Name	230421_1																																	
Measurement	Measurement 2																																	
Evaluation	Evaluation1																																	
Population	Population - Nuclei Cytoplasm A Selected																																	
																																		
[Data]																																		
Row	Column	Timepoint	Field	Object.No	X	Y	Bounding.Box	Position.X..µm.	Position.Y..µm.	Nuclei.Cytoplasm.A.Selected...Object.No.in.Nuclei.A	Nuclei.Cytoplasm.A.Selected...Nucleus.Area..µm..	Nuclei.Cytoplasm.A.Selected...Nucleus.Roundness	Nuclei.Cytoplasm.A.Selected...Nucleus.Ratio.Width.to.Length	Nuclei.Cytoplasm.A.Selected...Object.No.in.Nuclei.A.Selected	Nuclei.Cytoplasm.A.Selected...Object.No.in.Nuclei.A.Selected.Selected	Nuclei.Cytoplasm.A.Selected...Nucleus.Area..µm....2.	Nuclei.Cytoplasm.A.Selected...Nucleus.Roundness..2.	Nuclei.Cytoplasm.A.Selected...Cytoplasm.Area..µm..	Nuclei.Cytoplasm.A.Selected...Cytoplasm.Roundness	Nuclei.Cytoplasm.A.Selected...Cell.Area..µm..	Nuclei.Cytoplasm.A.Selected...Cell.Roundness	Nuclei.Cytoplasm.A.Selected...Nuc.Area...Cell.Area...Cell.Roundness	Nuclei.Cytoplasm.A.Selected...Intensity.Nucleus.Alexa.488.Mean	Nuclei.Cytoplasm.A.Selected...Intensity.Nucleus.Turquoise2.alternative.Mean	Nuclei.Cytoplasm.A.Selected...Intensity.Nucleus.Alexa.546.Mean	Nuclei.Cytoplasm.A.Selected...Intensity.Nucleus.Alexa.647.Mean	Nuclei.Cytoplasm.A.Selected...Intensity.Cytoplasm.Alexa.488.Mean	Nuclei.Cytoplasm.A.Selected...Intensity.Cytoplasm.Turquoise2.alternative.Mean	Nuclei.Cytoplasm.A.Selected...Intensity.Cytoplasm.Alexa.546.Mean	Nuclei.Cytoplasm.A.Selected...Intensity.Cytoplasm.Alexa.647.Mean	Nuclei.Cytoplasm.A.Selected...Intensity.Ring.Region.Alexa.488.Mean	Nuclei.Cytoplasm.A.Selected...Intensity.Ring.Region.Turquoise2.alternative.Mean	Nuclei.Cytoplasm.A.Selected...Intensity.Ring.Region.Alexa.546.Mean	Nuclei.Cytoplasm.A.Selected...Intensity.Ring.Region.Alexa.647.Mean
7	7	0	14	68	663	859	"[615,791,711,898]"	-1218.36	-2122.08	80	206.46	0.887164	0.464379	76	76	206.46	0.887164	1647.38	0.34006	1853.84	0.462878	0.0515503	1560.15	1648.74	2312.01	1690.44	684.142	989.715	1103.71	1354.71	707.494	1012.09	1124.2	1406.71
7	7	0	14	69	523	866	"[484,833,594,922]"	-1297.74	-2136.06	81	216.138	0.951134	0.606339	77	77	216.138	0.951134	1324.79	0.306802	1540.93	0.430504	0.0603847	1476.11	1553.09	2185.27	1600.98	689.718	996.513	1129.34	1359.18	724.916	1027.06	1148.53	1420.29
7	7	0	14	70	956	869	"[896,830,995,909]"	-1046.03	-2137.51	82	303.597	0.943508	0.597545	78	78	303.597	0.943508	1185.71	0.275515	1489.31	0.428698	0.0873904	2668.39	1661.39	1142.12	1529.88	764.485	1024.24	1099.19	1358.4	797.748	1043.5	1101.45	1385.15
7	7	0	14	71	768	854	"[705,818,812,893]"	-1158.47	-2127.61	83	308.974	0.942079	0.568695	79	79	308.974	0.942079	1414.04	0.3129	1723.01	0.472113	0.0846601	1976.78	2409.5	2290.6	1500.81	745.746	1067.07	1109.07	1362.44	790.101	1118.6	1127.77	1404.69
7	7	0	14	72	833	896	"[784,849,903,944]"	-1109.3	-2154.04	84	286.034	0.830743	0.340943	80	80	286.034	0.830743	1865.31	0.33686	2151.35	0.472626	0.0628383	1667.85	1994.56	4604.5	1448.15	733.361	1046.75	1116.81	1338.34	750.988	1079.2	1169.61	1350.81
7	7	0	14	73	454	904	"[373,837,503,972]"	-1348.72	-2151.74	85	216.497	0.952067	0.682191	81	81	216.497	0.952067	2791.88	0.371791	3008.37	0.464897	0.0334562	871.025	1188.26	1848.54	1514.07	705.521	1011.85	1223.26	1385.59	676.357	985.975	1153.51	1367.31
7	7	0	14	74	737	915	"[679,882,790,954]"	-1176.76	-2161.64	86	339.083	0.826915	0.420751	82	82	339.083	0.826915	1555.26	0.321871	1894.35	0.504057	0.0902249	2053.93	2503.74	2217.1	1518.74	744.735	1061.97	1107.45	1363.57	785.479	1105.83	1124.07	1406.72
7	7	0	14	75	401	972	"[341,856,438,1027]"	-1382.52	-2179.41	88	578.878	0.873668	0.484139	84	84	578.878	0.873668	2397.95	0.29106	2976.83	0.45286	0.0880636	3700.21	1685.58	1264.51	1504.02	802.581	1027.61	1185.72	1358.47	898.134	1053.87	1201.42	1394.88
7	7	0	14	76	334	951	"[300,904,366,996]"	-1414.69	-2183.03	89	348.761	0.934166	0.557755	85	85	348.761	0.934166	1173.53	0.350419	1522.29	0.592568	0.135759	1919.02	2392.79	2905.94	1404.92	863.172	1113.19	1277.93	1346.27	820.971	1138.35	1287.86	1346.79
7	7	0	14	77	985	926	"[902,895,1032,968]"	-1030.6	-2172.96	90	265.244	0.743231	0.312113	86	86	265.244	0.743231	1257.76	0.300477	1523	0.472575	0.082303	3754.35	1921.68	1197.56	1550.36	811.177	1050.36	1121.73	1369.11	882.314	1086.42	1131.34	1417.1
7	7	0	14	78	483	949	"[456,908,515,985]"	-1324.04	-2181.71	91	165.24	0.886154	0.456253	87	87	165.24	0.886154	574.935	0.268225	740.175	0.445233	0.0993958	902.048	1235.44	1961.74	1941.52	675.713	985.918	1167.78	1375.55	678.621	988.446	1175.08	1387.93
7	7	0	14	79	222	975	"[168,911,308,1011]"	-1469.75	-2192.87	92	278.865	0.942225	0.615385	88	88	278.865	0.942225	2131.27	0.342312	2410.14	0.463416	0.0536195	2316.88	2283.15	4887.13	1615.11	1170.89	1072.59	1288.51	1431.21	836.123	1117.07	1347.23	1412.32
7	7	0	14	80	924	984	"[883,958,1008,1028]"	-1049.97	-2206.1	93	269.546	0.758696	0.30906	89	89	269.546	0.758696	1363.5	0.332394	1633.05	0.498529	0.0822857	2319.16	2372.23	4683.45	1545.44	753.717	1078.47	1155.41	1365.22	796.666	1119.12	1199.01	1392.52
7	7	0	14	81	553	936	"[485,888,587,1033]"	-1290.17	-2192.02	94	349.119	0.955588	0.657097	90	90	349.119	0.955588	2268.2	0.340517	2617.32	0.470806	0.0627999	4002.91	1754.01	1192.1	1573.09	751.222	998.886	1103.37	1350.48	885.218	1043.23	1110.35	1411.56
7	7	0	14	82	752	998	"[635,913,829,1026]"	-1172.29	-2198.85	95	317.218	0.855083	0.477421	91	91	317.218	0.855083	1709.39	0.230177	2026.61	0.329254	0.051537	2402.04	2681.12	10826.4	1560.63	880.236	1149.42	1212.46	1416.14	881.748	1177.86	1360.96	1436.72
7	7	0	14	83	846	979	"[790,925,880,1075]"	-1116.31	-2213.29	96	392.132	0.901102	0.474546	92	92	392.132	0.901102	1709.03	0.225858	2101.17	0.337516	0.0629892	6094.2	2637.72	1407.16	1506.78	843.718	1061.13	1097.83	1349.4	1015.47	1127.29	1105.26	1369.72
7	7	0	14	84	141	1047	"[99,1027,202,1072]"	-1526.73	-2241.63	98	247.681	0.949018	0.634745	94	94	247.681	0.949018	748.778	0.299784	996.459	0.51425	0.127822	962.467	1270.86	1804.9	1469.09	692.92	996.135	1174.56	1347.6	703.419	1004.26	1188.62	1354.99
7	7	0	9	1	61	80	"[18,31,129,126]"	1008.03	275.89	6	354.137	0.996669	0.767261	4	4	354.137	0.996669	1686.09	0.32643	2040.23	0.482312	0.0837182	2132.55	1098.74	1317.98	1511.25	765.543	1017.66	1208.06	1357.88	854.716	1028.87	1224.07	1400.43
7	7	0	9	2	314	131	"[275,69,361,174]"	1158.42	249.2	7	306.106	0.904897	0.45506	5	5	306.106	0.904897	1530.89	0.308095	1837	0.456347	0.0760429	1166.83	1513.11	2889.38	1459.08	700.469	1009.09	1193.39	1354.54	718.97	1031.27	1224.42	1383.81
7	7	0	9	3	609	118	"[563,82,657,144]"	1337.87	255.83	8	245.889	0.957667	0.608009	6	6	245.889	0.957667	965.633	0.317444	1211.52	0.501454	0.101774	2158.16	1719.41	1333.19	1572.61	763.617	1027	1246.69	1353.73	814.628	1052.1	1256.66	1385.89
7	7	0	9	4	122	117	"[62,38,222,151]"	1057.65	260.19	9	294.636	0.884696	0.460443	7	7	294.636	0.884696	2020.88	0.248091	2315.51	0.337414	0.0429341	1803.38	2360.2	4377.86	1486.96	738.237	1071.55	1251.39	1344.78	788.168	1131.69	1355.22	1367.49
7	7	0	9	5	508	144	"[444,95,557,188]"	1271.74	238.13	10	231.91	0.912777	0.417274	8	8	231.91	0.912777	1402.57	0.336198	1634.48	0.482051	0.0683963	1280.38	1397.36	2222.82	1584.59	700.71	996.667	1184.1	1358.75	723.46	1010.87	1207.47	1382.85
7	7	0	9	6	243	156	"[211,87,277,204]"	1117.06	234.34	11	277.79	0.825499	0.344231	9	9	277.79	0.825499	1170.3	0.285978	1448.09	0.453291	0.0869556	1881.61	1500.04	1946.54	1494.3	738.669	1011.32	1198.16	1356.94	777.093	1028.97	1215.26	1386.66
7	7	0	9	7	380	171	"[341,135,418,221]"	1199.5	219.5	12	297.862	0.979296	0.66554	10	10	297.862	0.979296	879.608	0.294797	1177.47	0.501741	0.126925	989.43	1294.31	2563.19	1454.16	690.144	992.174	1190.28	1367.87	700.168	1002.56	1206.96	1389.71
7	7	0	9	8	159	173	"[117,120,210,217]"	1066.44	220.27	14	235.136	0.908155	0.432512	12	12	235.136	0.908155	1440.56	0.336953	1675.7	0.482272	0.0676728	1544.07	1593.37	1280.84	1504.62	714.012	1009.9	1185.9	1343.53	752.903	1033.65	1189.16	1370.97
7	7	0	9	9	590	174	"[550,134,650,261]"	1322.32	211.5	15	315.067	0.964199	0.618811	13	13	315.067	0.964199	1806.17	0.300418	2121.24	0.422934	0.0628183	1619.11	1491.67	1324.32	1476.35	710.833	1004.77	1242.44	1334.34	750.2	1026.22	1250.17	1363.1
7	7	0	9	10	408	242	"[328,192,431,300]"	1201.37	181.04	17	178.861	0.790831	0.317684	14	14	178.861	0.790831	1273.89	0.306577	1452.75	0.432202	0.0532121	1184.46	1492.89	3474.27	1534.08	689.562	992.172	1208.86	1352.93	705.486	1006.72	1265.69	1371.66
7	7	0	9	11	249	230	"[217,172,314,273]"	1124.64	190.77	18	320.085	0.888231	0.518079	15	15	320.085	0.888231	1338.77	0.324586	1658.85	0.513062	0.0989983	2637.86	1615.36	1251.19	1522.69	762.592	1008.75	1182.2	1339.88	812.268	1026.86	1186.49	1365.23
7	7	0	9	12	540	245	"[513,177,567,313]"	1289.76	175.2	19	212.554	0.800948	0.359782	16	16	212.554	0.800948	1118.69	0.311457	1331.24	0.47378	0.0756467	1272.8	1479.99	2553.96	1551.91	699.822	1007.97	1259.27	1368.56	720.915	1020.71	1268.09	1400.39
7	7	0	9	13	1009	206	"[961,137,1045,313]"	1569.01	184.96	20	342.667	0.858104	0.44494	17	17	342.667	0.858104	2292.57	0.29309	2635.24	0.408122	0.0530691	1177.08	1537.25	2529.32	1469.76	690.912	1005.21	1179.64	1330.85	716.991	1031.65	1226.72	1345.63
7	7	0	9	14	143	259	"[110,210,166,335]"	1053.59	158.77	21	255.925	0.884547	0.45681	18	18	255.925	0.884547	1201.84	0.27379	1457.77	0.411527	0.0722474	1268.89	1378.95	3052.34	1479.69	698.388	994.27	1189.93	1358.51	714.478	1001.37	1224.3	1370.25
7	7	0	9	15	187	279	"[155,211,215,340]"	1079.01	161.43	22	396.433	0.847044	0.408981	19	19	396.433	0.847044	1249.52	0.258334	1645.95	0.438851	0.105699	2479.19	1513.66	1215.08	1495.88	775.519	1011.7	1161.95	1359.2	808.917	1022.99	1163.54	1380.73
7	7	0	9	16	290	271	"[217,226,386,325]"	1147.31	154.7	23	366.324	0.91133	0.54139	20	20	366.324	0.91133	1852.77	0.26162	2219.09	0.379544	0.0626546	2309.1	1459.7	1253.37	1487.65	743.298	1001.53	1192.43	1338.55	800.192	1016.45	1192.89	1362.65
7	7	0	9	17	744	302	"[685,237,829,386]"	1422.81	135.57	26	356.646	0.936204	0.52253	22	22	356.646	0.936204	1909.04	0.25296	2265.69	0.358328	0.0564051	4377.6	1010.62	1436.18	1476.33	834.912	982.466	1259.81	1354.98	1096.08	990.157	1284.83	1392.64
7	7	0	9	18	600	302	"[553,244,696,348]"	1336.31	145.36	27	334.423	0.931877	0.666667	23	23	334.423	0.931877	2204.4	0.33041	2538.82	0.45967	0.0605495	4527.5	1071.3	1561.37	1520.63	822.484	1015.97	1365.23	1345.95	1058.47	1043.63	1428.44	1381.36
7	7	0	9	19	314	336	"[256,299,363,372]"	1152.81	122.35	28	275.639	0.812473	0.372678	24	24	275.639	0.812473	1079.26	0.254609	1354.9	0.409162	0.0832396	1547.07	1918.05	4813.78	1500.35	724.531	1033.43	1272.1	1372.74	766.129	1078.68	1336.25	1406.81
7	7	0	9	20	988	356	"[971,339,1005,375]"	1560.18	109.29	30	306.465	0.971696	0.577186	26	26	306.465	0.971696	0	NA	306.465	0.971696	0.971696	2358.79	1634.28	1232.92	1580.58	NA	NA	NA	NA	NA	NA	NA	NA
7	7	0	9	21	412	339	"[364,295,481,389]"	1213.54	118.9	31	317.935	0.95797	0.637186	27	27	317.935	0.95797	1553.47	0.335012	1871.41	0.498775	0.0847373	1530.14	1894.9	5117.19	1482.8	714.109	1030.9	1284.29	1354.47	744.796	1060.8	1366.55	1380.8
7	7	0	9	22	218	367	"[177,313,259,473]"	1100	90.78	32	456.65	0.818846	0.400497	28	28	456.65	0.818846	2393.65	0.283035	2850.3	0.419337	0.0671825	3458.64	1443.76	1273.19	1497.85	770.009	998.913	1149.48	1350.76	862.496	1019.07	1153.49	1394.35
7	7	0	9	23	653	381	"[558,315,708,433]"	1354.2	98.36	34	356.288	0.966963	0.695335	30	29	356.288	0.966963	2435.95	0.337218	2792.23	0.46276	0.059048	3547.94	1111.56	3388.25	1543.64	814.623	1071.88	1526.49	1368.74	1006.18	1093.45	1643.19	1418.61
7	7	0	9	24	158	404	"[112,316,198,451]"	1060.75	92.24	35	236.928	0.844652	0.379236	31	30	236.928	0.844652	1888.25	0.309987	2125.18	0.421351	0.0469747	1612.15	2002.3	4536.3	1498.51	706.135	1017.38	1182.34	1336.18	732.296	1046.9	1243.65	1359.74
7	7	0	9	25	911	379	"[827,322,954,433]"	1505.52	92.99	36	352.345	0.919599	0.517153	32	31	352.345	0.919599	2100.45	0.299312	2452.79	0.422213	0.0606511	1291.11	1655.62	2627.99	1539.85	697.396	1009.75	1224.26	1337.11	732.399	1038.84	1275.58	1367.35
7	7	0	9	26	991	399	"[952,370,1023,431]"	1560.52	82.83	37	268.112	0.944068	0.597262	33	32	268.112	0.944068	756.305	0.340156	1024.42	0.611939	0.160157	1546.93	1377.84	1216.19	1616.23	805.314	1045.55	1195.04	1394.59	886.171	1077.82	1198.28	1437.15
7	7	0	9	27	280	399	"[236,357,368,450]"	1143.67	82.73	38	383.529	1.00913	0.685356	34	33	383.529	1.00913	1513.33	0.255731	1896.86	0.386338	0.0781144	3658.52	1461.98	1277.09	1496.39	800.802	1008.49	1181.37	1368.84	863.71	1017.79	1172.99	1392.38
7	7	0	9	28	595	414	"[522,367,672,471]"	1328.76	71.87	39	372.776	0.971122	0.574056	35	34	372.776	0.971122	2205.83	0.331968	2578.61	0.468635	0.0677482	4125.28	1113.44	1663.83	1568.05	849.695	1074.91	1502.03	1384.64	1072.95	1095.8	1535.28	1445.93
7	7	0	9	29	882	450	"[818,419,992,487]"	1502.86	51.57	43	316.143	0.844246	0.404839	38	36	316.143	0.844246	2101.17	0.299384	2417.31	0.420194	0.0549542	1454.69	1853.29	3628.56	1501.53	711.879	1021.98	1264.61	1349.69	743.703	1049.48	1326.32	1375.59
7	7	0	9	30	364	472	"[340,433,391,502]"	1187.28	43.28	44	231.551	0.949817	0.560323	39	37	231.551	0.949817	597.517	0.350646	829.068	0.659637	0.184231	4733.56	5400.77	22707	1746.08	1172.27	1522.21	2145.74	1566	1274.02	1617.8	2385.03	1703.61
7	7	0	9	31	967	504	"[925,473,994,538]"	1545.38	19.29	46	192.123	0.955031	0.729222	41	39	192.123	0.955031	752.721	0.436504	944.843	0.680605	0.138393	864.244	1114.94	1445.19	1554.32	695.868	999.627	1247.8	1391.32	711.926	1016.52	1261.63	1431.47
7	7	0	9	32	673	527	"[614,471,722,605]"	1370.33	4.81	47	303.239	0.920932	0.569389	42	40	303.239	0.920932	1746.67	0.300121	2049.91	0.427413	0.0632263	1463.38	1839.81	3892.11	1512.24	723.379	1052.3	1370.09	1361.48	757.085	1089.75	1449.59	1386.7
7	7	0	9	33	775	528	"[716,477,821,596]"	1435.1	6.88	48	280.299	0.911035	0.586249	43	41	280.299	0.911035	1033.74	0.254118	1314.03	0.397277	0.0847437	1137.8	1162.99	1297.13	1529.65	705.424	1003.43	1274.65	1372.9	719.543	1011.18	1276.71	1398.8
7	7	0	9	34	838	532	"[798,495,930,566]"	1477.57	6.53	49	280.299	0.839404	0.474841	44	42	280.299	0.839404	1119.76	0.269937	1400.06	0.429843	0.0860565	980.357	1109.37	1301.17	1532.97	705.321	1001.71	1273.56	1394.01	721.805	1006.9	1282.26	1409.04
7	7	0	9	35	1005	551	"[957,527,1032,579]"	1564.77	-8.7	50	176.71	0.937269	0.553837	45	43	176.71	0.937269	749.853	0.398134	926.563	0.645875	0.123179	912.854	1210.24	1790.89	1499.78	686.125	999.974	1268.88	1365.2	693.448	1004.68	1279.49	1373.98
7	7	0	9	36	898	550	"[794,518,938,607]"	1491.31	-13.22	51	369.55	0.906528	0.491246	46	44	369.55	0.906528	1680.72	0.337111	2050.27	0.518845	0.0935191	2524.73	1174.68	1381.74	1517.61	786.138	1003.45	1276.32	1374.1	867.928	1012.1	1285.13	1400.88
7	7	0	9	37	102	577	"[17,539,157,612]"	1021.24	-19.1	52	150.186	0.75122	0.293097	47	45	150.186	0.75122	1888.61	0.360521	2038.8	0.47045	0.0346552	3761.53	4431.51	13138.9	1775.11	761.658	1079.75	1288.54	1366.47	943.337	1250.91	1728.82	1428.8
7	7	0	9	38	937	580	"[851,529,970,619]"	1520.29	-24.96	53	301.805	0.940238	0.544257	48	46	301.805	0.940238	1228.73	0.324212	1530.53	0.508827	0.100335	848.987	1121.35	1559.43	1449.97	697.039	1001.33	1273.96	1378.78	698.552	1007.38	1280.67	1393.4
7	7	0	9	39	978	616	"[934,570,1023,676]"	1555.77	-49.11	54	309.332	0.842363	0.503776	49	47	309.332	0.842363	1657.78	0.413047	1967.11	0.644553	0.101357	1123.79	1037.08	1362.3	1576.9	715.312	1008.39	1309.26	1379.52	756.858	1014.43	1319.84	1420.07
7	7	0	9	40	863	642	"[822,598,900,679]"	1483.56	-58.35	55	203.235	0.90394	0.584705	50	48	203.235	0.90394	1203.64	0.420697	1406.87	0.630791	0.0911232	1039.16	1195.72	1339.75	1604.68	701.391	999.896	1262.34	1380.53	711.338	1009.25	1268.56	1413.23
7	7	0	9	41	801	634	"[765,594,836,730]"	1449.11	-65.44	56	320.444	0.898715	0.48845	51	49	320.444	0.898715	1399.34	0.297925	1719.79	0.457956	0.0853299	2330.97	1309.56	1331.9	1509.93	771.426	1017.18	1242.81	1362.38	834.394	1021.3	1248.13	1381.22
7	7	0	9	42	919	654	"[886,604,979,700]"	1524.89	-69.26	58	240.154	0.944436	0.574285	53	50	240.154	0.944436	1512.25	0.39886	1752.41	0.575547	0.0788743	1013.56	1290.15	1981.49	1528.41	725.88	1026.22	1297.06	1427.13	719.295	1027.71	1316.08	1425.43
7	7	0	9	43	465	666	"[413,629,498,711]"	1246.33	-77.71	59	380.662	0.876722	0.513534	54	51	380.662	0.876722	891.078	0.281598	1271.74	0.538509	0.161188	1029.1	1378.15	1633.47	1483.33	715.111	1019.11	1220.18	1385.11	723.242	1026.16	1224.5	1396.97
7	7	0	9	44	368	670	"[325,617,401,696]"	1184.15	-72.3	60	176.71	0.922691	0.670094	55	52	176.71	0.922691	846.631	0.385053	1023.34	0.600509	0.103696	888.379	1216.61	1638.57	1550.93	684.475	999.21	1217.5	1376.67	698.933	1010.19	1218.22	1413.11
7	7	0	9	45	511	699	"[482,616,539,727]"	1272.91	-85.67	61	207.894	0.985625	0.587981	56	53	207.894	0.985625	876.023	0.309013	1083.92	0.463681	0.0889336	1115.54	1451.17	1900.99	1536.86	711.518	1019.21	1222.7	1393.54	735.411	1046.24	1247.1	1434.22
7	7	0	9	46	604	672	"[529,645,642,717]"	1317.53	-85.06	63	206.102	0.839131	0.42344	57	54	206.102	0.839131	1090.73	0.278546	1296.83	0.408818	0.0649725	1101.67	1437.5	1881.04	1525.08	697.988	1005.18	1218.16	1372.17	715.62	1018.9	1228.14	1401.02
7	7	0	9	47	854	699	"[794,655,911,750]"	1477.2	-96.76	64	189.255	0.866042	0.459328	58	55	189.255	0.866042	1586.09	0.332971	1775.35	0.450287	0.0480015	1223.22	1411.34	2127.58	1580.84	709.272	1012.76	1237.55	1359.9	724.966	1020.7	1279.36	1384.18
7	7	0	9	48	413	697	"[368,661,451,736]"	1214.71	-95.73	65	248.398	0.890997	0.535224	59	56	248.398	0.890997	866.704	0.350088	1115.1	0.597549	0.133109	832.564	1146.68	1482.54	1518.52	691.007	1001.81	1195.92	1379.08	697.472	1010.18	1201.05	1401.63
7	7	0	9	49	367	724	"[302,690,414,765]"	1181.23	-116.6	66	168.466	0.751548	0.305263	60	57	168.466	0.751548	1093.6	0.332644	1262.06	0.492666	0.0657635	2240.37	2727.38	8847.03	1533.1	755.456	1073.5	1335.79	1371.54	814.124	1131.05	1459.24	1400.12
7	7	0	9	50	460	759	"[410,709,507,798]"	1247.92	-129.28	67	364.173	0.937531	0.58925	61	58	364.173	0.937531	1085.35	0.283185	1449.52	0.482122	0.121127	3960.84	1111.73	1328.56	1517.44	829.235	1003.4	1182.25	1436.97	891.804	1001.31	1183.96	1534.48
7	7	0	9	51	538	795	"[493,731,589,843]"	1289.12	-149.55	69	256.283	0.760234	0.436078	63	59	256.283	0.760234	1094.31	0.284902	1350.6	0.460897	0.0874578	911.187	1216.37	1698.04	1493.26	724.291	1014.36	1179.77	1394.32	725.883	1019.85	1189.62	1408.28
7	7	0	9	52	253	790	"[183,754,313,821]"	1116.34	-146.1	70	273.488	0.992672	0.61812	64	60	273.488	0.992672	1283.57	0.2518	1557.06	0.365014	0.0641127	1624.84	1480.86	1198.41	1531.37	704.635	993.832	1169.58	1357.51	757.543	1021.92	1164.01	1417.52
7	7	0	9	53	347	808	"[324,773,386,880]"	1179.24	-168.56	71	179.219	0.916221	0.683963	65	61	179.219	0.916221	1097.9	0.324454	1277.12	0.462951	0.0649665	804.326	1124.66	1436.57	1564.52	709.384	1018.63	1200.7	1411.86	697.667	1012.46	1165.19	1411.79
7	7	0	9	54	496	813	"[461,783,528,842]"	1264.4	-164.12	72	277.073	0.962471	0.66549	66	62	277.073	0.962471	524.395	0.299775	801.468	0.61282	0.211856	1701.1	2111.73	5950.3	1443.1	795.951	1113.85	1325.66	1375.72	802.357	1122.8	1308.8	1385.5
7	7	0	9	55	664	808	"[551,748,742,888]"	1357.69	-166.21	73	238.361	0.727111	0.303661	67	63	238.361	0.727111	3977.95	0.2982	4216.31	0.367469	0.0207742	901.519	1560.3	1677.4	1494.36	721.145	1367.89	1199.86	1364.83	744.912	1365.43	1247.1	1397.97
7	7	0	9	56	280	832	"[256,808,308,863]"	1138.54	-175.61	74	309.332	0.965325	0.741999	68	64	309.332	0.965325	315.067	0.233614	624.4	0.661105	0.327516	3314.52	1061.05	1288.73	1745.91	1013.22	969.405	1149.29	1335.42	943.35	968.181	1145.91	1320.26
7	7	0	9	57	206	834	"[164,793,242,878]"	1091.33	-174.37	75	187.463	0.886427	0.561052	69	65	187.463	0.886427	1030.87	0.361921	1218.33	0.542644	0.083496	2353.09	1827.3	1304.02	1558.53	723.787	997.986	1170.99	1348.5	768.822	1016.84	1160.76	1363.73
7	7	0	9	58	297	892	"[256,841,330,931]"	1148.47	-209.12	78	230.117	0.973066	0.534141	71	66	230.117	0.973066	1106.86	0.400703	1336.98	0.61658	0.106125	5999.2	2062.57	1267.46	1577.11	899.259	1026.7	1136.72	1341.16	1091.68	1070.09	1141.99	1387.05
7	7	0	9	59	516	867	"[481,835,559,923]"	1277.33	-201.5	79	272.055	0.92861	0.58722	72	67	272.055	0.92861	1229.8	0.345926	1501.86	0.534198	0.0967677	1493.99	1368.19	1202.06	1533.12	708.896	1022.36	1145.5	1362.35	741.402	1036.43	1148.78	1397.77
7	7	0	9	60	102	927	"[57,816,178,970]"	1039.69	-217.33	80	357.005	0.957444	0.47991	73	68	357.005	0.957444	1892.2	0.282543	2249.2	0.403806	0.0640941	2187.04	2653.03	3298.92	1482.68	767.198	1077.4	1211.73	1357.33	849.18	1164.4	1271.02	1397.54
7	7	0	9	61	172	912	"[118,845,210,951]"	1070.12	-218.48	82	246.964	0.9228	0.582999	75	69	246.964	0.9228	1213.31	0.27204	1460.28	0.400031	0.0676537	917.286	1247.15	1468.75	1470.18	703.496	1003.45	1164.67	1367.93	713.228	1015.82	1175.66	1381.62
7	7	0	9	62	884	937	"[837,884,968,1016]"	1506.38	-242.25	83	334.781	0.932462	0.596285	76	70	334.781	0.932462	2835.61	0.275257	3170.39	0.358608	0.0378677	1988.51	1554.24	1179.22	1531.47	716.083	1006.02	1144.68	1341.26	797.979	1040.39	1147.97	1386.11
7	7	0	9	63	229	925	"[191,884,259,959]"	1103.56	-228.75	84	163.089	0.757412	0.517159	77	71	163.089	0.757412	941.259	0.388283	1104.35	0.607078	0.0896529	800.6	1116.49	1386.07	1492.89	694.603	998.412	1163.71	1392.97	715.84	1024.57	1198.29	1430.74
7	7	0	9	64	442	890	"[396,858,484,954]"	1229.67	-218.27	85	160.222	0.912559	0.731119	78	72	160.222	0.912559	1184.28	0.330066	1344.5	0.453548	0.0540485	892.376	1193.17	1339.55	1672.93	729.272	1032.84	1174.2	1426.08	724.152	1024.09	1149.87	1411.96
7	7	0	9	65	364	933	"[313,905,404,964]"	1186.49	-237.56	86	206.46	0.952898	0.600842	79	73	206.46	0.952898	652.358	0.285103	858.818	0.479807	0.115346	1415.98	1441.49	1941.11	1565.53	723.023	1005.44	1154.83	1385.59	723.268	1008.49	1161.05	1399.34
7	7	0	9	66	273	940	"[254,918,298,977]"	1133.45	-242.34	87	153.053	0.982939	0.671818	80	74	153.053	0.982939	371.701	0.341282	524.754	0.655808	0.191277	897.122	1231.89	1539.77	1630.81	692.179	994.333	1152.92	1392.35	694.202	995.979	1153.33	1402.44
7	7	0	9	67	817	956	"[764,912,853,1012]"	1455.92	-250.85	88	272.772	0.978377	0.728799	81	75	272.772	0.978377	1260.63	0.319039	1533.4	0.477623	0.0849628	1859.41	2313.81	3272.96	1500.58	748.804	1061.45	1181.52	1350.24	788.622	1095.11	1218.54	1372.54
7	7	0	9	68	189	956	"[107,930,218,984]"	1067.87	-251.76	89	217.214	0.901968	0.5221	82	76	217.214	0.901968	1086.07	0.362939	1303.28	0.55505	0.0925083	938.672	1272.89	1492.62	1504.02	710.652	1009.02	1152	1354.99	705.438	1008.89	1159.4	1379.74
7	7	0	9	69	123	1011	"[78,967,178,1049]"	1042.18	-281.6	92	264.169	0.838631	0.390047	85	79	264.169	0.838631	1009	0.276304	1273.17	0.448179	0.0929922	1712.54	1808.07	1596.22	1609.32	836.493	1098.42	1167.57	1353.4	886.524	1133.89	1175.61	1379.18
