Database Name	operetta
Database Link	http://10.45.1.197/ODA/OdaService.asmx
Evaluation Signature	65935749-3351-4568-98c5-2890f5477697
Plate Name	MDAWT2H-2
Measurement	Measurement 1
Evaluation	Evaluation4
Population	Population - Cyto Selected

[Data]
Row	Column	Timepoint	Field	Object No	X	Y	Bounding Box	Position X [µm]	Position Y [µm]	Compound	Concentration	Cell Type	Cell Count	Cyto Selected - Object No in Nuclei	Cyto Selected - nuclear_areainum2n Area [µm²]	Cyto Selected - Object No in Nuclei Selected	Cyto Selected - Cytoplasm_areaum2 Area [µm²]	Cyto Selected - Intensity Nucleus Alexa 488 Mean	Cyto Selected - Intensity Nucleus Alexa 555 Mean	Cyto Selected - Intensity Cytoplasm Alexa 488 Mean	Cyto Selected - Intensity Cytoplasm Alexa 555 Mean	Cyto Selected - Total Spot Area	Cyto Selected - Relative Spot Intensity	Cyto Selected - Number of Spots	Cyto Selected - Number of Spots per Area of Cytoplasm	Cyto Selected - Spots Area [µm²]	Cyto Selected - Formula	
5	3	0	9	18	469	355	[438,337,489,374]	-691.3	-536.67					27	165.401	24	313.975	6889.2	2324.56	3908.96	2015.35	110	0.0505026	3	0.00342075	39.3811	0.350346	
5	3	0	9	19	375	411	[350,389,398,433]	-743.47	-568.57					28	203.35	25	369.825	6180.85	2124.21	3657.87	2173.27	242	0.0463957	10	0.00968054	86.6385	0.654364	
5	3	0	9	20	70	601	[45,577,106,632]	-925.03	-684.47					29	232.349	26	541.312	6382.95	2283.38	3452.9	1978.59	305	0.0433073	16	0.010582	109.193	0.563446	
5	3	0	9	21	403	752	[367,702,424,776]	-731.57	-767.44					30	183.659	27	500.856	5072.7	2097.62	3341.29	1934.43	169	0.0361475	4	0.00285919	60.5037	0.337422	
5	3	0	9	22	685	804	[655,787,714,840]	-559.42	-807.13					31	264.57	28	410.28	6908.36	2630.69	3514.74	1997.38	225	0.049673	10	0.008726	80.5523	0.548406	
5	3	0	1	1	427	64	[413,51,440,81]	-67.11	283.31					4	108.477	2	111.341	6388.35	2257.21	3053.16	1935.98	89	0.0504784	3	0.0096463	31.8629	0.799345	
5	3	0	1	2	565	75	[543,54,581,93]	14.16	279.62					5	105.255	3	215.164	3942.27	2035.67	2544.25	1794	109	0.0272176	3	0.00499168	39.0231	0.50659	
5	3	0	1	3	1050	117	[1035,103,1068,135]	307.01	251.43					6	102.749	4	164.327	4801.07	2011.24	2954.91	1827.54	53	0.01476	2	0.0043573	18.9745	0.322528	
5	3	0	1	4	469	159	[436,141,485,175]	-45.61	229.08					7	110.625	5	267.434	5583.43	1946.75	3196.24	1894.81	104	0.0194104	3	0.00401606	37.2331	0.388881	
5	3	0	1	5	466	184	[445,166,483,202]	-44.53	213.07					8	166.833	6	136.402	4459.72	2258.68	3176.91	1997.9	30	0.0199288	1	0.00262467	10.7403	0.219938	
5	3	0	1	6	441	189	[422,162,456,213]	-59.8	209.84					9	156.809	7	239.151	5653.81	2003.39	4037.89	2116.22	175	0.0640039	5	0.00748503	62.6518	0.731756	
5	3	0	1	7	412	177	[399,162,435,218]	-73.84	210.72					10	135.328	8	251.323	6354.3	2089.4	3852.72	2052.19	121	0.0947969	3	0.0042735	43.3192	0.481452	
5	3	0	1	8	446	223	[424,212,470,236]	-55.11	188.67					11	114.921	9	120.649	7043.1	2184.73	3192.48	1830.73	0	0	0	0	0	0	
5	3	0	1	9	272	241	[258,226,288,260]	-160.41	177.62					12	113.847	10	152.512	4099.68	1945.31	2431.86	1747.65	43	0.0157067	1	0.00234742	15.3944	0.281944	
5	3	0	1	10	432	243	[421,229,477,258]	-55.17	178.29					13	118.501	11	234.855	7111.08	2298.79	3391.63	1931.75	121	0.0340033	5	0.00762195	43.3192	0.515212	
5	3	0	1	11	196	282	[180,266,211,298]	-205.23	153.67					14	115.637	12	148.216	6488.02	2514.51	2935.04	1889.38	47	0.0265618	2	0.00483092	16.8265	0.317104	
5	3	0	1	12	22	311	[4,291,42,326]	-309.13	137.87					15	115.279	13	216.954	4575.6	2051.07	2881.89	1908.56	28	0.00642172	2	0.00330033	10.0243	0.129059	
5	3	0	1	13	315	305	[295,288,341,330]	-131.66	138.14					16	120.291	14	332.592	4394.09	1921.99	2537.28	1722.97	0	0	0	0	0	0	
5	3	0	1	14	923	380	[912,369,934,395]	229.58	94.28					17	110.267	15	53.3435	8253.92	2036.51	2659.11	1741.99	0	0	0	0	0	0	
5	3	0	1	15	42	461	[19,438,66,485]	-297.74	47.65					18	150.006	16	436.057	5071.35	2017.82	3014.09	1862.02	162	0.0261347	4	0.00328407	57.9977	0.371511	
5	3	0	1	16	963	503	[942,478,981,530]	254.91	20.93					19	130.316	17	323.641	3201.91	1872.54	2369.63	1780.52	60	0.00998241	2	0.00221239	21.4806	0.18539	
5	3	0	1	17	1014	513	[999,497,1028,537]	283.08	14.89					20	115.637	18	163.611	3469.28	1900.6	2331.36	1755.07	12	0.00340759	1	0.00218818	4.29612	0.0733448	
5	3	0	1	18	152	924	[133,906,171,947]	-231.88	-230.58					23	144.278	20	242.373	5870.32	2341.68	3990.77	2240.48	206	0.12336	5	0.00738552	73.7501	0.84993	
5	3	0	1	19	125	993	[110,978,145,1009]	-246.75	-271.14					24	122.44	21	160.747	6474.57	2197.11	3879.44	2003.25	64	0.0424151	3	0.00668151	22.9127	0.398142	
5	3	0	1	20	51	1016	[32,997,67,1038]	-293.69	-284.88					25	127.094	22	232.349	4867.26	1953.24	2643.53	1731.92	0	0	0	0	0	0	
5	3	0	1	21	940	1035	[923,1016,959,1052]	239.76	-296.76					26	109.551	23	216.238	6633.21	2429.57	3907.29	2055.94	171	0.0919141	5	0.00827815	61.2198	0.790794	
5	3	0	1	22	302	105	[269,76,335,144]	-143.07	257.2					30	304.667	26	550.978	5111.51	2036.52	3101.06	1874.54	283	0.041536	8	0.00519818	101.317	0.513632	
5	3	0	1	23	963	108	[942,85,988,145]	254.51	253.81					31	191.536	27	535.225	5271.4	2199.95	3710.66	2180.41	268	0.0765894	6	0.00401338	95.9468	0.500724	
5	3	0	1	24	596	118	[578,94,613,136]	33.77	254.1					32	156.809	28	245.237	6292.87	2352.23	4626.77	2289.28	288	0.131786	7	0.010219	103.107	1.17437	
5	3	0	1	25	884	154	[854,126,916,187]	206.92	230.39					33	263.138	29	674.849	5612.73	2224.27	3365.25	1985.19	271	0.0481015	10	0.00530504	97.0208	0.401571	
5	3	0	1	26	503	171	[482,147,524,203]	-22.16	219.79					34	173.635	30	385.577	4945.4	2151.57	2959.43	1812.42	71	0.0097516	3	0.00278552	25.4187	0.18414	
5	3	0	1	27	970	218	[942,188,1004,260]	259.02	190.43					35	293.568	31	716.379	6652.31	2426.24	4146.26	2082.16	376	0.0388549	11	0.00549725	134.612	0.524862	
5	3	0	1	28	1024	247	[993,227,1069,269]	294.75	173.27					36	282.112	32	564.582	4499.33	1974.82	2741.75	1762.81	30	0.0023273	1	0.000634115	10.7403	0.0531366	
5	3	0	1	29	658	262	[622,244,678,283]	67.15	164.38					37	184.375	33	342.616	3312.9	1770.59	2573.79	1684.19	0	0	0	0	0	0	
5	3	0	1	30	322	264	[296,248,351,282]	-129.27	163.98					38	171.487	34	308.605	8033.15	2657.26	3984.38	2174.02	144	0.0902299	3	0.00348028	51.5535	0.466616	
5	3	0	1	31	678	284	[660,270,697,306]	82.02	150.97					39	142.13	35	160.747	3813.38	1850.43	2450.7	1717.39	0	0	0	0	0	0	
5	3	0	1	32	443	299	[406,276,469,321]	-59.33	143.3					40	305.741	36	394.885	6008.01	2079.89	3056.6	1891.93	160	0.0510196	7	0.00634633	57.2817	0.405181	
5	3	0	1	33	272	300	[249,279,298,322]	-159.21	143.1					41	180.437	37	383.429	6456.81	2307.15	3756.84	1908.11	140	0.034356	5	0.00466853	50.1214	0.365126	
5	3	0	1	34	960	310	[940,263,980,349]	251.2	138.06					42	222.324	38	583.557	4079.87	1897.54	2824.19	1881.32	186	0.0210051	5	0.00306748	66.5899	0.318735	
5	3	0	1	35	571	354	[542,322,600,390]	18.37	110.52					43	327.579	39	718.527	4995.45	2003.33	2968.99	1859	290	0.0252235	7	0.00348779	103.823	0.403604	
5	3	0	1	36	847	428	[832,411,863,446]	184.4	66.74					44	129.242	40	129.958	4365.18	1869.34	2907.49	2005.89	134	0.0715822	4	0.0110193	47.9734	1.0311	
5	3	0	1	37	952	463	[928,421,977,492]	247.34	47.21					45	297.149	41	498.35	4912	1981.09	3113.5	1939.01	168	0.0317053	4	0.00287356	60.1457	0.337112	
5	3	0	1	38	403	565	[382,545,429,584]	-80.6	-14.45					47	192.252	43	274.236	4869.28	2284.68	3725.89	2154.39	246	0.0851868	10	0.0130548	88.0705	0.897038	
5	3	0	1	39	900	567	[876,552,928,590]	215.53	-17.42					48	166.117	44	253.113	3561.26	1895.19	2526.45	1766.53	20	0.00348151	1	0.00141443	7.16021	0.079016	
5	3	0	1	40	948	673	[930,651,969,702]	243.89	-80.66					49	170.413	45	321.493	4639.55	1964.37	2980.17	1949.25	215	0.0479553	7	0.0077951	76.9722	0.668754	
5	3	0	1	41	821	734	[792,714,851,764]	169.74	-116.84					50	171.845	46	406.342	4352.42	1895.13	3281.99	1985.49	194	0.072961	4	0.00352423	69.454	0.477431	
5	3	0	1	42	500	755	[467,698,531,803]	-24.47	-128.94					51	514.461	47	1083.7	3783.11	1890.07	3125.25	1886.89	140	0.00738765	5	0.0016518	50.1214	0.129187	
5	3	0	1	43	797	747	[781,730,817,768]	154.61	-126.12					52	170.055	48	158.599	5238.83	1868.7	2507.39	1765.69	0	0	0	0	0	0	
5	3	0	1	44	739	781	[716,762,759,802]	117.72	-144.77					53	166.117	49	237.361	3827.1	1882.09	3039.77	1834.97	56	0.0454111	1	0.0015083	20.0486	0.235928	
5	3	0	1	45	664	784	[646,767,694,802]	77.16	-147.28					54	163.611	50	271.014	4232.03	1929.22	3148.25	1957.14	245	0.0749753	8	0.010568	87.7125	0.904013	
5	3	0	1	46	1021	795	[1006,780,1039,815]	288.53	-154.75					55	152.154	51	168.265	4103.15	1890.41	2556.14	1734.23	0	0	0	0	0	0	
5	3	0	1	47	729	824	[709,797,749,854]	113.11	-172.32					56	163.969	52	372.689	4333.33	1974.57	2564.9	1866.97	216	0.0322708	7	0.0067243	77.3302	0.579572	
5	3	0	1	48	77	858	[52,832,107,888]	-275.59	-191.4					57	227.337	53	437.489	6159.8	1959.41	3097.67	1878.19	223	0.0491603	9	0.00736498	79.8363	0.509728	
5	3	0	1	49	840	927	[817,897,862,964]	180.11	-235.16					58	227.695	54	478.66	4428.24	1893.54	2915.16	1915.3	249	0.0678221	13	0.00972326	89.1446	0.520202	
5	3	0	1	50	102	1005	[83,976,135,1025]	-260.67	-277.39					59	147.858	55	378.417	6223.07	2143.54	4352.33	2209.17	212	0.0783315	5	0.00473037	75.8982	0.560229	
5	3	0	1	51	1040	1007	[1004,989,1062,1029]	295.46	-281.55					60	197.98	56	395.959	5009.19	2176.19	3232.99	1977.47	187	0.0508468	5	0.0045208	66.9479	0.472271	
5	3	0	11	1	441	33	[412,7,459,47]	-1353.36	-985.49					1	142.13	1	206.214	5238.88	2423.07	2773.99	1925.84	49	0.0268198	1	0.00173611	17.5425	0.237617	
5	3	0	11	2	230	194	[206,175,255,219]	-1476.61	-1086.54					3	118.859	3	392.737	5835.08	2501.33	3985.77	2194.23	232	0.0689006	9	0.00820419	83.0584	0.590726	
5	3	0	11	3	241	227	[210,210,260,256]	-1474.28	-1106.27					4	133.538	4	396.317	5167.44	2365.21	3613.49	1997.34	135	0.0228513	4	0.00361337	48.3314	0.340636	
5	3	0	11	4	762	233	[738,211,788,256]	-1157.88	-1107.69					5	191.536	5	379.491	7839.79	2723.19	4054.56	2100.1	120	0.0290433	1	0.000943396	42.9612	0.316213	
5	3	0	11	5	801	269	[786,249,816,286]	-1134.51	-1129.5					6	140.698	6	142.846	5472.75	2585.97	3596.95	2133.44	0	0	0	0	0	0	
5	3	0	11	6	728	273	[704,255,747,298]	-1180.02	-1134.13					7	137.118	7	266.718	7617.6	2894.85	4294.17	2233.88	156	0.0918538	3	0.00402685	55.8496	0.584888	
5	3	0	11	7	513	314	[501,292,526,335]	-1307.29	-1156.49					8	108.119	8	171.129	6320.77	2579.68	3203.73	2025.9	150	0.0656221	4	0.0083682	53.7015	0.876532	
5	3	0	11	8	339	347	[328,333,350,368]	-1411.28	-1178.24					9	137.834	9	52.6275	3552.72	1996.51	1980.41	1634.96	0	0	0	0	0	0	
5	3	0	11	9	815	341	[803,328,830,354]	-1126.5	-1172.94					10	111.341	10	95.5888	7269.55	3385.92	3475.69	2290.92	33	0.0649214	1	0.00374532	11.8143	0.345229	
5	3	0	11	10	884	583	[866,566,908,602]	-1084.23	-1318.45					11	148.574	11	273.878	5431.94	2402.22	2708.68	1835.93	0	0	0	0	0	0	
5	3	0	11	11	757	1006	[731,989,775,1024]	-1163.97	-1571.57					12	148.932	12	232.349	6708.92	2500.59	3461.92	1855.64	0	0	0	0	0	0	
5	3	0	11	12	428	64	[403,41,459,87]	-1356.83	-1008.22					13	175.783	13	400.614	6402.79	2593.02	4021.77	2212.58	300	0.0940336	8	0.00714924	107.403	0.748851	
5	3	0	11	13	356	111	[338,92,410,132]	-1394.53	-1036.95					14	182.943	14	381.281	6039.16	2411.14	3486.42	2198.18	359	0.0799383	9	0.0084507	128.526	0.941563	
5	3	0	11	14	424	185	[394,160,456,211]	-1360.07	-1080.6					15	259.199	15	574.965	6435.85	2467.35	3468.93	2012.78	49	0.00371958	2	0.00124533	17.5425	0.0852226	
5	3	0	2	1	558	65	[538,45,578,88]	-1280.75	283.52					3	141.772	1	339.752	5655.68	2413.01	3371.48	1966.8	147	0.0403533	3	0.00316122	52.6275	0.432669	
5	3	0	2	2	418	66	[405,53,438,82]	-1362.61	283.54					4	86.9965	2	151.08	7279.17	2480.96	3752.6	1950.35	10	0.00208269	1	0.00236967	3.5801	0.0661899	
5	3	0	2	3	433	86	[410,60,451,100]	-1354.81	273.43					5	113.489	3	207.646	8937.6	3129.2	4864.94	2200.05	0	0	0	0	0	0	
5	3	0	2	4	501	106	[477,82,531,127]	-1311.89	259.83					6	196.19	4	382.355	5618.47	2425.52	3098.85	1843.59	48	0.00843844	2	0.00187266	17.1845	0.125538	
5	3	0	2	5	1041	110	[1021,90,1056,128]	-992.03	256.2					7	99.5269	5	214.806	4415.83	2061.38	3006.06	1968.74	152	0.0613793	1	0.00166667	54.4176	0.707615	
5	3	0	2	6	669	120	[648,103,688,145]	-1213.81	250.82					8	123.872	6	277.458	5557.58	2211.29	3170.25	1892.87	8	0.00157762	1	0.00129032	2.86408	0.0288332	
5	3	0	2	7	644	137	[626,123,663,150]	-1227.55	241.49					9	122.082	7	140.34	4628.35	2232.99	3360.72	2010.98	64	0.0252651	1	0.00255102	22.9127	0.456035	
5	3	0	2	8	660	160	[641,143,678,176]	-1219.2	227.54					10	114.205	8	192.252	4982.34	2193.94	2854.25	1813.09	0	0	0	0	0	0	
5	3	0	2	9	158	325	[140,307,188,345]	-1518.09	127.87					11	107.045	9	308.605	7446.23	2741.93	4015.06	2009.18	53	0.0205178	2	0.00232019	18.9745	0.171741	
5	3	0	2	10	110	345	[92,325,129,365]	-1549.08	116.12					12	121.724	10	300.729	6623.98	2561.9	3798.45	1961.4	116	0.0408946	3	0.00357143	41.5292	0.38573	
5	3	0	2	11	602	354	[588,340,618,368]	-1253.54	110.73					13	98.8108	11	119.933	8073.55	3195.59	4181.31	2244.9	79	0.118549	1	0.00298507	28.2828	0.658699	
5	3	0	2	12	93	407	[80,386,106,437]	-1558.99	77.19					14	146.784	12	201.56	4781.37	2210.78	2673.51	1919.75	92	0.0262525	3	0.0053286	32.9369	0.45644	
5	3	0	2	13	1007	475	[991,462,1023,490]	-1012.09	37.82					15	128.168	13	122.082	4176.66	2009.12	2320.01	1733.05	0	0	0	0	0	0	
5	3	0	2	14	165	562	[145,546,180,581]	-1516.08	-14.25					17	110.983	14	203.708	5568.41	2669.85	2911.16	1895.96	22	0.0041603	2	0.00351494	7.87623	0.107998	
5	3	0	2	15	757	573	[732,556,792,595]	-1160.77	-21.15					18	177.215	15	300.729	6189.34	2367.75	3066.25	1896	79	0.0317353	2	0.00238095	28.2828	0.262695	
5	3	0	2	16	943	602	[913,585,978,618]	-1049.62	-37.24					19	144.278	16	328.295	4483.15	1989.61	3373.29	1988.01	183	0.0292479	1	0.00109051	65.5159	0.557425	
5	3	0	2	17	295	614	[272,597,318,643]	-1438.84	-45.58					20	121.724	17	330.086	6487.81	2375.53	3636.97	2022.25	149	0.0331056	4	0.00433839	53.3435	0.451398	
5	3	0	2	18	902	606	[881,573,943,638]	-1072.18	-41.56					21	266.718	18	507.301	5907.35	2250.77	3230.87	1888.8	124	0.0150752	2	0.00141143	44.3933	0.244431	
5	3	0	2	19	306	642	[287,616,326,669]	-1430.34	-62.04					22	136.044	19	345.48	7359.71	2662.39	3930.85	2104.1	186	0.0533763	3	0.00310881	66.5899	0.538381	
5	3	0	2	20	922	665	[907,641,941,685]	-1063.52	-74.23					23	130.674	20	213.016	4913.99	2117.3	3461.05	2102.5	155	0.0887789	3	0.00504202	55.4916	0.727644	
5	3	0	2	21	998	652	[981,633,1016,675]	-1016.97	-69					24	133.896	21	233.781	5476.32	2201.6	3019.94	1902.84	31	0.0062443	1	0.00153139	11.0983	0.132603	
5	3	0	2	22	982	680	[949,664,1006,696]	-1029.75	-84.58					25	148.932	22	289.63	5194.05	2013.32	3429.73	1949.27	122	0.0208164	3	0.00370828	43.6773	0.421227	
5	3	0	2	23	819	708	[806,670,832,752]	-1124.5	-103.72					26	135.686	23	362.664	4653.92	2128.23	2686.01	1828.72	41	0.0050586	1	0.000987167	14.6784	0.113052	
5	3	0	2	24	511	778	[486,759,534,799]	-1309.86	-143.25					28	147.858	24	370.541	6048.19	2493.43	3676.77	2081.78	268	0.0530471	8	0.00772947	95.9468	0.723267	
5	3	0	2	25	780	779	[759,766,794,793]	-1149.71	-144					29	102.749	25	152.512	4701.68	2167.39	2846.55	1882.43	99	0.0632549	1	0.00234742	35.443	0.649128	
5	3	0	2	26	87	800	[70,780,104,820]	-1562.58	-156.04					30	111.699	26	272.088	6531.18	2532.45	3433.24	1993.97	174	0.0656396	6	0.00789474	62.2938	0.639499	
5	3	0	2	27	274	850	[252,812,293,870]	-1450.54	-181.49					31	195.474	27	385.935	6985.74	2653.11	3673.91	2122.14	250	0.0573558	5	0.00463822	89.5026	0.647777	
5	3	0	2	28	458	850	[443,834,488,867]	-1337.27	-187.11					32	121.365	28	281.754	7688.11	2682.89	4544.67	2366.69	219	0.180342	3	0.00381194	78.4043	0.777273	
5	3	0	2	29	1050	895	[1039,884,1064,906]	-985.32	-212.94					33	100.601	29	61.5778	4714.19	2098.21	2770.74	1822.3	0	0	0	0	0	0	
5	3	0	2	30	136	918	[115,900,155,938]	-1533.16	-227.72					34	129.958	30	275.31	7851.19	2737.6	3454.19	2038.96	125	0.0348771	4	0.00520156	44.7513	0.454034	
5	3	0	2	31	694	957	[674,935,720,979]	-1197.93	-250.35					35	144.636	31	350.492	4330.71	2070.57	3894.05	2079.61	101	0.0815502	2	0.0020429	36.159	0.288166	
5	3	0	2	32	335	40	[316,25,353,60]	-1412.92	299.15					38	186.881	33	146.426	6096.45	2655.77	2885.83	1901.15	28	0.0224065	2	0.00488998	10.0243	0.191223	
5	3	0	2	33	199	44	[172,24,228,75]	-1493.06	293.71					39	142.13	34	353.714	3908.89	1981.43	2335.15	1795.79	127	0.0157694	6	0.00607287	45.4673	0.359047	
5	3	0	2	34	728	49	[708,29,749,71]	-1178.76	293.14					40	147.5	35	324.715	6264.17	2364.02	3544.03	2097.88	223	0.0649033	3	0.00330761	79.8363	0.686755	
5	3	0	2	35	774	65	[753,42,801,87]	-1149.72	284.98					42	228.053	37	323.283	5115.43	2304.68	2851.83	1972.11	158	0.0261783	3	0.00332226	56.5656	0.488735	
5	3	0	2	36	181	78	[155,54,210,105]	-1506.48	274.45					43	223.756	38	474.722	3902.38	1944.8	2626.51	1860.17	82	0.00694321	7	0.00527903	29.3568	0.172733	
5	3	0	2	37	588	110	[557,86,633,142]	-1259.4	253.48					44	235.213	39	703.49	5190.91	2001.98	2976.34	1774.72	0	0	0	0	0	0	
5	3	0	2	38	621	169	[599,142,651,195]	-1241.66	221.6					45	184.733	40	476.87	5498.59	2151.52	3027.73	1857.54	161	0.0176235	6	0.0045045	57.6397	0.337618	
5	3	0	2	39	181	290	[152,261,208,317]	-1505.79	149.45					47	225.905	41	562.434	5864.89	2355.93	3499.26	2052.79	198	0.0353682	7	0.00445576	70.886	0.352041	
5	3	0	2	40	755	452	[734,428,783,493]	-1159.59	48.68					49	212.658	42	428.896	4279.56	1919.93	2950.97	1860	228	0.0369548	2	0.00166945	81.6264	0.531597	
5	3	0	2	41	1033	504	[1012,477,1054,528]	-996.38	20.98					50	241.299	43	268.508	6954.15	2571.45	3026.06	1826.38	0	0	0	0	0	0	
5	3	0	2	42	758	512	[739,493,779,533]	-1161.05	15.43					51	190.461	44	195.116	6871.01	2379.98	3523.36	1911.61	0	0	0	0	0	0	
5	3	0	2	43	930	522	[907,493,952,553]	-1058.03	9.13					52	205.856	45	529.497	6157.72	2179.91	3376.12	2003.98	172	0.0269148	3	0.0020284	61.5778	0.324836	
5	3	0	2	44	854	535	[829,521,892,555]	-1100.37	2.33					53	192.968	46	279.248	5518.22	2148.38	3081.52	1884.14	85	0.0166697	1	0.00128205	30.4309	0.304389	
5	3	0	2	45	971	544	[956,516,988,577]	-1032.57	-3.97					54	200.844	47	306.099	4879.87	1950.61	3365.78	2017.8	201	0.0348719	4	0.00467836	71.9601	0.656651	
5	3	0	2	46	743	541	[726,507,767,557]	-1170.24	0.42					55	181.511	48	220.534	6008.57	2254.45	3265.89	1862.03	0	0	0	0	0	0	
5	3	0	2	47	818	558	[765,517,841,592]	-1130.28	-7.62					56	341.9	49	522.337	8445.92	2713.09	3636.32	1878.83	44	0.00998401	1	0.000685401	15.7525	0.0842368	
5	3	0	2	48	981	624	[948,608,1001,656]	-1029.39	-53.88					57	159.673	50	245.953	5366.62	2049.1	2829.22	1850.63	0	0	0	0	0	0	
5	3	0	2	49	1039	638	[1022,613,1057,670]	-993.31	-61.16					58	197.264	51	330.444	3244.71	1776.01	2372.81	1719.66	0	0	0	0	0	0	
5	3	0	2	50	417	689	[382,665,448,718]	-1365.88	-90.6					59	215.522	52	654.085	6127.68	2257.73	3148.6	1886.42	77	0.0057415	4	0.00218938	27.5668	0.117722	
5	3	0	2	51	351	709	[317,689,374,728]	-1406.15	-101.46					60	160.389	53	424.242	6500.64	2369.89	3233.07	2005.36	133	0.0216307	4	0.00337553	47.6154	0.3135	
5	3	0	2	52	666	720	[639,684,697,745]	-1216.53	-107.83					61	212.3	54	634.394	6038.39	2342.61	3654.51	2027.7	228	0.05529	5	0.00282167	81.6264	0.359398	
5	3	0	2	53	323	752	[292,728,351,783]	-1422.77	-128.88					62	163.253	55	544.534	6399.62	2516.03	3489.58	1973.48	226	0.0406574	8	0.0052597	80.9103	0.415034	
5	3	0	2	54	827	827	[797,781,854,871]	-1120.31	-171.45					63	318.629	56	724.971	5504.92	2255.94	3455.17	1955.92	334	0.0444852	4	0.00197531	119.575	0.460708	
5	3	0	2	55	761	831	[725,806,784,869]	-1161.96	-178.52					64	204.782	57	632.246	5072.06	2152.33	2988.68	1815.24	129	0.00981423	5	0.00283126	46.1833	0.204034	
5	3	0	2	56	741	894	[719,863,762,914]	-1172.29	-210.94					66	192.252	58	351.924	6217.96	2274.48	3287.02	1866.96	149	0.0493374	1	0.00101729	53.3435	0.423387	
5	3	0	2	57	592	973	[559,959,608,1001]	-1264.94	-262.17					67	157.167	59	213.016	4814.46	2155.15	3176.02	1949.07	190	0.0614627	3	0.00504202	68.022	0.891951	
5	3	0	2	58	583	1010	[555,976,614,1035]	-1265.17	-280.64					68	172.203	60	515.535	4830.19	2072.18	2938.22	1773.82	16	0.00112502	1	0.000694444	5.72817	0.0310357	
5	4	0	9	1	644	156	[619,139,660,172]	-584.84	-415.39					5	94.8727	2	192.252	4284.58	1878.57	3171.62	1750.37	0	0	0	0	0	0	
5	4	0	9	2	621	166	[602,141,655,194]	-594.01	-425.5					6	143.562	3	390.589	4053.13	1853.49	3196.36	1729.98	0	0	0	0	0	0	
5	4	0	9	3	370	158	[354,139,388,178]	-746.88	-417.17					7	105.971	4	192.252	6657.38	1907.82	4489.4	1855.41	0	0	0	0	0	0	
5	4	0	9	4	389	174	[375,164,416,191]	-731.6	-429.21					8	122.082	5	127.81	6433.03	1874.56	3930.59	1775	25	0.00712571	2	0.00560224	8.95026	0.195603	
5	4	0	9	5	157	185	[126,160,194,210]	-873.09	-433.47					9	157.525	6	442.501	5729.42	1966.72	3463.32	1816.91	29	0.00306108	2	0.00161812	10.3823	0.0655366	
5	4	0	9	6	236	188	[219,163,256,205]	-827.42	-434.3					10	95.2307	7	293.568	6178.79	2037.62	3865.28	1786.63	23	0.00406163	1	0.00121951	8.23424	0.0783463	
5	4	0	9	7	140	217	[106,199,170,237]	-886.09	-453.38					11	147.142	8	411.712	5405.35	1977.26	3612.79	1861.93	100	0.0102112	5	0.00434783	35.801	0.242888	
5	4	0	9	8	1029	212	[1014,194,1049,231]	-351.72	-451.29					12	124.946	9	183.659	6320.9	2079.84	3289.71	1854.13	0	0	0	0	0	0	
5	4	0	9	9	889	232	[875,205,905,248]	-435.38	-459.25					13	99.5269	10	237.719	7523.65	2049.08	4134.11	1881.53	95	0.0213607	3	0.00451807	34.011	0.399632	
5	4	0	9	10	929	265	[908,251,945,282]	-413.18	-482.16					14	153.944	11	172.919	7710.19	2523.28	3505.59	1842.54	0	0	0	0	0	0	
5	4	0	9	11	146	271	[129,249,163,292]	-881.32	-486.01					15	115.637	12	242.373	7943.34	2113.67	3782.79	1855.83	28	0.00660644	1	0.0014771	10.0243	0.115524	
5	4	0	9	12	349	294	[335,280,370,310]	-757.23	-499.21					16	98.8108	13	191.178	8627.71	2132.22	4310.39	2049.69	115	0.0301847	4	0.00749064	41.1712	0.601535	
5	4	0	9	13	510	314	[490,288,530,353]	-662.72	-515.08					17	204.424	14	419.588	6908.66	1995.98	3770.82	1803.65	5	0.000444622	1	0.000853242	1.79005	0.0119164	
5	4	0	9	14	993	357	[969,325,1008,376]	-374.22	-535.69					18	145.71	15	208.362	6459.95	1951.21	3664.15	1849.82	0	0	0	0	0	0	
5	4	0	9	15	934	430	[911,414,957,447]	-409.99	-581.14					19	133.538	16	220.892	5498.77	1947.44	3183.58	1791.86	0	0	0	0	0	0	
5	4	0	9	16	363	448	[342,434,377,462]	-753.14	-591.1					20	92.7247	17	205.498	7713.52	2283.31	5041.32	1945.85	51	0.0120195	3	0.00522648	18.2585	0.248178	
5	4	0	9	17	355	472	[343,460,372,485]	-754.81	-604.9					21	82.3424	18	113.847	7537.87	2183.7	4669.3	1888.7	48	0.0278348	1	0.00314465	17.1845	0.421617	
5	4	0	9	18	28	479	[14,465,41,493]	-952.14	-609.11					22	70.528	19	139.982	4987.32	1983.61	3499.1	1848.5	102	0.030932	3	0.00767263	36.5171	0.728665	
5	4	0	9	19	357	534	[322,518,384,550]	-756.69	-643.14					24	131.032	20	326.147	7628.05	2170.11	3816.04	1797.81	71	0.0188412	3	0.00329308	25.4187	0.217693	
5	4	0	9	20	896	558	[877,538,909,602]	-434.58	-663.18					25	119.933	21	306.099	6092.58	1920.61	3553.29	1840.7	108	0.0279841	3	0.00350877	38.6651	0.352827	
5	4	0	9	21	643	572	[610,555,666,590]	-585.81	-664.82					26	171.487	22	297.865	8185.61	2156.08	4554.86	1935.37	86	0.0293082	2	0.00240385	30.7889	0.288722	
