target_gene_name,interactor_gene_name,target_ensg_id,interactor_ensg_id,interactor_uniprot_ids,pval,enrichment,interaction_stoichiometry,abundance_stoichiometry,category
PARP1,POLB,ENSG00000143799,ENSG00000070501,P06746;H0YBJ0;E7EW18;H0YBX1;E5RIJ0;E5RHZ4;H0YAV8;E5RG65,105.491736921429,11.9911371171555,0.027415314451251,0.0468211648444346,other
PARP1,PRKDC,ENSG00000143799,ENSG00000253729,P78527;P78527-2,20.7977075849026,4.62595808016969,0.0050870685518653,0.27235377360271,other
PARP1,PRPF4B,ENSG00000143799,ENSG00000112739,Q13523;H0YDJ3,41.1816011743318,7.16601745566063,0.00164171885300121,0.0423744765272387,other
PARP1,PRPS1,ENSG00000143799,"",B1ALA9;P60891;A0A2R8Y7H4;P60891-2;B7ZB02,4.46406110341245,1.85756758096819,0.0212753104374091,1.01097592490204,purine
PARP1,PRPS2,ENSG00000143799,ENSG00000101911,P11908;P11908-2;H7C540;D3YTJ7;A6NMS2,5.31537986914375,2.29959499745689,0.00755953895849648,0.0058271953652732,purine
PARP1,PRPSAP1,ENSG00000143799,ENSG00000161542,C9JNQ3;Q14558;Q14558-2;C9JKT9;C9JUN4;C9J168;B4DP31,26.9128879358291,5.31505030377872,0.00156808030393121,0.248051235205974,metabolic
PARP1,PRPSAP2,ENSG00000143799,ENSG00000141127,O60256;C9JDU5;C9JJS3;C9K0K7;E7EPA1;O60256-3;O60256-2;C9JDH0;E7EW35;O60256-4;I3L331;I3L164;I3L1T1;I3L3B8;I3L2J4;I3L0S1,5.82761824098383,2.36339777775397,0.00375123367018434,0.555428415747173,metabolic
PARP1,PSIP1,ENSG00000143799,ENSG00000164985,O75475;O75475-3;O75475-2,7.93705363402258,2.8426772472214,0.0023356534567625,0.213025653661546,other
PARP1,RECQL,ENSG00000143799,ENSG00000004700,P46063;F8WA66;F8WD97;F5H2L2;F5H4P4;F5H3W0;F5GYB7,44.9227635694137,6.93250223584786,0.00359934929335869,0.116508329527152,other
PARP1,RFC1,ENSG00000143799,"",P35251-2;P35251;H0Y8U4;A0A1W2PP02;H0Y9P8,21.9585195478213,4.96104094645941,0.00164430811478859,0.0318632888382161,other
PARP1,RFC2,ENSG00000143799,ENSG00000049541,P35250;P35250-2;A0A087WVY3;H7C5P4;H7C5P1;H7C5Q7;F8WC37;H7C5A0;H7C5G4,6.14675924995181,2.61753511064917,0.000127721438935978,0.1357228710855,other
PARP1,RFC3,ENSG00000143799,ENSG00000133119,P40938-2;P40938,32.417929457511,5.90917530254104,0.000838493409350398,0.0408383086131878,other
PARP1,RFC4,ENSG00000143799,ENSG00000163918,P35249;C9JZI1;P35249-2;C9J8M3;H7C1P0;C9JTT7;C9JGY5;F8WE44;C9JXZ7;C9JW34,19.6982034720322,4.5887416412418,0.00603010556397401,0.153550456851016,other
PARP1,RFC5,ENSG00000143799,ENSG00000111445,P40937-2;P40937;F5H304;C9JH72;F5H0U6;E9PEP3;F5H5S0,25.8601341850404,5.29354355141324,0.00300611342259473,0.113958360685445,other
PARP1,RNF146,ENSG00000143799,ENSG00000118518,Q9NTX7-2,7.22034467167855,5.03222493538179,0.000937483392330857,0.022788446164688,other
PARP1,RNF2,ENSG00000143799,ENSG00000121481,Q99496;X6RFN3;Q99496-2,4.46350057801556,1.61093872664928,0.00327867894743384,0.189129245895334,other
PARP1,RPL7L1,ENSG00000143799,ENSG00000146223,Q6DKI1;R4GMU7;Q6DKI1-2,4.96457152326786,1.50817459417581,0.000150036124473282,0.24891103151518,other
PARP1,RPS27A,ENSG00000143799,"",P62979,11.5060534945988,3.6570943200764,0.276306540627214,10.5602628668958,other
PARP1,RRM1,ENSG00000143799,ENSG00000167325,E9PL69;P23921,21.6285509945491,5.40526394661551,0.000238625097938693,0.22162051579929,purine
PARP1,RSF1,ENSG00000143799,ENSG00000048649,Q96T23-2;Q96T23;Q96T23-3;H0YCN2;H0YER1;H0YDG9;H0YEX0;H7C306,59.0502543990861,8.58048406016405,0.00200695756979074,0.0353215335991364,other
PARP1,RYBP,ENSG00000143799,ENSG00000281766,Q8N488,15.6855550327352,3.23973406373086,0.000113636841065241,0.00277921744913739,other
PARP1,SAP30,ENSG00000143799,ENSG00000164105,O75446,4.98514679111835,1.87765344193127,0.00202988813066338,0.0191444025096757,other
PARP1,SHPRH,ENSG00000143799,ENSG00000146414,A0A0D9SFM0;Q149N8;H7C2W2;K4DI94;Q149N8-5;Q149N8-2;Q149N8-4;H0YBI0,8.41844092419314,2.82995176788862,0.000276253574730597,0.0123817929296769,other
PARP1,SIN3A,ENSG00000143799,ENSG00000169375,Q96ST3;H3BP90;H3BNZ3,5.40170460802298,2.0248665612084,0.000692030340141662,0.0591550783735945,other
PARP1,SMARCA1,ENSG00000143799,ENSG00000102038,A0A0A0MRP6;B7ZLQ5;P28370-2;P28370,6.2540352801922,2.35664942645824,0.000804057527474577,0.0652259269052942,other
