Uniprot,pvalue,Estimate
O14683,0.155983416075377,-0.501582328974434
O14684,0.0261808467383458,0.812193747796564
O14686,0.0736093394933598,-0.231605895436475
O14727,0.56113618729993,0.144419421159809
O14734,0.301546675718124,0.243367097441754
O14735,0.264146599007978,0.328564288534448
O14744,0.657860604350017,-0.0650081725596066
O14745,0.00519492874187921,-0.746867882069655
O14757,0.0825369583957344,0.741683695288646
O14773,0.00549155754450121,1.13048004616444
O14776,0.537525800863547,-0.0725029563167146
O14777,0.285289517094359,0.343376717871027
O14786,0.0227557265848858,0.969970278467526
O14795,0.0249110304526335,0.828577085776336
O14802,0.167897430152561,0.489570180994697
O14818,0.918358029039379,0.0167029882378577
O14827,0.863353616577035,-0.0807802290018408
O14828,0.338771217193274,0.326374243072
O14867,0.00127320056112089,0.983748413307135
O14874,0.236411544146041,0.255278832447466
O14880,0.28163250182823,0.423625782961868
O14893,0.950000922292255,0.0166157172647927
O14907,0.0187205246438884,0.817400150197886
O14908,0.668103292229439,-0.0740990771943619
O14936,0.485696253142902,0.223708383111125
O14949,0.997926466179396,0.0007187839610669
O14950,0.746091204372644,-0.0764228105018407
O14957,0.722499301005471,-0.155971030376261
O14965,0.676496832964007,-0.0632474676903061
O14966,0.0614035806443203,0.471580364976746
O14967,0.415742461824507,0.106303230691758
O14974,0.680129594666393,-0.115227838348414
O14975,0.889221080203727,-0.0686485758256015
O14976,0.0573852044015793,1.0371800090776
O14979,0.421449298046234,0.174376405391279
O14980,0.177094284052075,0.405752414689332
O14981,0.876868167606253,-0.0304506893213531
O15014,0.790698407320573,0.150051710861795
O15020,0.075717701574911,-0.516259215407613
O15027,0.020177323406589,-0.603126251271584
O15031,0.271684077885949,0.225083353946186
O15042,0.240090021415052,0.338012760134239
O15047,0.755312107412474,-0.0663554593734582
O15056,0.321984488229074,0.478330328686276
O15061,0.0105932632259439,0.341018057387454
O15075,0.0281274270292397,-0.711028848978135
O15091,0.536447846291759,-0.0879810797002731
O15118,0.0192427592773787,0.498851276337237
O15119,0.396341030147184,0.389108293726871
O15120,0.739355922413885,-0.0779216888002881
O15121,0.587810813988367,0.156137271789895
O15126,0.988909981724359,-0.00348949398512311
O15127,0.918481706430037,0.0339768491895807
O15143,0.361290908015129,0.260300162293883
O15144,0.377890226296669,0.173318984290192
O15145,0.0590535076545719,-0.667354121970865
O15146,0.00231742234402053,-0.9137317920573
O15155,0.0569688022034219,0.492861560863684
O15156,0.0119048962285693,-0.952612786531911
O15160,0.0928631230648098,0.390152307963804
O15164,0.30286653785118,-0.207589897836201
O15173,0.648678227699307,0.147441139216371
O15182,0.744679483284025,0.0636229389162041
O15194,0.0092264962056085,0.305355557505623
O15212,0.337649169916941,-0.133349038620299
O15213,0.640545350309282,-0.0760380028081476
O15226,0.250289061016937,0.327332834192286
O15228,0.094759472152053,0.357576686309975
O15229,0.568268429789541,-0.11175431298582
O15230,0.834294785267979,0.0727921523914386
O15231,0.410143655157639,0.142015587871241
O15235,0.331350779599968,0.238730955520208
O15243,0.850173240898333,-0.0597706178984165
O15254,0.198647042848428,0.530001455854691
O15258,0.630563109689178,0.109778275968178
O15260,0.630133486659342,0.17777189748147
O15264,0.880374833735591,0.053996282192184
O15269,0.613323027751747,-0.236103807627898
O15270,0.388363427979167,0.327685905855161
O15294,0.222481630819872,0.176445529977505
O15297,0.292134859891537,-0.668331703980832
O15321,0.815790460786628,0.049188608564542
O15335,0.687668640726471,0.187246930074247
O15344,0.000250459153904658,1.76690166303915
O15347,0.824469956505412,-0.0929541562113658
O15355,0.178910768565753,0.506483265752778
O15357,0.26626911423479,0.417870800392052
O15371,0.00707676655145852,0.741762813659778
O15372,0.000159274320783846,1.08165688155584
O15381,0.0652368709907458,1.13910931263317
O15392,0.904436473846089,-0.0357998941300117
O15394,0.147260767681771,-0.463365023697265
O15400,0.160163460579725,0.490118900192073
O15427,0.0130572699316274,1.0904706229579
O15438,0.130913224494566,0.577536009684737
O15439,0.479608609068991,0.288590065217691
O15440,0.0116082569582883,-0.712269740825441
O15446,0.680590173927205,-0.0441384963550722
O15460,0.677927248808546,0.171228591055015
O15498,0.245551533087801,-0.407206858274455
O15504,0.510730025564527,-0.0578438358172437
O15511,0.234065678819106,0.354475243856613
O15514,0.258314460653092,-0.21102732851469
O15519,0.763562791921482,0.109174162416387
O15525,0.141822906674672,0.645765785278184
O15533,0.0917935669876312,0.383836109805412
O15547,0.110396603711268,-0.85847463875546
O15550,0.38170091137841,-0.129263402714222
O15551,0.0576848985377978,-0.473987951563665
O43143,0.312258632880607,0.206224007516873
O43148,0.775162360554258,0.0716991838366806
O43159,0.694853891022669,-0.105516180870351
O43166,0.120072116631064,0.518805305629418
O43169,0.518059379816852,0.229122557270824
O43172,0.48521676624936,0.123987745481677
O43175,0.512686024457464,-0.156099216079631
O43181,0.265619580999022,0.28396989750238
O43187,0.08107802734153,0.717576945614638
O43189,0.274484838854795,0.263175143489097
O43236,0.0648232078667973,-0.682021606131534
O43237,0.127914689132486,0.727882189634789
O43242,0.15502145789463,0.406178665924711
O43248,0.149922782166023,-0.483054724226284
O43251,0.104963108233435,0.494273017320528
O43257,0.304032995216576,0.207936542642469
O43264,0.10336859469246,-0.292276508028062
O43278,0.00246885886430976,-1.19655967472074
O43290,0.670417541811219,0.117822597890636
O43291,0.916683094576538,0.0146546055768988
O43292,0.0488681793402144,0.542653491650037
O43293,0.186145401573827,0.257801257292687
O43295,0.456605330729269,0.416944681635708
O43318,0.585234742253639,0.19075588465859
O43324,0.0828908248073449,0.563379294349349
O43347,0.166308088150874,0.424103430818465
O43390,0.227450982669301,0.122653938894931
O43395,0.521200570759437,0.10811399014026
O43399,0.995608623172411,-0.00273139536654555
O43402,0.827138691686034,-0.0588362160287699
O43414,0.339533263449992,0.27561002208582
O43422,0.224543956693748,0.490449901782292
O43427,0.00957202581177576,0.945073620442759
O43432,0.338833867000852,0.460432879471341
O43447,0.781636418158736,0.0643238138379616
O43462,0.205828605497777,0.503508094546323
O43463,0.862572035982238,0.0477618975603355
O43464,0.922053015691644,0.0127319895065228
O43474,0.204886855797667,0.645535217566796
O43491,0.085854595094368,0.269084447105022
O43493,0.994793333781138,0.00219617947278403
O43504,0.341017070530616,-0.421847326581251
O43505,0.981057199535708,0.00779378119078176
O43511,0.178715240273197,0.171601149553108
O43520,0.177618139172447,-0.330874467876125
O43524,0.00353118955107394,-1.15909939826374
O43548,0.734144077900708,-0.0937812745372559
O43566,0.00809516560236402,1.08313420253247
O43570,0.12174180504599,-0.762079971783127
O43572,0.000746601191345266,1.2668532910567
O43581,0.0172756328799,-0.552153847668681
O43583,0.68579870247092,0.119949995898361
O43586,0.258612512637335,0.426352377691201
O43597,0.0053075651314811,0.892117683017555
O43615,0.318169826670237,0.46654401077665
O43617,0.894938982432795,0.0325658731631346
O43633,0.55672326289149,-0.0725060423450279
O43660,0.727760561442993,-0.0403173498742145
O43663,0.981904269981804,-0.00433288255840126
O43670,0.83459443480367,0.0517677379466028
O43674,0.904954057637052,-0.0354386495138583
O43676,0.66049420989331,-0.117842591226633
O43677,0.0135335811227686,-0.66521425336782
O43678,0.219629378407615,0.33927247218607
O43681,0.274843763747797,-0.381382777178128
O43683,0.246605016078473,-0.191970439126607
O43684,0.822815513207357,0.0628280759015789
O43688,0.837965550633695,-0.0847219947506152
O43707,0.352623177498199,0.283293377625551
O43709,0.991687164627186,0.00260843535571216
O43719,0.0415292613798472,0.310593573664776
O43747,0.867157919447246,-0.0255878051875155
O43752,0.364168303799023,-0.19824952563882
O43760,0.917659995181253,0.0504031687369533
O43761,0.171356753808276,0.283561271789351
O43768,0.00378355480426799,-1.21670965056334
O43772,0.0831617982543362,-0.591709908056083
O43776,0.615308988855455,-0.26836428673261
O43795,0.281605917247873,0.316857052523158
O43808,0.215732583210398,-0.238115549318212
O43809,0.472433588529778,0.242423265624623
O43813,0.884250828453633,0.0389123136951735
O43815,0.103529832425347,0.577639683902638
O43818,0.165390397932336,0.370725648906356
O43819,0.76536868709387,0.073557578724964
O43823,0.127136684296431,0.350855127250649
O43824,0.949067156836167,-0.0177615581935792
O43826,0.129720361108878,0.333422666316309
O43837,0.685145783609612,-0.173651789276801
O43852,0.701845581731346,-0.163470650382457
O43854,0.00283343230750856,1.15536640393063
O43865,0.808285953156799,0.0358981832290081
O43897,0.507984506876897,-0.152915702247794
O43909,0.84166800306455,0.0624874811228885
O43913,0.547561839447291,-0.0846679214812749
O43920,0.206102492662302,0.329441158563215
O43929,0.124169863290834,0.276082970399369
O43933,0.0593405398644307,0.653462666503318
O43934,0.383810472234629,0.16696555080602
O60216,0.938418828245869,0.00999827693607618
O60220,0.923483421377013,0.0384122433851572
O60231,0.00673967490747141,0.402768717736197
O60239,0.867139188469245,-0.0388509640683996
O60241,0.419759707102918,0.347821781081764
O60244,0.56374146861367,-0.0941810589406256
O60248,0.000472765576421507,-1.57089872787151
O60264,0.442797451778064,-0.160891367518176
O60266,0.737025979521701,0.154575563117715
O60281,0.119738112962619,0.792493669535217
O60282,0.87131308078555,0.0738840156746834
O60285,0.126555072076983,-0.267617575819366
O60287,0.150928304875769,0.482685445274186
O60292,0.0916788889537718,0.515306525890401
O60293,0.328274114337041,-0.187294621456203
O60299,0.3784523538084,0.225409413049252
O60306,0.344260308798428,-0.0735805171482182
O60309,0.420882865356163,0.100498346169363
O60313,0.41803894142112,0.34606270046825
O60318,0.269569968438087,0.156967523463806
O60333,0.891561328015987,0.0232460261765264
O60336,5.36894755463947e-05,2.30132352549993
O60341,0.214144741965374,-0.404847335564784
O60353,0.256882563038901,0.385443101792494
O60423,0.447940420889236,-0.411281002473558
O60427,0.750630601165635,0.130689629936809
O60437,0.266680765144843,0.405490560827041
O60476,0.019066780094235,-0.724096271650354
O60479,0.568826771736916,0.261359056936231
O60493,0.94146836273896,-0.0410321047659723
O60496,0.159939605678929,0.535777294259214
O60499,0.537655230837452,-0.265606370437376
O60506,0.143352784673949,0.450771900867739
O60508,0.224223537552366,-0.178963215071997
O60512,0.659085078731511,0.163124494473222
O60513,6.5857611651625e-05,-1.32018412711934
O60518,0.618702410568102,-0.15606727572859
O60524,0.949021154714211,0.0153639806353789
O60551,0.619695663169848,0.136205586964735
O60563,0.768729712082435,0.0770420219250141
O60568,0.113503595686389,0.443055757669578
O60602,0.046540008366151,-0.669250843948444
O60645,0.528105744599468,0.110203749149416
O60656,0.0531698643826427,0.716583221553446
O60669,0.00253666950589393,1.09660092477547
O60675,0.260184117436501,0.318555028201429
O60684,0.0285803733476049,-0.345380446852426
O60701,0.855437066977543,-0.0804390003803438
O60711,0.568072000413159,-0.154253536688233
O60716,0.315315543510219,0.196938964674783
O60725,0.0236928081502659,0.427048794542258
O60749,0.828595930425463,-0.050352132683361
O60762,0.919679642073338,0.0216308912280817
O60763,0.625295503451504,0.210386448114674
O60783,0.240200510761813,0.324778104613634
O60784,0.0308277909412419,0.695606582760879
O60826,0.202392929143505,0.497586199436968
O60828,0.892562046820131,-0.0296305659097316
O60830,0.89695249061905,-0.0449923884192515
O60831,0.49953999226427,-0.17246901572278
O60832,0.774258001752955,0.0362396834987591
O60841,0.745934383956205,0.118451981588997
O60869,0.223431556263455,0.297452055388222
O60870,0.0281227760622399,-0.468061806348617
O60884,0.0799246986096348,0.214595478150274
O60885,0.335991229906567,0.281999322408959
O60890,0.0081208379327151,1.05436831390616
O60911,0.495808788174797,0.084682937443345
O60934,0.0120009079763408,0.620516237147041
O60941,0.513468971840044,-0.0974204187045182
O60942,0.106863945543436,0.233650585437163
O75027,0.844504950472109,0.0384680822751896
O75044,0.454443553297182,0.190994393814954
O75054,0.00698741611607057,-0.987225596259797
O75063,0.405236573086066,0.152930369359838
O75072,0.315168462064639,0.311892697846821
O75083,0.204141302008145,0.28775553125096
O75084,0.127198312470729,0.761787460988325
O75110,0.524595442409813,-0.281594970168226
O75112,0.849736039509306,0.0334239808829655
O75122,0.957675335885625,0.00563533421938124
O75127,0.0379361336909375,0.401294874813851
O75128,0.432273574698541,0.206535481167585
O75129,0.499258400503159,0.319112820043233
O75131,0.337353270220818,0.2941780219802
O75132,0.955007360941601,0.019857780899515
O75146,0.552190229141538,0.227191369317913
O75150,0.0136169285080725,0.39352969806197
O75151,0.0845097954271408,-0.523372303388729
O75152,0.362770763399973,-0.134600988572146
O75165,0.680136668056269,0.106098864790498
O75175,0.0720680332174392,0.595739588631041
O75177,0.925135866886256,0.0181445003585883
O75179,0.639112244625038,0.080519871392122
O75182,0.0565159873387067,0.808099648985376
O75185,0.189076844924952,0.596673152753262
O75190,0.163974868910483,0.221410534890123
O75208,0.606063144290208,0.225971039736575
O75223,0.126406313922272,0.255269769882417
O75251,0.207985730650288,0.315445717722903
O75298,0.369784397923176,-0.457694384173751
O75306,0.260746641690073,0.41752048180643
O75319,0.527630858670273,0.315595231880689
O75323,0.531403428529462,0.237244730712307
O75326,0.341412931417159,-0.631749466641544
O75330,0.000158870669381907,1.4369196482776
O75339,0.553002674491607,-0.0798946692772659
O75340,0.576098320882673,-0.160061504172123
O75348,0.946218183181521,0.0152854602723322
O75352,0.201485232932408,-0.124883004598713
O75354,0.0416565068053946,0.440118312271743
O75362,0.0098503936404868,-0.522447570668183
O75363,0.0523666495971329,1.00270657287621
O75367,0.103965864584505,-0.230475731796296
O75369,0.433201093253339,0.252115423145271
O75376,0.0134975951429914,0.987556295433338
O75379,0.00873294648747628,-0.835466559788377
O75380,0.663295006121525,0.107500577050256
O75381,0.0110208863876122,0.641136397612534
O75382,0.189747294787624,-0.579669748183214
O75390,0.683215847850621,0.136263147879723
O75394,0.0663273181857748,0.38164296306863
O75396,0.233509425866497,0.236488783036717
O75400,0.614359051506401,0.0945032636600873
O75410,0.0037856480200298,1.05100304725328
O75414,0.572176985263945,0.295483417830371
O75427,0.756483028566738,0.12336988801223
O75431,0.990654095096956,-0.00319176939844105
O75436,0.686410371565101,0.219300452325228
O75438,0.338096296135156,-0.101468243122624
O75439,0.30277116720499,0.597885935767136
O75445,0.650753865790752,0.306149968772156
O75446,0.608520214492408,0.114789569009897
O75448,0.175966165763415,0.27420071723324
O75461,0.30675961205288,0.133898243371379
O75469,0.210647881553195,-0.267802289341193
O75475,0.993845569617003,-0.00217815796685937
O75477,0.696513512209963,-0.122482998961254
O75489,0.102326685237794,0.535550874476375
O75494,0.79747497056435,0.0510391276690959
O75521,0.114581877499794,0.672035013840881
O75525,0.0474831376894208,1.16017689182002
O75528,0.0845393552922733,-0.215576809387057
O75529,0.0877485826067375,0.606478053110185
O75530,0.188612868818681,0.265825935315012
O75531,0.194516451835181,-0.229250290442032
O75533,0.928429432164017,0.00749854684441869
O75534,0.690917927480571,-0.0957562455197581
O75554,0.0138137010538859,-0.938652148560089
O75569,0.0472083369084299,-0.310424220725825
O75575,0.00333355513473961,-0.89587322707528
O75586,0.489891427697921,0.060561297048931
O75607,0.172129608308426,0.253712364025863
O75616,0.553594953774701,0.184628279137689
O75643,0.548363635781628,0.147038061890767
O75674,0.755674534800674,-0.118937672533037
O75676,0.573103459229957,-0.0991751437233427
O75683,0.538736599960185,-0.088782639539304
O75691,0.0564317308592548,0.470761573393376
O75694,0.545229211880215,0.223640287344502
O75695,0.0155370504511312,0.602371590178738
O75715,0.228364532277202,-0.35346833691659
O75718,0.278096392342946,0.546262444753
O75746,0.176435760403747,0.34815323810477
O75764,0.841468953730306,0.0435303600731483
O75787,0.895252077355753,-0.0346590874363682
O75817,0.215840249519935,0.298216521563195
O75821,0.00266385886733916,0.488517496760977
O75822,0.0326901365691379,0.47097841923037
O75828,0.158140725348418,0.744930860865426
O75844,0.0758995728502536,0.341524659432916
O75845,0.781506789533241,-0.0664919028397377
O75879,0.399831867968902,-0.112908620366665
O75880,0.987311224313209,0.00580943752973584
O75900,0.903341961109779,0.0494692064449308
O75907,0.953469715316695,0.00820989247183947
O75909,0.386472110003825,0.206469961431212
O75915,0.328440553710274,0.25407773088971
O75923,0.000754784098845603,1.23235116380434
O75934,0.883020183139414,0.017983325717738
O75937,0.436161985700826,0.200810666314495
O75940,0.0197833797368088,0.3173603108611
O75947,0.77634044101685,0.0644464731790042
O75955,0.0130235475308138,0.857084716817294
O75962,0.00364258711373785,0.971714737688348
O75964,0.755300273350669,0.0814135984068335
O75976,0.802219079776377,-0.0811476804991727
O76009,0.572049746879009,-0.218113775017534
O76021,0.270148580023061,-0.168468210785695
O76024,0.316382629583276,0.214025207870612
O76031,0.219575878336456,0.20076281939347
O76041,0.113365007178786,-0.476423359717576
O76062,0.510541898193152,-0.285948986188011
O76071,0.0252836541765501,0.646582944906148
O76094,0.00118558827410192,0.395208734657055
O76095,0.815702206990766,-0.0608837075953598
O94762,0.000608757174971209,-0.467456699877315
O94766,0.978171335209299,0.00770961614278552
O94776,0.827030574642804,-0.0400251178323037
O94804,0.313104518356358,0.379416680679408
O94818,0.660596829149721,0.0631256618264436
O94822,0.0183168214897773,0.890890769919997
O94826,0.906047967316283,0.0259918955775704
O94832,0.0114836992023817,-0.986380107118832
O94842,0.662588459431719,-0.0975930590340447
O94850,0.320929382897927,0.141874760012336
O94851,0.949520326897135,0.00970787043552906
O94855,0.00686849754622225,1.27324665932055
O94868,0.370551864485168,-0.187166268517946
O94874,0.697241714004882,0.0673078050477872
O94875,0.0105540593881391,0.84836718365391
O94876,0.883314759985849,0.0313973383521892
O94880,0.428656676987528,-0.120195850300098
O94886,0.780226764680318,-0.0721308877286403
O94901,0.852316174188206,-0.0279651848339269
O94905,0.215039037589715,-0.438562485034251
O94906,0.170121056510587,-0.28030410407779
O94913,0.378846224355862,-0.253093394145782
O94916,0.287289246075507,-0.217626384031552
O94919,0.475250023323107,0.269808008396456
O94929,0.000607858657941115,1.07032248336097
O94933,0.276812581301038,0.483222302953533
O94955,0.707442203458544,0.140818004304758
O94964,0.259396815361907,-0.383417725549106
O94966,0.530329692785876,0.192178699794288
O94973,0.786970116309283,0.0943463302749344
O94979,0.517656015364149,-0.126116770633532
O94988,0.228971473535689,-0.22862643010335
O94992,0.0660166041909037,0.607609397163704
O95049,0.0191052282075555,-0.767922924222984
O95067,0.223241995527502,-0.317865875971027
O95070,0.112143811411446,0.430979981335014
O95104,0.216808869680538,0.213797876113642
O95139,0.987632303380702,-0.00613841146831634
O95140,0.0141810428394077,0.312342764119678
O95159,0.713224291727904,-0.105752084085866
O95163,0.592876973411073,-0.0938819015184151
O95167,0.252931604839801,-0.147535753871199
O95168,0.564461947287685,0.0802040375787593
O95169,0.117362866359911,-0.368633382656019
O95180,0.0043749378839042,1.03632686439735
O95182,0.144157557020196,0.220076751940883
O95197,0.394973518894383,0.378727823851326
O95199,0.0850859322581183,-0.300269355165572
O95202,0.166583205118027,0.354629844935694
O95208,0.432099546766838,-0.385058156231129
O95214,0.953656122350623,-0.027584307799124
O95218,0.94496189028137,0.0218432581607184
O95232,0.354240994350313,0.393487394593502
O95235,0.00142144268890203,-1.443127566611
O95238,0.194006018245396,-0.152745789657198
O95239,0.190389153170518,0.51200850813845
O95243,0.114651030639977,-0.403089923713199
O95249,0.184704670749621,0.385686835451241
O95251,0.82480928109038,0.0755645921475581
O95274,0.996982862720713,-0.000838369888532174
O95292,0.527293925746263,0.14622918288802
O95295,0.644770807737288,0.263692083369946
O95297,0.274346402980239,0.25750877543972
O95298,0.824052381492804,-0.041334780248769
