Row	Column	Plane	Timepoint	Field	Channel ID	Channel Name	Channel Type	URL	ImageResolutionX [m]	ImageResolutionY [m]	ImageSizeX	ImageSizeY	PositionX [m]	PositionY [m]	Time Stamp	
2	3	1	0	1	1	DAPI	Fluorescence	http://10.45.1.197/ODA/Images/C/49c7be12-63c7-4af3-8713-4686606617a2/13-708-12-313-69-51-411-39.tiff	2.98988040478381E-07	2.98988040478381E-07	1080	1080	0	0.001291628	2023-03-03T13:21:39.743+01:00	
2	3	1	0	1	2	Alexa 555	Fluorescence	http://10.45.1.197/ODA/Images/C/49c7be12-63c7-4af3-8713-4686606617a2/13-708-12-313-69-51-408-39.tiff	2.98988040478381E-07	2.98988040478381E-07	1080	1080	0	0.001291628	2023-03-03T13:21:40.087+01:00	
2	3	1	0	1	3	Alexa 488	Fluorescence	http://10.45.1.197/ODA/Images/C/49c7be12-63c7-4af3-8713-4686606617a2/13-708-12-313-69-51-409-39.tiff	2.98988040478381E-07	2.98988040478381E-07	1080	1080	0	0.001291628	2023-03-03T13:21:40.507+01:00	
2	3	2	0	1	1	DAPI	Fluorescence	http://10.45.1.197/ODA/Images/C/49c7be12-63c7-4af3-8713-4686606617a2/13-708-12-314-69-51-411-39.tiff	2.98988040478381E-07	2.98988040478381E-07	1080	1080	0	0.001291628	2023-03-03T13:21:40.803+01:00	
2	3	2	0	1	2	Alexa 555	Fluorescence	http://10.45.1.197/ODA/Images/C/49c7be12-63c7-4af3-8713-4686606617a2/13-708-12-314-69-51-408-39.tiff	2.98988040478381E-07	2.98988040478381E-07	1080	1080	0	0.001291628	2023-03-03T13:21:41.147+01:00	
2	3	2	0	1	3	Alexa 488	Fluorescence	http://10.45.1.197/ODA/Images/C/49c7be12-63c7-4af3-8713-4686606617a2/13-708-12-314-69-51-409-39.tiff	2.98988040478381E-07	2.98988040478381E-07	1080	1080	0	0.001291628	2023-03-03T13:21:41.567+01:00	
2	3	3	0	1	1	DAPI	Fluorescence	http://10.45.1.197/ODA/Images/C/49c7be12-63c7-4af3-8713-4686606617a2/13-708-12-315-69-51-411-39.tiff	2.98988040478381E-07	2.98988040478381E-07	1080	1080	0	0.001291628	2023-03-03T13:21:41.847+01:00	
2	3	3	0	1	2	Alexa 555	Fluorescence	http://10.45.1.197/ODA/Images/C/49c7be12-63c7-4af3-8713-4686606617a2/13-708-12-315-69-51-408-39.tiff	2.98988040478381E-07	2.98988040478381E-07	1080	1080	0	0.001291628	2023-03-03T13:21:42.207+01:00	
2	3	3	0	1	3	Alexa 488	Fluorescence	http://10.45.1.197/ODA/Images/C/49c7be12-63c7-4af3-8713-4686606617a2/13-708-12-315-69-51-409-39.tiff	2.98988040478381E-07	2.98988040478381E-07	1080	1080	0	0.001291628	2023-03-03T13:21:42.613+01:00	
2	3	1	0	2	1	DAPI	Fluorescence	http://10.45.1.197/ODA/Images/C/49c7be12-63c7-4af3-8713-4686606617a2/14-708-12-313-69-51-411-39.tiff	2.98988040478381E-07	2.98988040478381E-07	1080	1080	-0.001291628	0.002260349	2023-03-03T13:21:43.673+01:00	
2	3	1	0	2	2	Alexa 555	Fluorescence	http://10.45.1.197/ODA/Images/C/49c7be12-63c7-4af3-8713-4686606617a2/14-708-12-313-69-51-408-39.tiff	2.98988040478381E-07	2.98988040478381E-07	1080	1080	-0.001291628	0.002260349	2023-03-03T13:21:44.033+01:00	
2	3	1	0	2	3	Alexa 488	Fluorescence	http://10.45.1.197/ODA/Images/C/49c7be12-63c7-4af3-8713-4686606617a2/14-708-12-313-69-51-409-39.tiff	2.98988040478381E-07	2.98988040478381E-07	1080	1080	-0.001291628	0.002260349	2023-03-03T13:21:44.437+01:00	
2	3	2	0	2	1	DAPI	Fluorescence	http://10.45.1.197/ODA/Images/C/49c7be12-63c7-4af3-8713-4686606617a2/14-708-12-314-69-51-411-39.tiff	2.98988040478381E-07	2.98988040478381E-07	1080	1080	-0.001291628	0.002260349	2023-03-03T13:21:44.733+01:00	
2	3	2	0	2	2	Alexa 555	Fluorescence	http://10.45.1.197/ODA/Images/C/49c7be12-63c7-4af3-8713-4686606617a2/14-708-12-314-69-51-408-39.tiff	2.98988040478381E-07	2.98988040478381E-07	1080	1080	-0.001291628	0.002260349	2023-03-03T13:21:45.077+01:00	
2	3	2	0	2	3	Alexa 488	Fluorescence	http://10.45.1.197/ODA/Images/C/49c7be12-63c7-4af3-8713-4686606617a2/14-708-12-314-69-51-409-39.tiff	2.98988040478381E-07	2.98988040478381E-07	1080	1080	-0.001291628	0.002260349	2023-03-03T13:21:45.497+01:00	
2	3	3	0	2	1	DAPI	Fluorescence	http://10.45.1.197/ODA/Images/C/49c7be12-63c7-4af3-8713-4686606617a2/14-708-12-315-69-51-411-39.tiff	2.98988040478381E-07	2.98988040478381E-07	1080	1080	-0.001291628	0.002260349	2023-03-03T13:21:45.780+01:00	
2	3	3	0	2	2	Alexa 555	Fluorescence	http://10.45.1.197/ODA/Images/C/49c7be12-63c7-4af3-8713-4686606617a2/14-708-12-315-69-51-408-39.tiff	2.98988040478381E-07	2.98988040478381E-07	1080	1080	-0.001291628	0.002260349	2023-03-03T13:21:46.137+01:00	
